tax_id,species,genus,family,order,class,phylum,superkingdom,species_tax_id,cogem_classification
93222,Pandoraea sputorum,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,93222,2
94625,Ochrobactrum intermedium,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,94625,2
95485,Burkholderia stabilis,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,95485,2
95486,Burkholderia cenocepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,95486,2
98672,Arthrobacter luteolus,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,98672,2
99807,Corynebacterium auriscanis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,99807,2
100053,Leptospira alexanderi,Leptospira,Leptospiraceae,NA,Spirochaetia,Spirochaetes,Bacteria,100053,2
100469,Actinomyces canis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,100469,2
102862,Proteus penneri,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,102862,2
102886,Streptococcus didelphis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,102886,2
103810,Riemerella columbina,Riemerella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,103810,2
103855,Bordetella hinzii,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,103855,2
104628,Helicobacter suis,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,104628,2
108486,Corynebacterium falsenii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,108486,2
108980,Acinetobacter ursingii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,108980,2
110505,Mycobacterium heckeshornense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,110505,2
111015,Actinomyces radicidentis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,111015,2
111105,Porphyromonas gulae,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,111105,2
111504,Bartonella birtlesii,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,111504,2
111805,Actinomadura pelletieri,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria,111805,2
112904,Enterococcus villorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,112904,2
113287,Pseudoramibacter alactolyticus,Pseudoramibacter,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,113287,2
114259,Nocardia paucivorans,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,114259,2
114884,Mycoplasma lipofaciens,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,114884,2
116089,Lactobacillus psittaci,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,116089,2
118748,Bulleidia extructa,Bulleidia,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,118748,2
119224,Streptococcus phocae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,119224,2
119495,Actinomyces catuli,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,119495,2
119981,Propionibacterium australiense,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria,119981,2
120957,Nocardia abscessus,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,120957,2
120959,Mycobacterium kubicae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,120959,2
121163,Actinomyces suimastitidis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,121163,2
123899,Bordetella trematum,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,123899,2
124225,Brackiella oedipodis,Brackiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,124225,2
126385,Providencia alcalifaciens,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,126385,2
130796,Crossiella equi,Crossiella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria,130796,2
131109,Actinomyces bowdenii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,131109,2
131110,Actinomyces radingae,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,131110,2
131111,Actinomyces turicensis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,131111,2
131112,Arcanobacterium phocae,Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,131112,2
131318,Corynebacterium felinum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,131318,2
132132,Desulfomicrobium orale,Desulfomicrobium,Desulfomicrobiaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,132132,2
132249,Nocardia veterana,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,132249,2
132933,Actinomyces funkei,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,132933,2
133448,Citrobacter youngae,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,133448,2
133549,Mycobacterium shottsii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,133549,2
134034,Corynebacterium freneyi,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,134034,2
134533,Acinetobacter parvus,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,134533,2
134601,Mycobacterium goodii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,134601,2
134605,Fusobacterium equinum,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,134605,2
134821,Ureaplasma parvum,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,134821,2
134964,Nocardia africana,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,134964,2
135079,Selenomonas dianae,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,135079,2
135080,Selenomonas flueggei,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,135080,2
135082,Selenomonas infelix,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,135082,2
135083,Selenomonas noxia,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,135083,2
135487,Nocardia cyriacigeorgica,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,135487,2
136093,Globicatella sulfidifaciens,Globicatella,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,136093,2
136857,Corynebacterium testudinoris,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,136857,2
138595,Olsenella profusa,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,138595,2
138851,Treponema parvum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,138851,2
141349,Mycobacterium lentiflavum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,141349,2
142058,Anaplasma ovis,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,142058,2
142461,Vibrio ichthyoenteri,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,142461,2
142651,Mycoplasma phocidae,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,142651,2
143361,Filifactor alocis,Filifactor,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,143361,2
145285,Nocardia ignorata,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,145285,2
146017,Mycobacterium boenickei,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,146017,2
146018,Mycobacterium neworleansense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,146018,2
146020,Mycobacterium brisbanense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,146020,2
146827,Corynebacterium simulans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,146827,2
150033,Enterococcus ratti,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,150033,2
150055,Streptococcus lutetiensis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,150055,2
150240,Gemella cuniculi,Gemella,NA,Bacillales,Bacilli,Firmicutes,Bacteria,150240,2
152480,Burkholderia ambifaria,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,152480,2
152500,Burkholderia dolosa,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,152500,2
153971,Mycobacterium palustre,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,153971,2
154654,Mycobacterium montefiorense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,154654,2
155085,Staphylococcus lutrae,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,155085,2
155192,Bartonella capreoli,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,155192,2
155194,Bartonella bovis,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,155194,2
156892,Actinomyces marimammalium,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,156892,2
156976,Corynebacterium riegelii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,156976,2
156977,Microbacterium resistens,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,156977,2
156978,Corynebacterium imitans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,156978,2
158484,Cedecea davisae,Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158484,2
158822,Cedecea neteri,Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158822,2
158823,Cedecea lapagei,Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158823,2
158836,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158836,2
158849,Moellerella wisconsensis,Moellerella,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158849,1
158850,Providencia rustigianii,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158850,2
158877,Yokenella regensburgei,Yokenella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,158877,2
161890,Corynebacterium mastitidis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,161890,2
161895,Corynebacterium phocae,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,161895,2
161896,Corynebacterium camporealensis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,161896,2
161902,Corynebacterium sundsvallense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,161902,2
163603,Actinomadura latina,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria,163603,2
165694,Bartonella schoenbuchensis,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,165694,2
169960,Arthrobacter gandavensis,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,169960,2
170994,Brevibacterium paucivorans,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,170994,2
171279,Mycoplasma anatis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,171279,2
171280,Mycoplasma buteonis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,171280,2
176090,Streptococcus sinensis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,176090,2
178338,Sedimentibacter hongkongensis,Sedimentibacter,NA,NA,Tissierellia,Firmicutes,Bacteria,178338,2
178339,Actinomyces hongkongensis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,178339,2
179995,Anaerobiospirillum thomasii,Anaerobiospirillum,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,179995,2
180163,Cetobacterium ceti,Cetobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,180163,1
183417,Proteus hauseri,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,183417,2
184870,Varibaculum cambriense,Varibaculum,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,184870,2
187327,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,187327,2
190147,Mycobacterium manitobense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,190147,2
194702,Cardiobacterium valvarum,Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,194702,2
195930,Cupriavidus respiraculi,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,195930,2
197575,Haemophilus aegyptius,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,197575,2
202789,Actinobaculum massiliense,Actinobaculum,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,202789,2
203264,Corynebacterium suicordis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,203264,2
203482,Volucribacter psittacicida,Volucribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,203482,2
204516,Bacteroides massiliensis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,204516,2
204525,Roseomonas cervicalis,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,204525,1
206506,Kerstersia gyiorum,Kerstersia,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,206506,2
207340,Roseomonas mucosa,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,207340,1
208224,Enterobacter kobei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,208224,2
208557,Pasteuria nishizawae,Pasteuria,Pasteuriaceae,Bacillales,Bacilli,Firmicutes,Bacteria,208557,1
208962,Escherichia albertii,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,208962,2
209247,Nocardia yamanashiensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,209247,2
209249,Nocardia niigatensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,209249,2
209252,Nocardia asiatica,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,209252,2
214473,Staphylococcus nepalensis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,214473,2
218538,Dialister invisus,Dialister,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,218538,2
218821,Amycolatopsis pretoriensis,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria,218821,2
218823,Amycolatopsis kentuckyensis,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria,218823,2
220927,Mycobacterium saskatchewanense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,220927,2
222805,Mycobacterium chimaera,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,222805,2
223392,Rhodococcus gordoniae,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,223392,2
225323,Allomonas enterica,Allomonas,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,225323,1
225992,Comamonas kerstersii,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,225992,2
228230,Mycobacterium canariasense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228230,2
228599,Nocardia higoensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228599,2
228600,Nocardia araoensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228600,2
228601,Nocardia pneumoniae,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228601,2
228602,Nocardia arthritidis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228602,2
228654,Psychrobacter pulmonis,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,228654,2
228909,Mycobacterium hackensackense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,228909,2
232444,Brevibacterium sanguinis,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,232444,2
234828,Corynebacterium caspium,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,234828,2
242230,Eggerthella sinensis,Eggerthella,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,242230,2
242750,Prevotella bergensis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,242750,2
243701,Pasteurella caballi,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,243701,2
244366,Klebsiella variicola,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,244366,2
244830,Anaerospora hongkongensis,Anaerospora,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,244830,2
252130,Uruburuella suis,Uruburuella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,252130,2
254785,Streptococcus halichoeri,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,254785,2
254786,Streptococcus castoreus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,254786,2
255507,Arcobacter cibarius,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,255507,2
256731,Volucribacter amazonae,Volucribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,256731,2
257281,Nocardia concava,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,257281,2
257708,Roseomonas gilardii,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,257708,1
257758,Streptococcus pseudopneumoniae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,257758,2
258224,Corynebacterium resistens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,258224,2
258533,Mycobacterium cosmeticum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,258533,2
261477,Nocardia kruczakiae,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,261477,2
263819,Yersinia aleksiciae,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,263819,2
264251,Cellulosimicrobium funkei,Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,264251,1
264297,Cellulomonas denverensis,Cellulomonas,Cellulomonadaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,264297,1
264635,Acholeplasma granularum,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria,264635,2
264636,Acholeplasma hippikon,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria,264636,2
265175,Kingella potus,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,265175,2
265949,Mycobacterium pseudoshottsii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,265949,2
272548,Actinomyces dentalis,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,272548,1
279262,Nocardia mexicana,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,279262,2
286804,Segniliparus rugosus,Segniliparus,Segniliparaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,286804,2
290052,Acetivibrio ethanolgignens,Acetivibrio,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,290052,2
290053,Bacteroides helcogenes,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,290053,2
290231,Nocardia exalbida,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,290231,2
291112,Photorhabdus asymbiotica,Photorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,291112,2
291645,Bacteroides nordii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,291645,2
291968,Acaricomes phytoseiuli,Acaricomes,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,291968,1
300029,Nocardia elegans,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,300029,2
302449,Corynebacterium tuscaniense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,302449,2
308354,Staphylococcus simiae,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,308354,2
310300,Bacteroides pyogenes,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,310300,2
313439,Streptococcus massiliensis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,313439,2
315405,Streptococcus gallolyticus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,315405,2
319706,Mycobacterium phocaicum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,319706,2
319939,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,319939,2
321318,Dietzia cinnamea,Dietzia,Dietziaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,321318,1
321325,Williamsia deligens,Williamsia,Williamsiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,321325,2
321846,Pseudomonas simiae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,321846,2
324767,Bacillus infantis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,324767,2
324768,Bacillus idriensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,324768,2
328813,Alistipes onderdonkii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,328813,1
328814,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,328814,2
339268,Mycobacterium colombiense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,339268,2
342002,Mycobacterium arupense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,342002,2
343510,Legionella impletisoli,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,343510,2
346045,Amycolatopsis benzoatilytica,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria,346045,2
351628,Clostridium schirmacherense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,351628,2
354243,Mycobacterium kumamotonense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,354243,2
361101,Streptococcus pseudoporcinus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,361101,2
367190,Yersinia similis,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,367190,2
368603,Morganella psychrotolerans,Morganella,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,368603,2
371601,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,371601,2
371674,Moryella indoligenes,Moryella,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,371674,2
376727,Legionella yabuuchiae,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,376727,2
380674,Avibacterium endocarditidis,Avibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,380674,2
386911,Mycobacterium seoulense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,386911,2
386913,Mycobacterium senuense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,386913,2
