"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
1297742,"Myxococcus hansupus",9490432,7753,NA,"167109","bioproject_id"
1690248,"Arthrobacter sp. LS16",3851242,3255,NA,"290716","bioproject_id"
1705394,"Candidatus Thioglobus autotrophicus",1512449,1506,NA,"272361","bioproject_id"
1528099,"Lawsonella clevelandensis",1915154,1378,NA,"256353","bioproject_id"
122355,"Pseudomonas psychrophila",5149788,4425,NA,"295629","bioproject_id"
1641402,"Pseudonocardia sp. HH130629-09",6300975,5010,NA,"280814","bioproject_id"
712122,"Actinomyces sp. oral taxon 414",3836419,2616,NA,"282954","bioproject_id"
362837,"Spiroplasma cantharicola",1179577,1017,NA,"253642","bioproject_id"
1704044,"Arthrobacter sp. ERGS1:01",4936686,3920,"Isolated from a glacial derived stream at the ablation zone of the East Rathong glacier, West Sikkim (27 deg 33 min 149 sec N, 88 deg 07 min 406 sec E; 4718 masl).","293260","bioproject_id"
1318743,"Bartonella ancashensis",1467695,1346,NA,"248888","bioproject_id"
45610,"Psychrobacter urativorans",2931580,2359,NA,"295628","bioproject_id"
860235,"Kibdelosporangium phytohabitans",11759770,10205,NA,"289020","bioproject_id"
1634516,"Citromicrobium sp. JL477",3258499,3027,NA,"279210","bioproject_id"
319938,"Beggiatoa leptomitiformis",4265296,3160,NA,"292821","bioproject_id"
528244,"Azospirillum thiophilum",7609458,6191,NA,"292868","bioproject_id"
987059,"Rubrivivax benzoatilyticus",NA,3898,NA,"63127","bioproject_id"
585,"Proteus vulgaris",3794983,3182,NA,"292343","bioproject_id"
1678678,"Burkholderia sp. HB1",7206167,6224,"Isolated from a phenanthrene-enrichment culture seeded with a pristine farm soil sample.","288741","bioproject_id"
656366,"Arthrobacter alpinus",4046453,3268,NA,"295631","bioproject_id"
1609966,"Confluentimicrobium sp. EMB200-NS6",4147426,3690,NA,"274184","bioproject_id"
1136941,"Gordonia sp. QH-11",4428727,3902,NA,"287087","bioproject_id"
1397108,"Celeribacter marinus",3096705,3155,"Isolated from coastal seawater from Yellow Sea of Korea.","280136","bioproject_id"
512763,"Rufibacter tibetensis",5413467,4112,"Isolated from the soil of Lengduo on the Tibet plateau of China.","242661","bioproject_id"
1736674,"Algibacter alginolytica",3994770,3256,NA,"298144","bioproject_id"
1532555,"Brevundimonas sp. DS20",3475610,3305,NA,"257504","bioproject_id"
1714373,"Microbacterium sp. No. 7",4827965,4164,NA,"295341","bioproject_id"
1324350,"Acinetobacter equi",3054269,2707,NA,"296861","bioproject_id"
33050,"Sphingopyxis macrogoltabida EY-1",5098553,4528,NA,"295243","bioproject_id"
1766,"Mycobacterium fortuitum",6254616,6020,NA,"280545","bioproject_id"
137591,"Weissella cibaria",2577731,2262,NA,"297257","bioproject_id"
128780,"Stenotrophomonas acidaminiphila",4138297,3617,NA,"296415","bioproject_id"
1704307,"Candidatus Xiphinematobacter sp. Idaho Grape",915884,817,NA,"293360","bioproject_id"
1079,"Blastochloris viridis",3724841,3260,NA,"297399","bioproject_id"
69395,"Caulobacter henricii",3957288,3616,NA,"257504","bioproject_id"
1202450,"Mycobacterium haemophilum",4235765,3728,NA,"171821","bioproject_id"
148814,"Lactobacillus kunkeei",1614522,1436,NA,"298292","bioproject_id"
28116,"Bacteroides ovatus",6472489,4910,NA,"289334","bioproject_id"
1273541,"Pyrodictium delaneyi",2023836,2036,NA,"268702","bioproject_id"
52242,"Lactobacillus gallinarum",2374782,1939,NA,"297274","bioproject_id"
246787,"Bacteroides cellulosilyticus",7084828,5475,NA,"289334","bioproject_id"
498848,"Thermus aquaticus",2338641,2519,NA,"274060","bioproject_id"
1560339,"Enterobacter sp. E20",4763114,4289,NA,"263377","bioproject_id"
1178482,"Halomonas huangheensis",4757486,3993,NA,"299864","bioproject_id"
1678129,"Limnohabitans sp. 103DPR2",2948795,2805,NA,"282432","bioproject_id"
1678128,"Limnohabitans sp. 63ED37-2",3372992,3180,NA,"282432","bioproject_id"
1707785,"Massilia sp. WG5",6267305,5140,NA,"294208","bioproject_id"
1231624,"Asaia bogorensis",3198265,2758,NA,"298866","bioproject_id"
41899,"Burkholderia plantarii",8081051,6457,NA,"237833","bioproject_id"
1727164,"Pedobacter sp. PACM 27299",6147290,4986,NA,"296935","bioproject_id"
1323664,"Paraburkholderia caribensis",9482704,9056,NA,"197459","bioproject_id"
1617448,"Geminocystis sp. NIES-3709",4426059,3937,"Isolated from the freshwater stream.","278943","bioproject_id"
35806,"Rhodovulum sulfidophilum",4732772,4520,NA,"278942","bioproject_id"
1476901,"Nonlabens sp. MIC269",2884293,2477,NA,"282571","bioproject_id"
1453352,"Sediminicola sp. YIK13",3569807,2974,"Isolated from a sample of tidal flat sediment collected at Yeongheung Island, Korea in January 2009.","271050","bioproject_id"
1688404,"Pseudonocardia sp. EC080610-09",7131853,5892,NA,"290343","bioproject_id"
1735162,"Candidatus Peribacter riflensis",1248026,1102,"Sampled from filtered groundwater obtained from an aquifer adjacent to the Colorado River near the town of Rifle, CO, USA.","288027","bioproject_id"
1353,"Enterococcus gallinarum",3821349,3333,NA,"231221","bioproject_id"
476281,"Candidatus Ishikawaella capsulata",754729,623,NA,"20927","bioproject_id"
1555112,"Limnochorda pilosa",3817036,3601,"Isolated from the sediment of a meromictic lake in Japan.","293612","bioproject_id"
504,"Kingella kingae",2140065,2229,NA,"301577","bioproject_id"
1697053,"Oblitimonas alkaliphila",2494031,2257,NA,"291610","bioproject_id"
1160720,"Alteromonas stellipolaris LMG 21856",4686200,3995,NA,"296407","bioproject_id"
84531,"Lysobacter antibioticus 76",5916388,5143,NA,"271656","bioproject_id"
985762,"Staphylococcus agnetis",2503399,2311,NA,"246192","bioproject_id"
60520,"Lactobacillus paraplantarum",3139729,2751,NA,"299444","bioproject_id"
511,"Alcaligenes faecalis",4248684,3752,NA,"276624","bioproject_id"
1249552,"Pseudohongiella spirulinae",3345119,2988,NA,"301918","bioproject_id"
58049,"Colwellia sp. MT41",4337945,3504,NA,"29235","bioproject_id"
246432,"Staphylococcus equorum",2822193,2681,NA,"299343","bioproject_id"
1349819,"Aureimonas sp. AU20",5210858,4784,"Isolate from the stem of a soybean plant.","209311","bioproject_id"
435897,"Lysobacter capsici",6391889,5685,NA,"271656","bioproject_id"
262324,"Lysobacter gummosus",6056618,5322,NA,"271656","bioproject_id"
152297,"Pseudoalteromonas issachenkonii",4131541,3538,"Isolated from the thallus of Fucus evanescens (marine brown macroalgae) sampled from the Kraternaya Bight of the Kurile Islands in the Pacific Ocean.","304356","bioproject_id"
161398,"Pseudoalteromonas phenolica",4868993,4168,NA,"301786","bioproject_id"
76731,"Roseateles depolymerans",5681722,4773,NA,"306798","bioproject_id"
162209,"Paenibacillus naphthalenovorans",5200139,5054,NA,"255122","bioproject_id"
1615909,"Geminocystis sp. NIES-3708",4042078,3639,"Isolated from a Japanese freshwater stream.","278941","bioproject_id"
1715989,"Candidatus Nitrospira inopinata",3295117,3373,NA,"302402","bioproject_id"
1751286,"Nostoc sp. NIES-3756",6987571,5954,"Isolated from soil at Mimomi-Park, Chiba, Japan.","302744","bioproject_id"
1748243,"Candidatus Tenderia electrophaga",3763866,3349,NA,"244670","bioproject_id"
1307839,"Salinivirga cyanobacteriivorans",4812386,3865,NA,"299794","bioproject_id"
76123,"Prevotella enoeca",2861432,2333,NA,"282954","bioproject_id"
76936,"Helicobacter typhlonius",1920832,2117,"Isolated from the cecal and fecal content of Il10-/- knockout mice with inflammatory bowel disease (IBD).","299143","bioproject_id"
283699,"Pseudoalteromonas sp. Bsw20308",4830226,4037,NA,"177043","bioproject_id"
2094,"Mycoplasma arginini",678592,518,NA,"276531","bioproject_id"
1500686,"Pseudomonas sp. Os17",6885464,6195,"Isolated from the rhizosphere of rice.","279057","bioproject_id"
1242245,"Acinetobacter johnsonii",4081329,3642,NA,"177355","bioproject_id"
43658,"Pseudoalteromonas rubra",5913780,4724,NA,"305221","bioproject_id"
1561023,"Curtobacterium sp. MR_MD2014",3443800,2675,"Isolated from the topsoil collected near a rusted fire hydrant in Woods Hole, Massachusetts (41 31'44.65''N 70 40'21.5''W) on 7 July 2014.","263736","bioproject_id"
1588023,"Arthrobacter sp. Hiyo8",5026722,7038,"Isolated from a soil sample affected by the Tohoku tsunami.","291832","bioproject_id"
1297617,"Intestinimonas butyriciproducens",3376475,3381,NA,"261376","bioproject_id"
1307442,"Fusobacterium hwasookii",2531722,2274,NA,"270134","bioproject_id"
1432656,"Thermococcus guaymasensis",1920914,2092,NA,"230529","bioproject_id"
1353260,"Candidatus Nitrocosmicus oleophilus",3430706,3725,"Isolated from a coal tar-contaminated sediment.","210256","bioproject_id"
652,"Aeromonas schubertii",4400034,4358,NA,"297116","bioproject_id"
1652545,"Arthrobacter sp. YC-RL1",4018639,3578,"Isolated from a petroleum-contaminated soil.","302833","bioproject_id"
44577,"Nitrosomonas ureae",3307820,2897,NA,"304608","bioproject_id"
1526571,"Lacimicrobium alkaliphilum",4378835,3760,NA,"305323","bioproject_id"
76832,"Myroides odoratimimus",4457748,3828,NA,"302352","bioproject_id"
1538553,"Methylomonas denitrificans",5172098,4550,NA,"258394","bioproject_id"
1298851,"Thermosulfidibacter takaii",1816670,1757,NA,"304690","bioproject_id"
1721091,"Chryseobacterium sp. IHB B 17019",4077766,3642,NA,"303135","bioproject_id"
1332080,"Sphingobium baderi",4583422,4360,NA,"300354","bioproject_id"
1752063,"Fischerella sp. NIES-3754",5826863,4939,"Isolated from hotspring at Suwa-shrine, Suwa, Nagano, Japan.","305385","bioproject_id"
106654,"Acinetobacter nosocomialis",4061750,3672,NA,"270223","bioproject_id"
1492,"Clostridium butyricum",4627894,3893,NA,"304074","bioproject_id"
1334193,"Enterobacter lignolyticus G5",4702949,4237,NA,"297567","bioproject_id"
1752064,"Leptolyngbya sp. NIES-3755",6761657,6635,"Isolated from soil at the Toyohashi University of Technology, Toyohashi, Aichi, Japan.","305597","bioproject_id"
1374,"Planococcus kocurii",3485580,3234,NA,"305663","bioproject_id"
200991,"Planococcus rifietoensis",3505011,3386,"Isolated from an algal mat collected from a sulfurous spring in Campania (Italy).","305456","bioproject_id"
1407499,"Halobacterium hubeiense",3130345,3342,"Isolated from early Cretaceous (~123 million years old) halite from the depth of 2000 m in Qianjiang Depression, Hubei Province, China.","306231","bioproject_id"
230361,"Methanobrevibacter millerae",2543538,2269,NA,"49589","bioproject_id"
1472767,"Lentibacillus amyloliquefaciens",3858284,3587,"Isolated from saline sediment collected from Yantai City in China.","296764","bioproject_id"
940295,"Ignicoccus islandicus",1394664,1511,NA,"61347","bioproject_id"
446860,"Kocuria flava",3638342,3052,"Isolated from the air of Xinjiang of China.","302237","bioproject_id"
1835254,"Polynucleobacter duraquae",2026292,2059,NA,"240713","bioproject_id"
669041,"Tenacibaculum dicentrarchi",2918253,2420,NA,"305919","bioproject_id"
1172567,"Streptomyces globisporus",7783599,6654,"Isolated from a soil sample collected in the Qian-jiang area of China.","158251","bioproject_id"
121292,"Pseudarthrobacter sulfonivorans",5056151,4393,NA,"305788","bioproject_id"
1134435,"Thauera humireducens",4171754,3747,NA,"288381","bioproject_id"
389348,"Protochlamydia naegleriophila",3030375,2575,NA,"307418","bioproject_id"
358,"Agrobacterium tumefaciens S33",5481595,4991,NA,"309196","bioproject_id"
121719,"Pannonibacter phragmitetus",5669701,4997,NA,"298840","bioproject_id"
2423,"Fervidobacterium islandicum",2237377,1928,NA,"263006","bioproject_id"
413882,"Polyangium brachysporum",6476147,5557,NA,"282341","bioproject_id"
446692,"Acetobacter senegalensis",3969909,3605,NA,"307324","bioproject_id"
332949,"Enterococcus silesiacus",3928141,3559,NA,"226735","bioproject_id"
1695218,"Paenibacillus sp. 32O-W",5375858,4752,NA,"255120","bioproject_id"
1315283,"Pseudoalteromonas translucida",4147593,3809,NA,"196224","bioproject_id"
1401328,"Candidatus Endolissoclinum faulkneri L5",1518636,770,NA,"219340","bioproject_id"
1150423,"Bifidobacterium dentium JCM 1195 = DSM 20436",2635669,2141,NA,"275714","bioproject_id"
1150460,"Bifidobacterium kashiwanohense JCM 15439 = DSM 21854",2337234,1945,NA,"275715","bioproject_id"
1653476,"Caldimicrobium thiodismutans",1814952,1774,NA,"308191","bioproject_id"
1307763,"Kiritimatiella glycovorans",2949723,2420,NA,"274602","bioproject_id"
93219,"Pandoraea norimbergensis",6167370,5237,NA,"305058","bioproject_id"
1768242,"Paucibacter sp. KCTC 42545",5169161,4254,NA,"305460","bioproject_id"
595593,"Arthrobacter sp. A3",4458287,3828,NA,"259694","bioproject_id"
256701,"Glutamicibacter arilaitensis KLBMP5180",3918424,3477,NA,"289022","bioproject_id"
1564681,"Carnobacterium sp. CP1",2614401,2417,NA,"264769","bioproject_id"
1663591,"Magnetospirillum sp. XM-1",4992477,4952,"Isolated from the eutrophic city moat in Xi'an, China.","306466","bioproject_id"
83655,"Leclercia adecarboxylata",4803917,4283,NA,"281531","bioproject_id"
1309411,"Deinococcus soli",3236984,2944,NA,"272874","bioproject_id"
1096856,"Pseudonocardia sp EC080619-01",7205934,5970,NA,"290345","bioproject_id"
1622118,"Lutibacter profundi",2966978,2537,NA,"304382","bioproject_id"
2041,"Aeromicrobium erythreum",3629239,3124,"Isolated from Lajas Valley, Cabo Rojo, Puerto Rico.","284384","bioproject_id"
33989,"Rickettsia amblyommatis Ac37",1456213,1086,NA,"256465","bioproject_id"
1078773,"Herbaspirillum rubrisubalbicans",5611261,4661,NA,"72471","bioproject_id"
1749074,"Mycoplasma sp. (ex Biomphalaria glabrata)",647830,555,NA,"12879","bioproject_id"
1725411,"Streptomyces sp. CdTB01",10191567,8743,"Isolated from heavy metals-contaminated soil in Xiangxi Tujia and Miao autonomous prefecture, Hunan Province, China.","302338","bioproject_id"
314722,"Pseudoxanthomonas suwonensis J1",3891720,3065,NA,"280019","bioproject_id"
1411621,"Hymenobacter sp. DG5B",4868852,3844,NA,"305453","bioproject_id"
367477,"Microbacterium sp. XT11",3475315,1927,"Isolated from garden soil, China.","286063","bioproject_id"
32002,"Achromobacter denitrificans",6226215,5468,NA,"281531","bioproject_id"
1674923,"Thermococcus sp. 2319x1",1961221,2292,"Isolated from the hot vent, located in the tidal zone of Kunashir Island, Southern Kurils.","287751","bioproject_id"
1926,"Streptomyces reticuli",9336224,8090,NA,"308091","bioproject_id"
1450761,"Aneurinibacillus sp. XH2",3664835,3441,NA,"287204","bioproject_id"
634113,"Arsenophonus symbiont of Lipoptena fortisetosa",836724,625,NA,"306001","bioproject_id"
51665,"Aerococcus urinaeequi",2054328,1805,NA,"281531","bioproject_id"
1750719,"Kurthia sp. 11kri321",2964527,2893,NA,"301103","bioproject_id"
1080068,"Leptolyngbya sp. O-77",5480261,4865,NA,"309824","bioproject_id"
412690,"Microterricola viridarii",3689726,3122,NA,"309503","bioproject_id"
119206,"Aerococcus sanguinicola",2033849,1733,"Isolated from human blood.","308559","bioproject_id"
1712675,"Turicibacter sp. H121",2622031,2216,"Isolated from the feces of a mouse line contaminated following germ-free derivation.","295105","bioproject_id"
1577684,"Candidatus Nanopusillus acidilobi",605887,587,NA,"266727","bioproject_id"
1785995,"Gemella sp. oral taxon 928",1769679,1528,NA,"282954","bioproject_id"
981386,"Brucella vulpis",3238137,3217,NA,"307451","bioproject_id"
1619313,"Erwinia gerundensis",4481256,4160,"Isolated from pome fruit trees.","308682","bioproject_id"
1768108,"Deinococcus actinosclerus",3264334,3049,NA,"305458","bioproject_id"
673,"Grimontia hollisae",3998273,3370,NA,"231221","bioproject_id"
1604004,"Halanaeroarchaeum sulfurireducens M27-SA2",2253500,2270,NA,"284332","bioproject_id"
87541,"Aerococcus christensenii",1634920,1428,NA,"308559","bioproject_id"
1514105,"Erysipelothrix sp. LV19",2511486,2271,NA,"295643","bioproject_id"
1792307,"Bosea sp. PAMC 26642",5510355,5084,"Isolated from Stereocaulon sp., an Arctic lichen collected from Ny-Alesund, Svalbard, Arctic (78 55' N, 11 56' E).","310377","bioproject_id"
1751294,"Streptomyces sp. 4F",8047771,6792,NA,"301391","bioproject_id"
1740162,"Burkholderia sp. Bp5365",7287809,6165,NA,"279182","bioproject_id"
47885,"Pseudomonas oryzihabitans",4834356,4282,NA,"281531","bioproject_id"
1702221,"Faecalibaculum rodentium",2542486,2794,NA,"282363","bioproject_id"
145458,"Rathayibacter toxicus WAC3373",2346032,2012,NA,"298401","bioproject_id"
1377,"Aerococcus viridans",2199877,1914,NA,"308559","bioproject_id"
1236179,"Janthinobacterium sp. B9-8",4726850,4083,NA,"277796","bioproject_id"
1495144,"Methanogenic archaeon ISO4-H5",1937883,1817,NA,"292473","bioproject_id"
1223566,"Bradyrhizobium sp. CCGE-LA001",7833499,6907,"Isolated from field-collected P. microcarpus nodules from the town of Oaxtepec, Morelos, Mexico.","172908","bioproject_id"
456163,"Thermus parvatiensis",2016098,1573,NA,"308159","bioproject_id"
1579316,"Halocynthiibacter arcticus",4376120,3944,NA,"269208","bioproject_id"
1143323,"Chlamydia gallinacea",1067202,900,NA,"209652","bioproject_id"
1123384,"Pseudothermotoga hypogea",2165416,2097,NA,"234771","bioproject_id"
879274,"Shinella sp. HZN7",7354253,6694,"Isolated from the active sludge of a wastewater-treatment system of a pesticide manufacturer in Hangzhou City, China.","321376","bioproject_id"
1609968,"Methanobrevibacter sp. YE315",2273296,1942,NA,"273773","bioproject_id"
544580,"Actinomyces oris",3042917,2336,NA,"282954","bioproject_id"
1795630,"Frondihabitans sp. PAMC 28766",4766863,4126,"Isolated from Himantormia sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).","310978","bioproject_id"
1221500,"Fictibacillus phosphorivorans",4230665,4145,NA,"283510","bioproject_id"
925818,"Methylobacterium sp. AMS5",5599206,5178,"Isolated from the stem of a soybean.","231761","bioproject_id"
128944,"Aerococcus urinaehominis",1831400,1605,"Isolated from human urine.","308559","bioproject_id"
296,"Pseudomonas fragi",5101809,4324,NA,"307076","bioproject_id"
37927,"Sinomonas atrocyanea",4492204,4110,NA,"312847","bioproject_id"
45243,"Capnocytophaga haemolytica",2688484,2228,NA,"282954","bioproject_id"
111015,"Actinomyces radicidentis",3051613,2342,NA,"282954","bioproject_id"
888061,"Desulfomicrobium orale",2783374,2477,NA,"282954","bioproject_id"
674703,"Rhodoplanes sp. Z2-YC6860",8193889,7042,NA,"238489","bioproject_id"
1806,"Mycobacterium microti",4370115,4321,NA,"270004","bioproject_id"
507626,"Halomonas chromatireducens",3973651,3680,"Isolated from soda solonchak soils of the Kulunda steppe, Russian Federation.","302842","bioproject_id"
44742,"Desulfovibrio fairfieldensis",3699310,3022,NA,"282954","bioproject_id"
34062,"Moraxella osloensis",2649137,2254,NA,"282954","bioproject_id"
1674922,"Labrenzia sp. CP4",6051301,5317,"Isolated from a biocathode micro- bial community, known as Biocathode-MCL (Marinobacter, Chromatiaceae, Labrenzia), originally enriched from seawater collected at Rutgers Marine Field Station (RUMFS) in Tuckerton, New Jersey, USA.","287684","bioproject_id"
465721,"Steroidobacter denitrificans",3467246,2975,NA,"287097","bioproject_id"
549,"Pantoea agglomerans FDAARGOS_160",4808813,4241,NA,"231221","bioproject_id"
1286,"Staphylococcus simulans",2647552,2390,NA,"231221","bioproject_id"
1478,"Bacillus simplex",5521719,4639,NA,"276291","bioproject_id"
1771,"Mycobacterium phlei",5349645,5149,NA,"311273","bioproject_id"
279113,"Collimonas pratensis",5730025,5424,NA,"299266","bioproject_id"
1219058,"Sphingopyxis terrae",3983415,3697,NA,"295353","bioproject_id"
445710,"Dyella thiooxydans",4227172,3862,NA,"309454","bioproject_id"
1300343,"Dokdonia donghaensis",3293944,2881,NA,"191952","bioproject_id"
82983,"Obesumbacterium proteus",5011796,4424,NA,"311640","bioproject_id"
270351,"Methylobacterium aquaticum",7557960,7289,NA,"276532","bioproject_id"
1795053,"Microbacterium sp. PAMC 28756",3539061,3276,"Isolated from Stereocaulon sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).","310789","bioproject_id"
1702170,"Citrobacter sp. FDAARGOS_156",4727434,4226,NA,"231221","bioproject_id"
86622,"Methanoculleus sp. MAB1",2859299,3450,"Isolated from a mesophilic methanogenic reactor operating with swine manure.","312076","bioproject_id"
1470434,"Zhongshania aliphaticivorans",4204359,3664,NA,"306719","bioproject_id"
146827,"Corynebacterium simulans",2737971,2560,NA,"279606","bioproject_id"
1806885,"Sphingorhabdus sp. M41",3339521,3074,"Isolated from crude oil-contaminated coastal sediment near Yeosu of South Korea.","306719","bioproject_id"
43263,"Pseudomonas alcaligenes",4406305,3977,NA,"314705","bioproject_id"
1703,"Brevibacterium linens BS258",3862244,3242,NA,"314739","bioproject_id"
261164,"Psychrobacter alimentarius",3349444,2677,NA,"315071","bioproject_id"
51663,"Pediococcus damnosus",2509470,2286,NA,"290141","bioproject_id"
123899,"Bordetella trematum",4485537,4120,NA,"316956","bioproject_id"
129338,"Geobacillus subterraneus",3474426,3161,NA,"310054","bioproject_id"
386891,"Moraxella bovoculi",2243615,1848,NA,"282717","bioproject_id"
1795631,"Variovorax sp. PAMC 28711",4316152,3975,"Isolated from Himantormia sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).","310979","bioproject_id"
1379909,"Rufibacter sp. DG15C",4143738,3169,NA,"273388","bioproject_id"
1476,"Sporosarcina psychrophila",4674191,4223,NA,"313115","bioproject_id"
1051973,"Rhodococcus fascians",5502110,5155,NA,"313428","bioproject_id"
29433,"Moraxella ovis",2306095,1932,NA,"280058","bioproject_id"
1196031,"Bacillus oceanisediminis",5848607,5594,NA,"167766","bioproject_id"
1519,"Clostridium tyrobutyricum",3134437,3106,NA,"308866","bioproject_id"
686597,"Martelella sp. AD-3",5036008,4523,"Isolated from a petroleum-contaminated soil with high salinity in China.","310308","bioproject_id"
376489,"Halotalea alkalilenta",4387428,3744,NA,"318327","bioproject_id"
1727163,"Algoriphagus sp. M8-2",3882610,3377,"Isolated from a brackish lake, Lake Sanaru, in Hamamatsu, Japan.","296932","bioproject_id"
1300914,"Mucilaginibacter sp. PAMC 26640",5618021,4758,"Isolated from the lichen Stereocaulon sp., collected in Ny-Alesund, Svalbard, Arctic (78 deg 55 min N, 11 deg 56 min E).","314933","bioproject_id"
1690483,"Bacteroidetes bacterium",3236529,2598,NA,"312233","bioproject_id"
376,"Bradyrhizobium sp. BF49",7547693,7380,NA,"321395","bioproject_id"
1690484,"Hyphomonadaceae bacterium UKL13-1",3501508,2934,NA,"312233","bioproject_id"
1182568,"Deinococcus puniceus",2971983,2617,NA,"272727","bioproject_id"
84292,"Microbacterium chocolatum",3168630,2884,NA,"321797","bioproject_id"
188932,"Pedobacter cryoconitis",5950539,4922,"Isolated from a soil sample collected in King George Island, Antarctica (62 deg 14 min 11 sec S, 58 deg 43 min 04 sec W).","312429","bioproject_id"
1690485,"Betaproteobacteria bacterium UKL13-2",3387087,2772,NA,"312233","bioproject_id"
83263,"Aminobacter aminovorans",6890726,6613,NA,"316647","bioproject_id"
1809055,"Acinetobacter sp. DUT-2",4072672,3374,NA,"313514","bioproject_id"
1632864,"Planctomyces sp. SH-PL14",8442773,6521,NA,"277747","bioproject_id"
28091,"Neisseria weaveri",2188497,1981,NA,"251923","bioproject_id"
1354275,"Mycobacterium vaccae",6235754,5722,NA,"210723","bioproject_id"
1086726,"Francisella persica",1516676,1070,NA,"287166","bioproject_id"
1630693,"Gemmata sp. SH-PL17",9045424,7704,NA,"277747","bioproject_id"
1230341,"Salimicrobium jeotgali",2776927,2695,NA,"282544","bioproject_id"
1632865,"Pirellula sp. SH-Sr6A",6534136,5328,NA,"277747","bioproject_id"
1609559,"Pyrococcus kukulkanii",1977126,1997,NA,"274214","bioproject_id"
1549855,"Haematospirillum jordaniae",2467625,2169,NA,"310863","bioproject_id"
1265309,"Ruegeria mobilis",4830028,4477,NA,"196123","bioproject_id"
1823759,"Desulfuromonas sp. DDH964",3924652,3574,NA,"316855","bioproject_id"
241244,"Rummeliibacillus stabekisii",3420739,3244,NA,"304612","bioproject_id"
1490052,"Anoxybacillus sp. B2M1",3819480,3666,NA,"314078","bioproject_id"
69,"Lysobacter enzymogenes C3",6157384,5529,NA,"298404","bioproject_id"
267128,"Sphingopyxis granuli",4679853,4178,NA,"283604","bioproject_id"
941322,"Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)",5249449,5100,NA,"61443","bioproject_id"
1442136,"Ectothiorhodospira sp. BSL-9",3550080,2963,"Isolated from Big Soda Lake, an arsenic-rich, hypersaline (26 to 88 g/liter total dissolved solids), alkaline (pH 9.7) lake located in Nevada (39 deg 31 min N 118 deg 52 min W).","232800","bioproject_id"
588932,"Brevundimonas naejangsanensis",2971535,2754,NA,"242372","bioproject_id"
1484116,"Hymenobacter sp. PAMC 26554",5451254,4478,"Isolated from the lichen Usnea sp., collected from Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).","314934","bioproject_id"
1300342,"Dokdonella koreensis",4446619,3775,NA,"191951","bioproject_id"
703,"Plesiomonas shigelloides",3405979,2910,NA,"251923","bioproject_id"
676,"Vibrio fluvialis",4827724,4303,NA,"231221","bioproject_id"
669,"Vibrio harveyi",6038881,5249,NA,"231221","bioproject_id"
674,"Vibrio mimicus",4438689,3876,NA,"231221","bioproject_id"
79604,"Denitrobacterium detoxificans",2446250,1762,NA,"283216","bioproject_id"
407020,"Sphingobium sp. MI1205",4619375,4570,"Isolated from HCH-contaminated soil in Miyagi prefecture, Japan.","196450","bioproject_id"
1300344,"Isoptericola dokdonensis",3826972,3403,NA,"191953","bioproject_id"
294671,"Methanobrevibacter olleyae",2201192,1834,NA,"49591","bioproject_id"
1699622,"Psychrobacter sp. P2G3",3366617,2623,NA,"292374","bioproject_id"
1335048,"Defluviimonas alba",4987611,5077,"Isolated from the oil-production water in Xinjiang Oilfield, China.","291966","bioproject_id"
33888,"Rathayibacter tritici",3354681,2866,NA,"319877","bioproject_id"
1463165,"Klebsiella quasipneumoniae",5513862,5205,NA,"307517","bioproject_id"
1813821,"Shigella sp. PAMC 28760",4558287,4287,NA,"315032","bioproject_id"
1632,"Lactobacillus oris",3235996,2868,NA,"312001","bioproject_id"
1492898,"Flavisolibacter sp. LCS9",5940863,4598,NA,"272876","bioproject_id"
252514,"Microbulbifer thermotolerans",3938396,3145,NA,"315367","bioproject_id"
1855912,"Luteitalea pratensis",7480314,6200,"Isolated from grassland soil in the German Biodiversity Exploratories.","314952","bioproject_id"
1827469,"Brevundimonas sp. GW460-12-10-14-LB2",3263775,3139,NA,"317678","bioproject_id"
1727196,"Methylomonas sp. DH-1",5127407,4385,NA,"312260","bioproject_id"
294699,"Anoxybacillus amylolyticus",3158269,3236,NA,"315823","bioproject_id"
1821621,"Marinobacterium sp. ST58-10",5191608,4413,NA,"320435","bioproject_id"
1340425,"Geobacter anodireducens",3666014,2802,"Originally isolated from a microbial fuel cell reactor in the United States.","315482","bioproject_id"
61646,"Lelliottia amnigena",4616122,4207,NA,"321610","bioproject_id"
1636152,"Planctomyces sp. SH-PL62",6784659,5274,NA,"277747","bioproject_id"
1658665,"Mitsuaria sp. 7",6085092,4778,NA,"284647","bioproject_id"
287094,"Alteromonas addita",4649146,3855,NA,"307085","bioproject_id"
1716143,"Pseudodesulfovibrio indicus",3966573,3461,NA,"309781","bioproject_id"
1692238,"Enterobacter sp. FY-07",5138701,4940,"Isolated from a Jilin Oilfield.","291313","bioproject_id"
1850526,"Arachidicoccus sp. BS20",3492500,2971,NA,"322235","bioproject_id"
1616788,"Paenibacillus bovis",5354277,4387,NA,"299093","bioproject_id"
