"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
354352,"scientific name","Pseudochrobactrum saccharolyticum","CCUG 33852","obligate aerobe",NA,"acetate, alanine, alanine, aspartic acid (aspartate), histidine, N-acetylgulcosamine, proline, serine, trehalose","no","rod","non-motile",7,27.5,NA,NA,2,NA,"other, industrial glue","doi.org/10.1099/ijs.0.64256-0","doi"
908846,"scientific name","Pseudoclavibacter caeni","MJ28","obligate aerobe",NA,"arabinose, malate, malonic acid (malonate)","no","rod","non-motile",7.25,30,0.2,0.3,0.3,0.7,"wastewater","doi.org/10.1099/ijs.0.028951-0","doi"
587635,"scientific name","Pseudoclavibacter chungangensis","CAU 59","obligate aerobe",NA,"fructose, glycerol, mannitol, raffinose, sucrose","no","rod","non-motile",7,30,0.1,0.2,1.3,1.7,"other, activated sludge","doi.org/10.1099/ijs.0.015552-0","doi"
587635,"scientific name","Pseudoclavibacter chungangensis","CAU 59","obligate aerobe",NA,"5-ketoguconate, fructose, glycerol, mannitol, raffinose, xylose","no","rod",NA,7,30,0.1,0.2,1.3,1.7,"other, activated sludge","doi.org/10.1099/ijs.0.015552-0","doi"
587635,"scientific name","Pseudoclavibacter chungangensis","CAU 59","obligate aerobe",NA,"fructose, glycerol, mannitol, raffinose, sucrose","no","rod",NA,7,30,0.15,NA,1.5,NA,"other, sludge","doi.org/10.1099/ijs.0.015552-0","doi"
255205,"scientific name","Pseudoclavibacter helvolus","DSM 20419T","obligate aerobe",NA,"2,3-butanediol, alanine, alanine, fructose, glucose, glutamic acid, glycerol, inosine, lactose, maltose, mannitol, methyl pyruvate, N-acetylgulcosamine, pyruvic acid (pyruvate), raffinose, sucrose, thymidine, Tween 80, uridine","no","rod","non-motile",NA,29,0.45,NA,1,NA,"other, butter","doi.org/10.1099/ijs.0.02851-0","doi"
452623,"scientific name","Pseudoclavibacter soli","KP02T","obligate aerobe",NA,NA,NA,"rod","non-motile",NA,30,0.25,NA,0.4,NA,"other, ginseng field","doi.org/10.1099/ijs.0.65627-0","doi"
1123758,"scientific name","Pseudofulvibacter geojedonensis","YCS-9","obligate aerobe",NA,NA,"no","rod","non-motile",7.5,25,0.45,NA,2.9,NA,"seawater","doi.org/10.1099/ijs.0.043513-0","doi"
634155,"scientific name","Pseudofulvimonas gallinarii","Sa15","obligate aerobe",NA,"3-hydroxybutyrate, arabinose, cellobiose, fructose, galactose","no","rod","non-motile",7.2,27.5,NA,NA,2,NA,"other, from air in duck barn","doi.org/10.1099/ijs.0.014548-0","doi"
634155,"scientific name","Pseudofulvimonas gallinarii","Sa15","obligate aerobe",NA,"3-hydroxybutyrate, arabinose, cellobiose, fructose, galactose","no","rod","non-motile",NA,NA,NA,NA,2,NA,"other, air in a duck barn","doi.org/10.1099/ijs.0.014548-0","doi"
1037320,"scientific name","Pseudogulbenkiania gefcensis","yH16","obligate aerobe","nitrate_reduction","3-hydroxybutyrate, alanine, alanine, asparagine, aspartic acid (aspartate), dextrin, fructose, glutamic acid, glycogen, histidine, hyroxl-proline, lactate, ornithine, phenylalanine, proline, quinic acid, succinic acid (succinate), Tween 80, urocanic acid","no","rod","flagella",6,32,0.4,NA,0.7,NA,"soil","doi.org/10.1099/ijs.0.040873-0","doi"
451637,"scientific name","Pseudogulbenkiania subflava","BP-5","obligate aerobe",NA,"alanine, alanine, asparagine, aspartic acid (aspartate), formic acid, gluconic acid, glutamic acid, histidine, lactate, leucine, maltose, ornithine, proline, pyruvic acid methyl ester, succinic acid (succinate), sucrose, trehalose","no","rod","flagella",NA,30,0.2,0.5,1,1.6,"other, cold spring","doi.org/10.1099/ijs.0.65755-0","doi"
219572,"scientific name","Pseudomonas antarctica","CMS35T","obligate aerobe","nitrate_reduction","acetate, adonitol, alanine, alanine, arginine, citric acide (citrate), fructose, galactose, glucose, glutamic acid, glycerol, lactate, mannitol, mannose, myo-inositol, pyruvic acid (pyruvate), ribose, serine, sorbitol, trehalose, tryptophan",NA,"rod","flagella",7,22,NA,NA,NA,NA,"freshwater","doi.org/10.1099/ijs.0.02827-0","doi"
289370,"scientific name","Pseudomonas argentinensis","CH01T","obligate aerobe","nitrate_reduction","2-ketogluconate, arabinose, arabitol, caprate, citric acide (citrate), fructose, fucose, galactose, glucose, glycerol, malate, mannitol, mannose, melibiose, ribose, trehalose, xylose","no","rod","flagella",NA,25,0.6,NA,1.6,NA,"soil","doi.org/10.1099/ijs.0.63445-0","doi"
291995,"scientific name","Pseudomonas azotifigens","6H33bT","microaerophile",NA,"acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabitol, asparagine, aspartic acid (aspartate), citric acide (citrate), formic acid, gluconic acid, glutamic acid, glycogen, hyroxl-proline, itaconate, lactate, leucine, mannitol, methyl pyruvate, proline, propionic acid (propionate), serine, succinic acid (succinate), threonine, Tween 40, Tween 80",NA,"rod","motile, but unspecified structure",7.95,34.5,0.5,NA,3.5,NA,"plant endophyte","doi.org/10.1099/ijs.0.63586-0","doi"
674054,"scientific name","Pseudomonas baetica","a390","obligate aerobe",NA,"3-hydroxybutyrate, acetate, alanine, arabinose, arabitol, asparagine, aspartic acid (aspartate), citric acide (citrate), fructose, galactonic acid, galactose, gluconic acid, glucose, glutamic acid, glycerol, inosine, lactate, leucine, malonic acid (malonate), mannitol, mannose, methyl pyruvate, N-acetylgulcosamine, proline, propionic acid (propionate), quinic acid, serine, succinic acid (succinate), Tween 40, Tween 80, uridine",NA,"rod","motile, but unspecified structure",NA,NA,NA,NA,NA,NA,"other, diseased fish","doi.org/10.1099/ijs.0.030601-0","doi"
289003,"scientific name","Pseudomonas borbori","LMG 23199","obligate aerobe",NA,"gluconic acid, glucose, maltose","no","rod","motile, but unspecified structure",7,25,1,NA,2,3,"other, nitrifying inoculum","doi.org/10.1099/ijs.0.64224-0","doi"
521720,"scientific name","Pseudomonas caeni","HY-14T","anaerobic","nitrate_reduction","caprate, malate","no","rod","flagella",7.5,30,0.55,NA,1.5,NA,"bioreactor","doi.org/10.1099/ijs.0.005108-0","doi"
543360,"scientific name","Pseudomonas cuatrocienegasensis","1NT",NA,NA,"caprate, citric acide (citrate), fucose, rhamnose, xylose","no","rod","flagella",NA,30,0.53,NA,1.2,NA,"other, evaporative lagoon","doi.org/10.1099/ijs.0.006189-0","doi"
366289,"scientific name","Pseudomonas delhiensis","RLD-1T","obligate aerobe","nitrate_reduction","adonitol, arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycerol, lactose, mannitol, ribose, sorbitol, sucrose, trehalose, Tween 80, xylose","no","rod","flagella",NA,37,0.5,NA,1.5,NA,"other, fly ash","doi.org/10.1099/ijs.0.64456-0","doi"
459528,"scientific name","Pseudomonas duriflava","HR2","obligate aerobe",NA,"arabinose, cellobiose, galactose, melibiose, ribose","no","rod","non-motile",7.5,33.5,0.7,NA,0.9,NA,"soil","doi.org/10.1099/ijs.0.65716-0","doi"
1002526,"scientific name","Pseudomonas formosensis","CC-CY503","anaerobic",NA,"acetate, adipate, alanine, alaninamide, alanine, caprate, malate, propionic acid (propionate), pyruvic acid methyl ester, succinic acid (succinate), Tween 40, Tween 80",NA,"rod","flagella",NA,NA,0.8,NA,1.7,NA,"food product","doi.org/10.1099/ijs.0.049452-0","doi"
1245526,"scientific name","Pseudomonas guangdongensis","SgZ-6","facultative anaerobe",NA,"3-hydroxybutyrate, acetate, alanine, alanine, glycogen, lactate, malate, phenylacetate, proline, propionic acid (propionate), valerate","no","rod","flagella",7,30,0.45,NA,1.6,NA,"other, electroactive biofilm","doi.org/10.1099/ijs.0.054676-0","doi"
1288410,"scientific name","Pseudomonas guariconensis","PCAVU11","obligate aerobe",NA,"2-aminethanol, alanine, alanine, arabinose, asparagine, aspartic acid (aspartate), carnitine, citric acide (citrate), gluconic acid, glucose, glutamic acid, glycerol, histidine, inosine, lactate, methyl pyruvate, proline, propionic acid (propionate), putrescine, quinic acid, serine, succinic acid (succinate), Tween 40, Tween 80, urocanic acid","no","rod","flagella",NA,NA,0.85,NA,2.5,NA,"soil","doi.org/10.1099/ijs.0.051193-0","doi"
1198456,"scientific name","Pseudomonas guguanensis","CC-G9A","obligate aerobe",NA,"acetate, alanine, alanine, citric acide (citrate), dextrin, formic acid, fructose, galactose, galcturonic acid, gluconic acid, glucuronamide, glucosamine, glucose, glycerol, glycogen, lactate, maltose, melibiose, pyruvic acid methyl ester, Tween 40, Tween 80",NA,"rod","flagella",NA,NA,0.8,NA,2.35,NA,"hotspring","doi.org/10.1099/ijs.0.047712-0","doi"
425504,"scientific name","Pseudomonas guineae","M8T","obligate aerobe",NA,"caprate, citric acide (citrate), malate","no","rod","flagella",NA,13,0.45,NA,1.75,NA,"soil","doi.org/10.1099/ijs.0.65141-0","doi"
65741,"scientific name","Pseudomonas knackmussii","B13T",NA,NA,"3-hydroxybutyrate, 4-hydroxbenzoate, adipate, alanine, alanine, aspartic acid (aspartate), citric acide (citrate), fructose, gluconic acid, glucose, histidine, itaconate, lactate, leucine, malate, ornithine, phenylacetate, proline, putrescine, pyruvic acid (pyruvate), suberic acid",NA,"rod","flagella",7.2,30.5,NA,NA,NA,NA,"wastewater","doi.org/10.1099/ijs.0.64761-0","doi"
797277,"scientific name","Pseudomonas litoralis","2SM5","obligate aerobe",NA,"acetate, alanine, glutamic acid, lactate, malate, propionic acid (propionate), pyruvic acid (pyruvate), succinic acid (succinate), Tween 80",NA,"rod","flagella",NA,NA,0.5,0.9,0.8,1.9,"seawater","doi.org/10.1099/ijs.0.029447-0","doi"
244566,"scientific name","Pseudomonas lurida","P513/18T",NA,NA,"2-aminethanol, acetate, adonitol, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabinose, arabitol, asparagine, aspartic acid (aspartate), citric acide (citrate), formic acid, fructose, galactose, galcturonic acid, gelatin, gluconic acid, glucuronamide, glucose, glutamic acid, glycerol, histidine, hyroxl-proline, inosine, itaconate, lactate, leucine, malonic acid (malonate), mannitol, mannose, methyl pyruvate, myo-inositol, N-acetylgulcosamine, ornithine, proline, propionic acid (propionate), putrescine, rhamnose, serine, sorbitol, succinic acid (succinate), threonine, trehalose, Tween 60, urocanic acid, xylose","no","rod","flagella",NA,21,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.64793-0","doi"
243924,"scientific name","Pseudomonas lutea","OK2T","obligate aerobe",NA,"2-ketogluconate, adonitol, arabinose, arabitol, caprate, citric acide (citrate), fructose, fucose, galactose, gluconic acid, glucose, glycerol, malate, mannitol, mannose, melibiose, ribose, xylitol, xylose","yes","rod","motile, but unspecified structure",NA,25,0.75,NA,1.4,NA,"soil","doi.org/10.1099/ijs.0.02966-0","doi"
437900,"scientific name","Pseudomonas marincola","KMM 3042","obligate aerobe",NA,"3-hydroxybutyrate, 4-hydroxbenzoate, alanine, alanine, caprate, itaconate, lactate, proline, propionic acid (propionate), trisodium citrate",NA,"rod","motile, but unspecified structure",7.5,26.5,0.5,NA,2.15,NA,"other, brittle star","doi.org/10.1099/ijs.0.65406-0","doi"
219573,"scientific name","Pseudomonas meridiana","CMS38T","obligate aerobe","nitrate_reduction","acetate, adonitol, alanine, alanine, arabinose, arginine, citric acide (citrate), fructose, galactose, glucose, glutamic acid, glycerol, lactate, mannitol, mannose, myo-inositol, pyruvic acid (pyruvate), ribose, serine, sorbitol, trehalose, tryptophan",NA,"rod","flagella",7,22,NA,NA,NA,NA,"freshwater","doi.org/10.1099/ijs.0.02827-0","doi"
395600,"scientific name","Pseudomonas mohnii","IpA-2T",NA,NA,"alanine, alanine, arabinose, asparagine, aspartic acid (aspartate), carnitine, formic acid, galactose, gamma-aminobutyric acid, gluconic acid, glucose, glutamic acid, glycerol, hyroxl-proline, lactate, malonic acid (malonate), mannitol, mannose, methyl pyruvate, phenethylamine, proline, propionic acid (propionate), putrescine, quinic acid, serine, succinic acid (succinate), urocanic acid","no",NA,NA,NA,NA,NA,NA,NA,NA,"wastewater","doi.org/10.1099/ijs.0.64703-0","doi"
395599,"scientific name","Pseudomonas moorei","RW10T","obligate aerobe",NA,"2-aminethanol, alanine, alanine, arabinose, asparagine, aspartic acid (aspartate), carnitine, citric acide (citrate), galactose, galcturonic acid, gamma-aminobutyric acid, glucose, glutamic acid, glycerol, histidine, hyroxl-proline, lactate, mannitol, methyl pyruvate, proline, putrescine, quinic acid, serine, succinic acid (succinate), urocanic acid","no",NA,NA,NA,NA,NA,NA,NA,NA,"freshwater sediment","doi.org/10.1099/ijs.0.64703-0","doi"
319939,"scientific name","Pseudomonas otitidis","MCC10330","obligate aerobe",NA,"acetate, alanine, alanine, arginine, asparagine, aspartic acid (aspartate), citric acide (citrate), formic acid, glucose, glutamic acid, glycogen, histidine, lactate, leucine, ornithine, proline, propionic acid (propionate), serine, succinic acid (succinate)","no","rod","motile, but unspecified structure",7,30,NA,NA,NA,NA,"other, clinical specimens of infected human ears","doi.org/10.1099/ijs.0.63753-0","doi"
254161,"scientific name","Pseudomonas pachastrellae","KMM330T","obligate aerobe",NA,"citric acide (citrate), lactate, Tween 40",NA,"rod","flagella",NA,24,0.45,NA,1.5,NA,"other, marine sponge","doi.org/10.1099/ijs.0.63176-0","doi"
307251,"scientific name","Pseudomonas panacis","CG20106T","obligate aerobe","nitrate_reduction","alanine, alaninamide, alanine, arabinose, arabitol, asparagine, aspartic acid (aspartate), caprate, carnitine, citric acide (citrate), fructose, galactose, gluconic acid, glucose, glutamic acid, glycerol, histidine, inosine, lactate, leucine, malate, malonic acid (malonate), mannitol, mannose, melibiose, methyl pyruvate, ornithine, propionic acid (propionate), serine, sorbitol, succinic acid (succinate), sucrose, trehalose, uridine, urocanic acid","no","rod","flagella",NA,19.5,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.63592-0","doi"
428992,"scientific name","Pseudomonas panipatensis","Esp-1","obligate aerobe","nitrate_reduction","arabinose, fructose, galactose, glucose","no","rod","flagella",NA,NA,1.1,NA,3.15,NA,"soil","doi.org/10.1099/ijs.0.65401-0","doi"
553151,"scientific name","Pseudomonas pelagia","CL-AP6T","obligate aerobe","nitrate_reduction","glucose, leucine, pyruvic acid (pyruvate), Tween 20, Tween 40, Tween 60","no","rod","flagella",7.8,25,0.45,NA,1.9,NA,"other, green alga from antarctic","doi.org/10.1099/ijs.0.008102-0","doi"
592361,"scientific name","Pseudomonas peli","LMG 23201","obligate aerobe",NA,"malate","no","rod","motile, but unspecified structure",7,33.5,1,NA,2,3,"other, nitrifying inoculum","doi.org/10.1099/ijs.0.64224-0","doi"
219574,"scientific name","Pseudomonas proteolytica","CMS64T","obligate aerobe","nitrate_reduction","acetate, adonitol, alanine, alanine, arginine, citric acide (citrate), fructose, galactose, gelatin, glucose, glutamic acid, glycerol, lactate, mannitol, mannose, myo-inositol, phenylalanine, pyruvic acid (pyruvate), ribose, serine, sorbitol, trehalose, tryptophan",NA,"rod","flagella",7,33,NA,NA,NA,NA,"freshwater","doi.org/10.1099/ijs.0.02827-0","doi"
237610,"scientific name","Pseudomonas psychrotolerans","C36T","obligate aerobe",NA,"acetate, arabinose, aspartic acid (aspartate), citric acide (citrate), fructose, galactose, gluconic acid, histidine, inosine, itaconate, leucine, maltose, mannitol, mannose, propionic acid (propionate), rhamnose, ribose, sorbitol, trehalose, xylose","no","rod",NA,NA,20.5,0.5,0.7,1.5,1.8,"other, animal associated","doi.org/10.1099/ijs.0.03024-0","doi"
1220495,"scientific name","Pseudomonas punonensis","LMT03","obligate aerobe",NA,"3-hydroxybenzoate, 3-hydroxybenzoate, acetate, alanine, alanine, arabinose, caprate, citric acide (citrate), fructose, galactose, gluconic acid, glucose, glycerol, lactate, malate, malonic acid (malonate), mannitol, mannose, proline, propionic acid (propionate), ribose, serine, sucrose, valerate","no","rod","flagella",NA,NA,0.45,NA,1.25,NA,"plant associated","doi.org/10.1099/ijs.0.042119-0","doi"
395598,"scientific name","Pseudomonas reinekei","MT1T","obligate aerobe",NA,"2-aminethanol, acetate, alanine, alaninamide, alanine, arabinose, arabitol, asparagine, aspartic acid (aspartate), carnitine, citric acide (citrate), formic acid, galactose, galcturonic acid, gluconic acid, glucose, glutamic acid, glycerol, lactate, malonic acid (malonate), methyl pyruvate, phenethylamine, proline, propionic acid (propionate), quinic acid, serine, succinic acid (succinate), urocanic acid","no",NA,NA,NA,NA,NA,NA,NA,NA,"freshwater sediment","doi.org/10.1099/ijs.0.64703-0","doi"
472181,"scientific name","Pseudomonas sabulinigri","J64T","obligate aerobe",NA,"3-hydroxybutyrate, adipate, asparagine, citric acide (citrate), lactate, methyl pyruvate, proline, propionic acid (propionate)",NA,"rod","flagella",NA,NA,0.85,NA,1.75,NA,"other, black sand","doi.org/10.1099/ijs.0.65866-0","doi"
1135990,"scientific name","Pseudomonas sagittaria","CC-OPY-1","obligate aerobe",NA,"adonitol, arabinose, arabitol, maltose, mannose, rhamnose, sucrose, trehalose",NA,"rod","flagella",7,30,0.6,NA,1.75,NA,"soil","doi.org/10.1099/ijs.0.045567-0","doi"
574962,"scientific name","Pseudomonas taeanensis","MS-3","obligate aerobe","nitrate_reduction","citric acide (citrate), gluconic acid, glucose, glycerol, mannitol",NA,"rod","motile, but unspecified structure",7.25,26.5,0.8,1,1.8,2.5,"other, crude oil-contaminated seashore","doi.org/10.1099/ijs.0.018093-0","doi"
470150,"scientific name","Pseudomonas taiwanensis","CMS","obligate aerobe",NA,"caprate, gluconic acid, malate, phenylacetate","no","rod","flagella",NA,33.5,0.7,1,1,2.2,"soil","doi.org/10.1099/ijs.0.014779-0","doi"
706570,"synonym","Pseudomonas tuomuerensis","78-123T","obligate aerobe","nitrate_reduction","acetate, arabinose, pyruvic acid methyl ester, succinic acid (succinate), Tween 40, Tween 80",NA,"rod","flagella",NA,NA,NA,NA,NA,NA,"other, bird's nest","doi.org/10.1099/ijs.0.000547-0","doi"
157792,"scientific name","Pseudomonas xiamenensis","C10-2","obligate aerobe",NA,"acetate, alanine, alanine, arabinose, citric acide (citrate), glycogen, lactate, proline, propionic acid (propionate), serine, succinic acid (succinate), Tween 40, Tween 80","no","rod","flagella",NA,27.5,0.6,0.8,1.1,1.3,"other, activated sludge sample","doi.org/10.1099/ijs.0.65459-0","doi"
487184,"scientific name","Pseudomonas xinjiangensis","S3-3T","obligate aerobe","nitrate_reduction","adipate, pyruvic acid methyl ester, Tween 40, Tween 80","no","rod","flagella",8,37,0.65,NA,1.35,NA,"other, desert sand","doi.org/10.1099/ijs.0.001420-0","doi"
1076620,"scientific name","Pseudomonas zeshuii","BY-1",NA,"nitrate_reduction","3-hydroxybutyrate, 4-hydroxbenzoate, alaninamide, alanine, alpha-ketovaleric acid, arabinose, asparagine, aspartic acid (aspartate), citric acide (citrate), formic acid, fucose, galcturonic acid, gluconic acid, glucose, glutamic acid, glycerol, malonic acid (malonate), maltose, mannitol, methyl pyruvate, proline, quinic acid, rhamnose, serine, succinic acid (succinate), trehalose","no","rod","non-motile",7,32.5,0.7,NA,3,NA,"soil","doi.org/10.1099/ijs.0.037796-0","doi"
551276,"scientific name","Pseudonocardia acaciae","GMKU095T","obligate aerobe","nitrate_reduction","adonitol, arabinose, fructose, glucose, glycerol, mannitol, mannose, myo-inositol, rhamnose, ribose, xylose","yes",NA,"non-motile",6.5,37,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.007724-0","doi"
648754,"scientific name","Pseudonocardia adelaidensis","EUM 221","obligate aerobe",NA,"galactose, mannose, melibiose, raffinose, rhamnose, sorbitol, sucrose, trehalose, xylose","yes","rod","non-motile",NA,26,0.5,NA,1,NA,"other, surface-sterilized stem of grey box tree","doi.org/10.1099/ijs.0.019208-0","doi"
367279,"scientific name","Pseudonocardia ailaonensis","YIM 45505","obligate aerobe","nitrate_reduction","arabinose, galactose, glucose, ribose","yes","rod","non-motile",NA,28,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65721-0","doi"
260086,"scientific name","Pseudonocardia ammonioxydans","H9","obligate aerobe","nitrate_reduction","adonitol, arabinose, galactose, maltose, mannose","yes","rod",NA,7,NA,NA,NA,NA,NA,"other, coastal sediment","doi.org/10.1099/ijs.0.63878-0","doi"
1070982,"scientific name","Pseudonocardia antitumoralis","SCSIO 01299","obligate aerobe",NA,"citric acide (citrate), inosine, lactose, mannitol, mannose, raffinose, rhamnose, ribose, sorbitol, sucrose, xylitol","yes","rod",NA,7.5,28,0.45,NA,1.9,NA,"marine sediment","doi.org/10.1099/ijs.0.037135-0","doi"
699434,"scientific name","Pseudonocardia artemisiae","YIM 63587T","obligate aerobe",NA,"alanine, alanine, arginine, asparagine, cellobiose, fructose, galactose, lactose, maltose, mannitol, mannose, myo-inositol, phenylalanine, rhamnose, serine","no",NA,"non-motile",7,24,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.021931-0","doi"
663386,"scientific name","Pseudonocardia babensis","VN05A0561","obligate aerobe",NA,"arabinose, arabitol, cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, melibiose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylitol, xylose","yes","rod","non-motile",7,28,0.3,0.5,1,2,"other, plant litter","doi.org/10.1099/ijs.0.018127-0","doi"
228005,"scientific name","Pseudonocardia benzenivorans","B5T","obligate aerobe",NA,"4-hydroxbenzoate, itaconate, lactate, mannose, phenylalanine, ribose, serine, trehalose, xylose","no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, lab culture","doi.org/10.1099/is.0.02825-0","doi"
415010,"scientific name","Pseudonocardia carboxydivorans","Y8","obligate aerobe",NA,"N-acetylgulcosamine","yes","rod","non-motile",7,25,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65765-0","doi"
191630,"scientific name","Pseudonocardia chloroethenivorans","SL-1T","obligate aerobe",NA,"arabinose, cellobiose, fructose, glucose, lactose, maltose, mannitol, rhamnose, salicin, trehalose, xylose","yes",NA,"non-motile",NA,NA,NA,NA,NA,NA,"built environment","doi.org/10.1099/ijs.0.02488-0","doi"
240495,"scientific name","Pseudonocardia dioxanivorans","CB1190T","obligate aerobe",NA,"alaninamide, cellobiose, fructose, galactose, gluconic acid, mannitol, putrescine, rhamnose, ribose, salicin, succinic acid (succinate), trehalose, xylitol, xylose",NA,"rod","non-motile",NA,30,NA,NA,NA,NA,"other, industrial sludge","doi.org/10.1099/ijs.0.63085-0","doi"
401976,"scientific name","Pseudonocardia endophytica","YIM56035T","obligate aerobe",NA,"asparagine, fructose, galactose, glucose, glutamic acid, glycerol, maltose, propionic acid (propionate), ribose, salicin, sorbitol, sucrose, trehalose","yes",NA,NA,7,26,NA,NA,NA,NA,"plant endophyte","doi.org/10.1099/ijs.0.64740-0","doi"
570936,"scientific name","Pseudonocardia parietis","04-St-002T",NA,NA,"fructose, galactose, maltose, mannitol, mannose, N-acetylgulcosamine, sorbitol, sucrose, trehalose, Tween 80","no","rod",NA,NA,28,NA,NA,NA,NA,"other, indoor environment colonized with moulds","doi.org/10.1099/ijs.0.009993-0","doi"
102884,"scientific name","Pseudonocardia tetrahydrofuranoxydans","K1","obligate aerobe",NA,"3-hydroxybenzoate, 3-hydroxybenzoate, 4-hydroxbenzoate, lactate, malate, mannose, ribose, serine, sucrose, trehalose, xylose","no","rod","non-motile",7,27.5,1.3,NA,NA,NA,"wastewater, enrichment culture containg thf","doi.org/10.1099/ijs.0.64199-0","doi"
681289,"scientific name","Pseudonocardia tropica","YIM 61452","obligate aerobe","nitrate_reduction","cellobiose, fructose, glucose, maltose, mannitol, sucrose, xylose","yes","rod","non-motile",7,28,NA,NA,NA,NA,"plant associated,  stem of maytenus austroyunnanensis","doi.org/10.1099/ijs.0.020099-0","doi"
630995,"scientific name","Pseudonocardia xishanensis","YIM 63638","obligate aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, myo-inositol, rhamnose, sorbitol, sucrose, xylose",NA,NA,"non-motile",6.5,28.5,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.037028-0","doi"
1077947,"scientific name","Pseudorhodobacter antarcticus","ZS3-33","obligate aerobe","nitrate_reduction","acetate, glucose",NA,"rod","non-motile",7.5,15,0.65,NA,1.75,NA,"marine sediment","doi.org/10.1099/ijs.0.042184-0","doi"
687412,"scientific name","Pseudorhodobacter aquimaris","HDW-19","obligate aerobe",NA,"acetate, citric acide (citrate), malate, mannitol, myo-inositol, sorbitol, succinic acid (succinate)",NA,"ovoid/coccobacillus","flagella",7.5,30,0.5,1,1,2,"seawater","doi.org/10.1099/ijs.0.029769-0","doi"
1120568,"scientific name","Pseudorhodobacter wandonensis","WT-MW11","obligate aerobe",NA,"pyruvic acid (pyruvate)",NA,"rod","non-motile",7.5,25,0.55,NA,1.5,NA,"plant associated","doi.org/10.1099/ijs.0.042879-0","doi"
747304,"scientific name","Pseudorhodoferax aquiterrae","NAFc-7","obligate aerobe","nitrate_reduction","acetate, adipate, arabinose, arabitol, asparagine, aspartic acid (aspartate), fructose, galcturonic acid, gluconic acid, glucuronamide, glutamic acid, lactate, leucine, malate, maltose, mannitol, phenylalanine, propionic acid (propionate), pyruvic acid methyl ester, quinic acid, succinic acid (succinate), Tween 20, Tween 40, Tween 60, Tween 80","no","rod","flagella",6.5,30,0.75,NA,1.5,NA,"freshwater","doi.org/10.1099/ijs.0.039842-0","doi"
255042,"scientific name","Pseudorhodoferax caeni","SB1T ","obligate aerobe",NA,"acetate, citric acide (citrate), fructose, gluconic acid, malate, mannitol, propionic acid (propionate), succinic acid (succinate)",NA,"rod","flagella",NA,30,0.95,NA,2.4,NA,"soil","doi.org/10.1099/ijs.0.006791-0","doi"
545864,"scientific name","Pseudorhodoferax soli","TBEA3T","obligate aerobe",NA,"acetate, adipate, arabinose, fructose, gluconic acid, malate, mannitol, propionic acid (propionate), succinic acid (succinate)",NA,"rod","flagella",NA,30,0.85,NA,1.95,NA,"soil","doi.org/10.1099/ijs.0.006791-0","doi"
393663,"scientific name","Pseudoruegeria aquimaris","SW-255T","obligate aerobe",NA,"acetate, arabinose, cellobiose, citric acide (citrate), fructose, galactose, glucose, maltose, mannitol, mannose, myo-inositol, pyruvic acid (pyruvate), salicin, succinic acid (succinate), sucrose, trehalose, xylose",NA,"rod","non-motile",7.5,37,0.55,NA,4.5,NA,"seawater","doi.org/10.1099/ijs.0.64594-0","doi"
1280846,"scientific name","Pseudoruegeria haliotis","WM67","obligate aerobe","nitrate_reduction","alanine, alaninamide, alanine, asparagine, cellobiose, dextrin, fructose, galactose, glucose, glutamic acid, glycerol, inosine, lactate, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, pyruvic acid methyl ester, serine, succinic acid (succinate), sucrose, trehalose, uridine",NA,"rod","non-motile",7.5,30,0.65,NA,2.8,NA,"other, intestinal tract of an abalone","doi.org/10.1099/ijs.0.053892-0","doi"
571298,"scientific name","Pseudoruegeria lutimaris","HD-43","anaerobic",NA,"formic acid",NA,"rod","non-motile",NA,30,0.4,0.6,1,8,"other, tidal flat sediment","doi.org/10.1099/ijs.0.015073-0","doi"
571298,"scientific name","Pseudoruegeria lutimaris","HD-43","anaerobic",NA,"formic acid",NA,"rod","non-motile",7.5,NA,0.5,NA,4.5,NA,"marine sediment","doi.org/10.1099/ijs.0.015073-0","doi"
407022,"scientific name","Pseudosphingobacterium domesticum","DC-186T ","obligate aerobe","nitrate_reduction","arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, sucrose, trehalose, xylose","no","rod","non-motile",6.75,25.5,0.55,NA,1.35,NA,"other, home made compost","doi.org/10.1099/ijs.0.64950-0","doi"
