microbe_id,kingdom,phylum,class,order,family,genus,species,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,plant_pathogen_citation
6842,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Alpharetrovirus,Y73 sarcoma virus,,,,,,,,,,,,,7.5,,1,,,,,,,
6843,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,Salinibacterium sp PAMC 21357,1,,0,,1,,,,1,,,,,,0,,0,,1,,0,
6844,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus sp Y 400 fl,0,,0,,,,,,,,,,,,,,,,,,,
6845,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum,0,,0,,,,,,,,,,7.5,,,,,,1,,,
6846,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,0,,0,,0,,80.0,,1,,,,8.0,,0,,0,,,,0,
6847,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter oboediens,0,,,,,,,,,,,,5.9,,,,,,,,,
6848,Viruses,Viruses noname,Viruses noname,Viruses noname,Reoviridae,Coltivirus,Eyach virus,,,,,,,,,,,,,,,1,,,,,,,
6849,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales noname,Clostridiales noname,Clostridiales bacterium 1 7 47FAA,,,1,,,,,,,,,,,,0,,,,,,0,
6850,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia sp KTR9,1,,0,,,,,,,,,,,,0,,,,,,0,
6851,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,0,,1,,,,35.0,,0,,,,,,,,,,1,,,
6852,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Rhodobacter phage RC1,,,0,,,,,,0,,,,,,0,,,,,,0,
6853,Viruses,Viruses noname,Viruses noname,Picornavirales,Picornaviridae,Picornaviridae noname,Bat picornavirus 2,,,,,,,,,,,,,,,,,,,,,,
6854,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 9,,,1,,,,,,0,,,,,,1,,,,,,,
6855,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Potexvirus,Nerine virus X,,,,,,,,,,,,,,,,,,,,,1,
6856,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,0,,0,,1,,37.0,,1,,1,,6.0,,1,,0,,2,,,
6857,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Viunalikevirus,Escherichia phage Cba120,,,,,,,,,0,,0,,,,0,,0,,,,0,
6858,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Malvastrum yellow vein Yunnan virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6859,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga,Kosmotoga olearia,0,,0,,0,,65.0,,1,,,,6.8,,0,,0,,,,0,
6860,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Dylan,,,0,,,,,,0,,,,,,0,,,,,,0,
6861,Viruses,Viruses noname,Viruses noname,Picornavirales,Dicistroviridae,Cripavirus,Rhopalosiphum padi virus,,,0,,0,,,,0,,,,,,1,,,,,,1,
6862,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,0,,0,,0,,70.0,,1,,,,7.65,,0,,0,,,,0,
6863,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronorubrum,Natronorubrum bangense,0,,0,,,,,,1,,,,9.25,,0,,,,,,0,
6864,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus alcalophilus,1,,0,,,,40.0,,1,,,,9.75,,,,1,,,,,
6865,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus youngiae,,,0,,,,,,0,,,,7.15,,0,,1,,1,,0,
6866,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Aeromonas phage 44RR2 8t,,,,,,,,,0,,0,,,,0,,0,,,,0,
6867,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Natrialba phage PhiCh1,,,,,,,,,0,,0,,,,0,,0,,,,0,
6868,Viruses,Viruses noname,Viruses noname,Viruses noname,Hepadnaviridae,Orthohepadnavirus,Ground squirrel hepatitis virus,,,0,,,,,,0,,,,,,1,,,,,,0,
6869,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus,,,0,,,,85.0,,1,,,,7.0,,0,,,,1,,0,
6870,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp ORS 375,0,,,,,,,,0,,,,7.2,,0,,0,,1,,0,
6871,Viruses,Viruses noname,Viruses noname,Viruses noname,Luteoviridae,Luteovirus,Barley yellow dwarf virus PAS,,,,,,,,,0,,,,,,,,,,,,1,
6872,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Rhynchosia golden mosaic virus,,,,,,,,,,,,,,,0,,,,,,1,
6873,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Angel,,,,,,,,,0,,0,,,,0,,0,,,,0,
6874,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Faith1,,,0,,,,,,0,,,,,,0,,,,,,0,
6875,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis,0,,0,,0,,,,,,,,,,0,,0,,,,0,
6876,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,,,1,,,,,,0,,,,,,,,0,,2,,0,
6877,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Dumbo,,,0,,,,,,0,,,,,,0,,,,,,0,
6878,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp 3 1 40A,0,,1,,,,32.5,,,,,,,,,,0,,,,,
6879,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Potexvirus,Strawberry mild yellow edge virus,,,,,,,,,,,,,,,,,,,,,1,
6880,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp NIPH 3623,0,,,,,,,,0,,,,,,,,,,,,,
6881,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,T7likevirus,Vibrio phage ICP3,,,,,,,,,0,,0,,,,0,,0,,,,0,
6882,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl Joydebpur virus,,,,,,,,,,,,,,,,,,,,,,
6883,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactobacillus phage phiJL 1,,,,,,,,,0,,0,,,,0,,0,,,,0,
6884,Viruses,Viruses noname,Viruses noname,Picornavirales,Secoviridae,Nepovirus,Tobacco ringspot virus,,,,,,,,,,,,,,,,,,,,,,
6885,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema maltophilum,0,,0,,,,,,1,,,,,,0,,0,,2,,0,
6886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp SE45,0,,,,,,,,,,,,,,,,,,1,,,
6887,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Caulimovirus,Cauliflower mosaic virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6888,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium xenophagum,0,,,,0,,,,0,,0,,,,0,,,,1,,,
6889,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens,0,,,,,,,,1,,,,9.75,,,,,,,,,
6890,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrinema,Natrinema altunense,0,,0,,,,37.0,,1,,,,7.35,,0,,,,,,0,
6891,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Turnip crinkle virus satellite RNA,,,,,,,,,,,,,,,,,,,,,,
6892,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Brachyspiraceae,Brachyspira,Brachyspira hampsonii,0,,0,,1,,37.0,,0,,,,7.0,,1,,0,,2,,0,
6893,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp PAMC 22718,0,,0,,,,30.0,,1,,1,,7.6,,0,,0,,1,,0,
6894,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber melanosporum,,,0,,0,,,,0,,,,,,0,,1,,,,0,
6895,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus otitis,1,,1,,,,,,,,,,,,,,,,2,,,
6896,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira interrogans,0,,1,,1,,28.0,,0,,1,,7.4,,1,,,,2,,1,
6897,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium granulosum,1,,1,,1,,37.0,,0,,1,,,,,,0,,2,,0,
6898,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter felis,0,,,,1,,,,,,,,7.3,,1,,0,,,,,
6899,Viruses,Viruses noname,Viruses noname,Viruses noname,Bunyaviridae,Phlebovirus,Aguacate virus,,,0,,0,,30.0,,,,,,6.4,,1,,,,2,,1,
6900,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Staphylococcus phage PT1028,1,,,,,,,,,,,,,,,,0,,2,,,
6901,Viruses,Viruses noname,Viruses noname,Viruses noname,Bunyaviridae,Phlebovirus,Uukuniemi virus,,,0,,0,,30.0,,,,,,6.4,,1,,,,2,,1,
6902,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp oral taxon 329,0,,1,,,,36.0,,1,,,,,,1,,0,,,,0,
6903,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1,,1,,1,,,,,,,,,,,,0,,2,,,
6904,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces naeslundii,1,,1,,,,37.0,,0,,,,,,0,,0,,2,,0,
6905,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,I3likevirus,Mycobacterium phage Gizmo,,,,,,,,,0,,0,,,,0,,0,,,,0,
6906,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella dasanensis,0,,,,,,9.0,,1,,,,8.0,,,,0,,1,,,
6907,Viruses,Viruses noname,Viruses noname,Herpesvirales,Alloherpesviridae,Cyprinivirus,Cyprinid herpesvirus 2,,,0,,,,,,0,,,,,,1,,,,,,0,
6908,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Allamanda leaf curl virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6909,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,I3likevirus,Mycobacterium phage Spud,,,,,,,,,0,,0,,,,0,,0,,,,0,
6910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,,,,,,,,,,,,,,,,,,,1,,,
6911,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella loihica,0,,,,0,,,,0,,1,,,,1,,,,2,,0,
6912,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,0,,0,,,,35.0,,0,,1,,7.0,,0,,0,,,,0,
6913,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Pelagibacter phage HTVC008M,,,,,,,,,0,,0,,,,0,,0,,,,0,
6914,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetales noname,Tropheryma,Tropheryma whipplei,1,,1,,1,,37.0,,0,,,,,,0,,,,2,,0,
6915,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp ALJ6,0,,,,,,,,1,,,,,,,,,,,,,
6916,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella amazonensis,0,,,,,,37.0,,0,,,,7.5,,,,0,,,,,
6917,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Sclerotinia sclerotiorum dsRNA mycovirus L,,,,,,,,,0,,,,,,,,,,,,,
6918,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Bacillus phage CampHawk,,,,,,,,,0,,0,,,,0,,0,,,,0,
6919,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Prevotella sp oral taxon 473,0,,1,,1,,,,0,,,,6.8,,,,0,,2,,0,
6920,Eukaryota,Microsporidia,Microsporidia noname,Microsporidia noname,Unikaryonidae,Encephalitozoon,Encephalitozoon intestinalis,,,0,,1,,,,0,,,,,,1,,1,,,,0,
6921,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella sp oral taxon 809,1,,1,,,,37.0,,0,,,,,,,,0,,,,,
6922,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella sp 04 5288,0,,,,,,,,,,,,,,,,0,,,,,
6923,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Bcepmulikevirus,Burkholderia phage BcepMu,,,,,,,,,0,,0,,,,0,,0,,,,0,
6924,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0,,1,,0,,38.0,,0,,,,6.8,,0,,0,,2,,0,
6925,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Malvastrum leaf curl betasatellite,,,0,,,,,,,,,,8.0,,0,,,,,,1,
6926,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,Ammonifex degensii,0,,,,,,,,1,,,,6.8,,,,0,,,,,
6927,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Thauera sp 28,0,,0,,,,,,,,,,,,,,,,1,,,
6928,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella sp 6 1 27,0,,1,,,,,,0,,,,,,,,0,,,,,
6929,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Okra yellow crinkle virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6930,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Staphylococcus phage 3A,,,1,,,,,,0,,,,,,0,,,,,,0,
6931,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,0,,0,,,,28.0,,0,,1,,,,0,,0,,1,,0,
6932,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp ScaeMP e10,1,,0,,,,,,0,,,,,,,,1,,,,0,
6933,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Helicobacter phage KHP30,,,,,,,,,0,,0,,,,0,,0,,,,0,
6934,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus tropicus,0,,0,,0,,,,1,,,,,,0,,,,,,0,
6935,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,Leifsonia aquatica,1,,0,,1,,,,0,,,,,,0,,0,,2,,0,
6936,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Candidatus Aquiluna,Candidatus Aquiluna sp IMCC13023,1,,0,,,,,,,,,,,,0,,,,,,0,
6937,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp Sc1,0,,,,,,,,0,,,,,,,,0,,,,1,
6938,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Tobacco leaf curl PUSA alphasatellite,,,0,,,,,,,,,,,,0,,,,,,1,
6939,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,0,,0,,1,,,,0,,0,,6.0,,0,,0,,2,,0,
6940,Viruses,Viruses noname,Viruses noname,Viruses noname,Partitiviridae,Alphacryptovirus,Dill cryptic virus 1,,,,,,,,,,,,,,,,,,,,,,
6941,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp SY8519,1,,1,,,,,,0,,,,,,,,,,,,,
6942,Viruses,Viruses noname,Viruses noname,Mononegavirales,Paramyxoviridae,Paramyxoviridae noname,Mossman virus,,,,,,,,,,,,,,,,,,,,,,
6943,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Corchorus yellow vein virus,0,,0,,0,,22.0,,0,,0,,,,0,,0,,,,1,
6944,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Pseudomonas phage F10,,,0,,,,,,0,,,,,,0,,,,,,0,
6945,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Puniceispirillum phage HMO 2011,,,,,,,,,0,,0,,,,0,,0,,,,0,
6946,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprosuis,0,,0,,,,37.0,,0,,,,7.0,,,,0,,,,,
6947,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus sp CF112,1,,0,,1,,,,0,,,,,,0,,1,,1,,0,
6948,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella sp F23 97,0,,,,,,,,,,,,,,1,,0,,,,,
6949,Bacteria,Cyanobacteria,Cyanobacteria noname,Nostocales,Nostocaceae,Raphidiopsis,Raphidiopsis brookii,0,,0,,,,,,,,,,,,,,,,,,,
6950,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp CF122,0,,,,,,,,,,,,,,,,,,1,,0,
6951,Viruses,Viruses noname,Viruses noname,Caudovirales,Caudovirales noname,Caudovirales noname,Sinorhizobium phage PBC5,,,,,,,,,0,,0,,,,0,,0,,,,0,
6952,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactobacillus phage Lv 1,,,,,,,,,0,,0,,,,0,,0,,,,0,
6953,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,0,,0,,,,32.5,,0,,,,,,,,,,,,,
6954,Viruses,Viruses noname,Viruses noname,Viruses noname,Microviridae,Microvirus,Enterobacteria phage alpha3,,,,,,,,,1,,,,,,,,0,,,,,
6955,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Wigglesworthia,Wigglesworthia glossinidia,0,,,,1,,,,0,,0,,,,,,0,,,,,
6956,Bacteria,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria noname,Epsilonproteobacteria noname,Sulfurovum,Sulfurovum sp AR,0,,,,,,33.0,,0,,,,6.0,,,,0,,,,,
6957,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella vestfoldensis,0,,,,,,,,1,,,,,,,,0,,1,,,
6958,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Synechococcus,Synechococcus elongatus,0,,0,,0,,32.5,,0,,,,,,0,,,,,,0,
6959,Viruses,Viruses noname,Viruses noname,Viruses noname,Partitiviridae,Partitivirus,Rosellinia necatrix partitivirus 2,,,,,,,,,,,,,,,,,,,,,,
6960,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Clostridium phage phi3626,,,,,,,,,0,,0,,,,0,,0,,,,0,
6961,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,Akkermansia muciniphila,0,,1,,0,,,,0,,,,,,0,,0,,,,0,
6962,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Bppunalikevirus,Burkholderia phage BcepC6B,,,,,,,,,0,,0,,,,0,,0,,,,0,
6963,Viruses,Viruses noname,Viruses noname,Tymovirales,Tymoviridae,Tymovirus,Erysimum latent virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6964,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis liminatans,0,,0,,,,40.0,,0,,,,7.0,,0,,,,,,0,
6965,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Lambdalikevirus,Bacillus phage phi105,,,,,,,,,0,,0,,,,0,,0,,,,0,
6966,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma crocodyli,,,0,,,,37.0,,,,0,,,,1,,,,,,0,
6967,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio kanaloae,0,,0,,,,,,0,,,,,,0,,,,,,0,
6968,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,0,,1,,,,32.5,,,,,,,,,,0,,2,,,
6969,Viruses,Viruses noname,Viruses noname,Viruses noname,Endornaviridae,Endornavirus,Phytophthora endornavirus 1,,,0,,,,,,0,,,,,,0,,,,,,1,
6970,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl virus,,,,,,,,,,,,,,,,,,,,,,
6971,Viruses,Viruses noname,Viruses noname,Viruses noname,Anelloviridae,Alphatorquevirus,Torque teno virus 12,,,,,0,,,,,,0,,,,,,0,,,,,
6972,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae noname,Clostridium innocuum,1,,1,,1,,,,0,,,,,,1,,0,,2,,,
6973,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp ALgr5,0,,,,,,40.0,,1,,,,10.0,,,,,,1,,,
6974,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl New Delhi virus,,,,,,,,,,,,,,,,,,,,,,
6975,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola sp 4H 3 7 YE 5,0,,,,0,,10.0,,,,1,,7.5,,,,0,,1,,,
6976,Viruses,Viruses noname,Viruses noname,Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus B,,,,,,,,,,,,,,,,,,,,,,
6977,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Erwinia phage phiEa100,,,,,,,,,0,,0,,,,0,,0,,,,0,
6978,Viruses,Viruses noname,Viruses noname,Viruses noname,Circoviridae,Circovirus,Bat circovirus,,,0,,0,,,,,,0,,,,,,0,,,,0,
6979,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides sp Iso805N,1,,0,,1,,,,0,,,,,,0,,,,1,,0,
6980,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,Cryptococcus neoformans,,,0,,1,,,,0,,,,,,1,,1,,,,0,
6981,Viruses,Viruses noname,Viruses noname,Tymovirales,Alphaflexiviridae,Mandarivirus,Indian citrus ringspot virus,,,0,,,,,,0,,,,,,0,,,,,,1,
6982,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae,0,,,,1,,38.0,,0,,,,,,,,0,,,,,
6983,Viruses,Viruses noname,Viruses noname,Viruses noname,Phycodnaviridae,Phycodnaviridae noname,Ostreococcus tauri virus 1,,,,,,,,,,,,,,,,,,,,,,
6984,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Luffa yellow mosaic virus,,,,,,,,,,,,,,,,,,,,,1,
6985,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Orgyia leucostigma NPV,,,,,,,,,,,,,,,,,,,,,,
6986,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula japonica,0,,,,,,,,1,,,,,,0,,,,,,0,
6987,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Circovirus like genome CB A,,,,,0,,,,,,0,,,,,,0,,,,,
6988,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Betabaculovirus,Spodoptera litura granulovirus,,,0,,,,,,0,,,,10.9,,1,,,,,,0,
6989,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum,1,,1,,1,,,,0,,,,,,,,1,,2,,,
6990,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira biflexa,0,,0,,1,,37.0,,0,,1,,7.4,,0,,0,,,,0,
6991,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp TG19627,0,,,,,,,,0,,,,,,,,,,,,,
6992,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Klebsiella phage phiKO2,,,,,,,,,0,,0,,,,0,,0,,,,0,
6993,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Cafeteria roenbergensis virus BV PW1,,,0,,,,,,0,,,,,,0,,,,,,1,
6994,Viruses,Viruses noname,Viruses noname,Viruses noname,Luteoviridae,Polerovirus,Cotton leafroll dwarf virus,,,0,,,,,,0,,0,,,,,,0,,,,,
