Code,Strain/species name,Aero.,Troph.,Smp.,Tmin,Topt,Tmax,Lit.
1213,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1214,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1215,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1216,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1217,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1218,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1219,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1220,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1221,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1222,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1223,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1224,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1225,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1226,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1227,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1228,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1229,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1230,Detonula confervacea,A,A,2,2.0,2.0,7.0,593
1231,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1232,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1233,Detonula confervacea,A,A,2,2.0,7.0,7.0,593
1234,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1235,Detonula confervacea,A,A,2,2.0,7.0,7.0,593
1236,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1237,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1238,Detonula confervacea,A,A,2,2.0,7.0,7.0,593
1239,Detonula confervacea,A,A,1,2.0,2.0,2.0,593
1240,Detonula confervacea,A,A,2,2.0,2.0,7.0,593
1241,Detonula confervacea,A,A,2,2.0,7.0,7.0,593
1242,Leptocylindrus danicus,A,A,4,5.0,19.8,19.8,594
1243,Skeletonema costatum,A,A,9,0.0,22.0,22.0,595
1244,Sulfophobococcus zilligii,AN,H,5,70.1,90.3,94.7,596
1245,Thermobaculum terrenum,A,H,9,42.9,66.8,74.9,597
1246,Bacillus beveridgei,FA,H,10,4.8,38.2,64.9,598
1247,Bellilinea caldifistulae,AN,H,1,55.0,55.0,55.0,599
1248,Longilinea arvoryzae,AN,H,1,37.0,37.0,37.0,599
1249,Acaryochloris marina,A,A,6,15.0,29.8,40.1,600
1250,Cyclotella nana,A,A,2,14.6,19.9,19.9,601
1251,Cyclotella nana,A,A,3,9.3,19.9,19.9,601
1252,Cyclotella nana,A,A,3,9.3,19.8,19.8,601
1253,Cyclotella nana,A,A,3,9.3,14.6,19.8,601
1254,Cyclotella nana,A,A,3,9.5,19.9,19.9,601
1255,Detonula confervacea,A,A,2,9.3,9.3,14.5,601
1256,Thermogladius shockii,AN,H,4,64.8,85.0,85.0,602
1257,Methanothermobacter crinale,AN,A,6,55.0,64.8,80.1,603
1258,Pseudomonas thermotolerans,A,H,6,25.1,40.3,50.3,604
1259,Thermomonas haemolytica,A,H,7,25.0,45.2,55.2,604
1260,Thermomonas hydrothermalis,A,H,11,29.9,50.1,62.5,604
1261,Pyrobaculum oguniense,FA,H,7,70.5,90.7,97.5,605
1262,Sulfolobus hakonensis,A,M,5,55.2,70.1,75.1,606
1263,Thermothrix azorensis,A,A,5,65.0,78.0,86.0,607
1264,Hydrogenophilus hirschii,AN,A,7,50.0,62.5,67.4,608
1265,Stygiolobus azoricus,AN,A,9,59.9,80.4,88.6,609
1266,Methanobacterium Bryantii,AN,H,7,10.0,28.2,45.9,610
1267,Methanobacterium veterum,AN,H,6,20.2,37.1,50.2,610
1268,Thiomicrospira thermophila,microA,M,8,15.0,40.0,55.0,611
1269,Sulfolobus yangmingensis,A,M,7,65.0,79.8,94.9,612
1270,Methanopyrus kandleri,AN,A,5,85.3,100.1,110.2,613
1271,Methanocorpusculum bavaricum,AN,H,4,13.9,37.3,37.3,614
1272,Methanocorpusculum sinsese,AN,H,5,21.4,29.7,40.2,614
1273,Thiobacillus prosperus,A,A,5,25.1,37.0,41.0,615
1274,Thiobacillus prosperus,A,A,6,23.1,32.8,41.1,615
1275,Thiobacillus prosperus,A,A,4,23.1,36.9,36.9,615
1276,Methanobacterium thermoaggregans,AN,A,5,45.3,65.5,70.6,616
1277,Acidilobus aceticus,AN,H,5,74.9,84.9,89.0,617
1278,Sulfolobus tengchongensis,A,H,7,65.0,85.2,95.0,618
1279,Magnetospira thiophila,microA,M,1,25.0,25.0,25.0,619
1280,Stetteria hydrogenophila,AN,M,9,80.0,95.2,102.0,620
1281,Methanobacterium thermoautotrophicum,AN,A,6,65.5,80.1,90.6,621
1282,Methanobacterium thermoautotrophicum,AN,A,1,60.8,60.8,60.8,621
1283,Methanothermus fervidus,AN,A,6,50.2,65.2,75.6,621
1284,Sulfolobus metallicus,A,A,6,49.9,70.0,75.2,622
1285,Sulfolobus metallicus,A,A,5,49.9,65.0,70.1,622
1286,Acinetobacter calcoaceticus,A,H,29,16.4,32.9,39.0,623
1287,Ammonifex degensii,AN,M,5,63.9,69.9,75.8,624
1288,Methanobacterium espanolae,AN,A,5,20.2,35.3,40.1,625
1289,Clostridium celevecrescens,AN,H,4,19.8,35.3,35.3,626
1290,Methanohalophilus oregonense,AN,A,6,20.1,35.4,41.3,627
1291,Thermus brockianus,A,H,6,50.3,65.4,75.3,628
1292,Thermus igniterrae,A,H,7,50.3,70.3,80.1,628
1293,Thermus scotoductus,A,H,6,50.0,70.3,75.3,628
1294,Thermus sp.,A,H,6,50.2,65.1,75.4,628
1295,Bacillus halodenitrificans,FA,H,12,10.9,37.8,44.7,629
1296,Methanosarcina semesiae,AN,A,7,18.1,33.0,38.9,630
1297,Methanosarcina semesiae,AN,A,7,20.1,31.0,37.0,630
1298,Methanosarcina semesiae,AN,A,7,18.0,37.2,39.2,630
1299,Prochlorothrix hollandica,A,A,4,19.4,24.6,29.8,631
1300,Methanohalophilus portucalensis,AN,A,4,32.1,42.1,50.9,632
1301,Methanohalophilus portucalensis,AN,A,3,32.0,42.1,42.1,632
1302,Methanohalophilus portucalensis,AN,A,3,32.0,39.5,42.0,632
1303,Methanohalophilus portucalensis,AN,A,4,25.0,37.0,42.0,632
1304,Methanohalophilus portucalensis,AN,A,4,36.9,42.0,47.9,632
1305,Methanomethylovorans thermophila,AN,H,1,50.0,50.0,50.0,633
1306,Bacillus infernus,AN,H,4,45.0,60.2,60.2,634
1307,Thermus chliarophilus,FA,H,6,35.2,50.5,60.4,635
1308,Thermus ruber,FA,H,7,35.3,60.2,65.0,635
1309,Thermus silvanus,FA,H,6,40.2,55.5,65.6,635
1310,Nitratifractor salsuginis,microA,A,4,28.0,36.8,36.8,636
1311,Nitratiruptor tergarcus,microA,A,4,40.0,55.1,55.1,636
1312,Sulfobacillus thermotolerans,FA,M,9,19.7,40.1,60.1,637
1313,Methanocella paludicola,AN,H,1,36.0,36.0,36.0,638
1314,Methanomicrococcus blatticola,AN,H,4,23.5,39.1,39.1,639
1315,Anacystis nidulans,A,A,8,25.0,41.3,44.2,640
1316,Anabaena variabilis,A,A,5,25.0,34.8,37.5,640
1317,Nostoc muscorum,A,A,4,25.1,32.5,34.8,640
1318,Methanococcoides methylutens,AN,H,5,15.0,34.8,34.8,641
1319,Pyrodictium abyssi,AN,H,12,79.9,96.7,109.9,642
1320,Clostridium thermosuccinogenes,AN,H,7,42.9,71.6,71.6,643
1321,Clostridium thermosuccinogenes,AN,H,4,43.0,57.9,57.9,643
1322,Haloanaerobacter chitinovorans,AN,H,6,24.9,45.0,50.1,644
1323,Haloanaerobacter chitinovorans,AN,H,6,25.0,45.1,50.0,644
1324,Geothermobacterium ferrireducens,AN,A,8,65.0,90.0,100.0,645
1325,Firmicutes sp.,AN,A,10,50.9,65.3,70.1,646
1326,Firmicutes sp.,AN,A,9,57.2,72.4,78.0,646
1327,Magnetospirillum bellicus,FA,H,5,19.8,39.9,41.9,647
1328,Magnetospirillum bellicus,FA,H,7,10.2,41.8,41.8,647
1329,Methanolobus chelungpuianus,AN,A,3,23.8,37.2,37.2,648
1330,Methanobacterium palustre,AN,A,4,21.9,37.1,45.1,648
1331,Profundimonas piezophila,FA,H,5,4.0,8.0,14.0,649
1332,Caldicellulosiruptor lactoaceticus,AN,H,5,49.9,68.2,74.9,650
1333,Methanococcus maripaludis,AN,A,9,18.2,37.2,45.9,651
1334,Desulfobacterium autotrophicum,AN,A,19,-0.5,28.0,29.5,652
1335,Microcella putealis,A,H,6,15.0,30.1,40.2,653
1336,Microcella putealis,A,H,6,15.1,35.5,40.3,653
1337,Microcella putealis,A,H,6,15.1,35.3,40.2,653
1338,Chimaereicella alkaliphila,A,H,5,14.9,29.9,34.8,654
1339,Chimaereicella alkaliphila,A,H,5,15.0,29.7,34.9,654
1340,Chimaereicella alkaliphila,A,H,5,15.0,29.8,35.0,654
1341,Methanospirillum stamsii,AN,A,7,4.9,29.9,37.0,655
1342,Flavobacterium segetis,A,H,5,5.3,12.9,17.8,656
1343,Flavobacterium weaverense,A,H,5,5.3,15.6,17.9,656
1344,Colwellia piezophila,FA,H,1,4.0,4.0,4.0,657
1345,Colwellia piezophila,FA,H,1,4.0,4.0,4.0,657
1346,Colwellia piezophila,FA,H,2,4.0,4.0,10.0,657
1347,Colwellia piezophila,FA,H,2,4.0,4.0,10.0,657
1348,Colwellia piezophila,FA,H,2,4.0,10.0,10.0,657
1349,Colwellia piezophila,FA,H,2,4.0,10.0,10.0,657
1350,Colwellia piezophila,FA,H,2,4.0,10.0,10.0,657
1351,Colwellia piezophila,FA,H,2,4.0,4.0,10.0,657
1352,Thiobacillus sp.,A,A,6,0.1,18.4,30.0,658
1353,Thiobacillus thioparus,FA,A,5,10.2,30.2,35.0,658
1354,Clostridium hastiforme,AN,H,4,4.4,15.0,15.0,659
1355,Pseudomonas sp.,FA,H,6,0.0,10.5,24.9,660
1356,Psychromonas sp.,FA,H,6,-0.0,5.5,19.6,660
1357,Shewanella sp.,FA,H,9,0.1,15.5,25.1,660
1358,Herminiimonas sp.,A,H,5,3.6,9.2,14.1,660
1359,Arcobacter sp.,A,H,6,-0.2,10.4,25.4,660
1360,Listeria monocytogenes,FA,H,23,-2.0,34.0,42.0,661
1361,Bacterial str.,AN,H,17,-1.1,18.9,34.2,662
1362,Psychrobacter muriicola,A,H,6,4.9,17.9,36.8,663
1363,Clostridium bowmanii,AN,H,11,8.8,11.6,18.7,664
1364,Clostridium estertheticum,AN,H,7,3.1,6.8,11.5,664
1365,Clostridium frigoris,AN,H,7,3.0,5.4,11.5,664
1366,Clostridium lacusfryxellense,AN,H,8,3.1,10.5,11.4,664
1367,Clostridium psychrophilum,AN,H,6,2.9,4.5,10.2,664
1368,Salmo gairdneri,A,H,12,8.1,15.5,22.3,665
1369,Chaetoceros simplex,A,A,4,13.3,25.2,25.2,666
1370,Coscinodiscus sp.,A,A,3,9.9,16.4,16.4,666
1371,Cyclotella cryptica,A,A,5,10.7,25.6,25.6,666
1372,Ditylum brightwellii,A,A,5,9.3,20.7,25.5,666
1373,Phaeodactylum tricornutum,A,A,6,8.6,20.8,25.6,666
1374,Skeletonema costatum,A,A,5,9.0,20.0,24.8,666
1375,Thalassiosira eccentrica,A,A,5,9.4,24.7,24.7,666
1376,Thalassiosira weissflogii,A,A,5,9.7,14.2,26.0,666
1377,Isochrysis galbana,A,A,4,13.0,25.1,25.1,666
1378,Rhodomonas salina,A,A,5,9.1,16.1,25.1,666
1379,Vibrio sp.,FA,H,4,1.0,7.0,10.0,667
1380,Arthrobacter glacialis,A,H,7,0.3,14.6,16.3,668
1381,Arthrobacter glacialis,A,H,9,1.7,13.4,20.4,668
1382,Arthrobacter sp.,A,H,9,0.2,28.4,34.5,668
1383,Arthrobacter sp.,A,H,10,4.3,28.5,34.3,668
1384,Pseudomonas sp.,A,H,9,2.4,25.5,35.4,668
1385,Bacillus circulans,FA,H,12,0.3,24.8,34.7,669
1386,Bacillus coagulans,FA,H,9,6.1,29.8,39.6,669
1387,Bacillus coagulans,FA,H,12,0.6,30.0,34.7,669
1388,Bacillus laterosporus,FA,H,8,6.2,36.5,40.1,669
1389,Thermodesulfobacterium hveragerdense,AN,A,4,60.0,70.0,74.2,670
1390,Thermodesulfovibrio islandicus,AN,A,5,50.1,65.4,70.2,670
1391,Desulfovibrio capillatus,AN,H,6,19.9,39.4,45.1,671
1392,Methanococcoides alaskense,AN,H,6,15.0,25.0,28.0,672
1393,Methanosarcina baltica,AN,H,7,10.0,20.0,25.0,672
1394,Clostridium thermoalcaliphilum,AN,H,18,26.6,49.5,57.0,673
1395,Anaerobaculum mobile,AN,H,6,35.0,54.9,65.0,674
1396,Clostridium paradoxum,AN,H,15,35.4,55.5,62.0,675
1397,Clostridium paradoxum,AN,H,19,30.0,55.5,62.1,675
1398,Deferribacter thermophilus,AN,H,6,49.9,59.9,65.1,676
1399,Bacillus sp.,FA,H,24,1.8,25.1,31.7,677
1400,Gram-negative str.,A,H,19,3.1,27.0,31.6,677
1401,Thermoanaerobacter brockii,AN,H,7,45.1,55.0,74.6,678
1402,Dethiosulfovibrio peptidovorans,AN,H,7,24.8,42.1,44.9,679
1403,Methanocalculus halotolerans,AN,A,5,28.9,36.9,44.8,680
1404,Haloanaerobium alcaliphilum,AN,H,7,19.9,36.4,49.7,681
1405,Haloanaerobium lacusroseus,AN,H,7,25.2,40.0,45.3,682
1406,Thermotoga hypogea,AN,H,8,56.5,69.9,89.8,683
1407,Methanosarcina siciliae,AN,H,5,15.0,35.1,35.1,684
1408,Thermanaerovibrio velox,AN,H,6,45.1,59.9,70.1,685
1409,Thermoanaerobacter siderophilus,AN,H,11,38.8,68.6,78.0,686
1410,Thermoanaerobacter yonseiensis,AN,H,7,50.0,74.9,82.8,687
1411,Thermanaeromonas toyohensis,AN,H,5,55.0,70.0,72.9,688
1412,Methanocalculus taiwanensis,AN,A,2,31.9,37.1,37.1,689
1413,Methanocalculus taiwanensis,AN,A,8,24.7,37.1,41.9,689
1414,Brochothrix thermosphacta,FA,H,6,1.6,11.7,14.9,690
1415,Chlorella vulgaris,A,A,7,10.0,30.1,40.1,691
1416,Nautilia abyssi,AN,A,7,33.0,60.0,64.9,692
1417,Pseudomonas fluorescens,A,H,11,0.0,29.8,31.7,693
1418,Aeromonas hydrophila,FA,H,9,0.5,18.4,44.5,694
1419,Aeromonas hydrophila,FA,H,9,15.1,35.2,56.8,694
1420,Aeromonas hydrophila,FA,H,8,1.9,19.8,39.4,694
1421,Aeromonas salmonicida,FA,H,6,13.3,28.2,38.5,694
1422,Aeromonas shigelloides,FA,H,10,9.2,33.6,55.9,694
1423,Aeromonas shigelloides,FA,H,10,-0.0,33.0,44.4,694
1424,Alicyclobacillus sp.,A,M,14,39.0,61.9,66.9,695
1425,Desulfomicrobium thermophilum,AN,H,4,37.0,55.2,55.2,696
1426,Bacillus sp.,A,H,7,45.1,65.0,73.0,697
1427,Sulfobacillus sibiricus,FA,M,6,30.1,55.0,60.1,698
1428,Protogonyaulax tamarensis,A,A,3,8.0,16.0,16.0,699
1429,Cyanidium caldarium,A,A,9,24.0,45.0,51.0,700
1430,Cyanidium caldarium,A,A,5,33.0,45.0,45.0,700
1431,Vibrio sp.,FA,H,3,0.0,15.0,15.0,701
1432,Vibrio sp.,FA,H,3,0.0,15.0,15.0,701
1433,Vibrio sp.,FA,H,3,0.0,15.0,15.0,701
1434,Vibrio sp.,FA,H,4,0.0,15.0,23.0,701
1435,Vibrio sp.,FA,H,3,0.0,15.0,15.0,701
1436,Vibrio sp.,FA,H,4,0.0,15.0,23.0,701
1437,Vibrio sp.,FA,H,4,0.0,15.0,23.0,701
1438,Vibrio sp.,FA,H,3,0.0,15.0,15.0,701
1439,Vibrio sp.,FA,H,4,0.0,15.0,23.0,701
1440,Chlamydomonas alpina,A,A,8,-1.0,12.5,18.0,702
1441,Chlamydomonas globosa,A,A,7,5.0,18.0,20.0,702
1442,Chlamydomonas intermedia,A,A,8,-1.0,18.0,18.0,702
1443,Chlamydomonas subcaudata,A,A,8,-1.0,12.5,18.0,702
1444,Stichococcus sp.,A,A,6,4.0,7.5,30.0,703
1445,Navicula sp.,A,A,6,4.0,4.0,30.0,703
1446,Chlorella sp.,A,A,6,4.0,20.0,30.0,703
1447,Chlorella sp.,A,A,6,4.0,20.0,30.0,703
1448,Klebsormidium sp.,A,A,6,4.0,14.0,30.0,703
1449,Chlamydomonas sp.,A,A,6,4.0,9.0,30.0,703
1450,Chlamydomonas sp.,A,A,5,4.1,18.2,32.1,704
1451,Chlamydomonas sp.,A,A,6,13.2,28.2,38.0,704
1452,Chlorella sp.,A,A,5,3.9,17.9,31.8,704
1453,Chlorella sp.,A,A,6,13.0,33.1,38.1,704
1454,Amphiprora sp.,A,A,6,12.6,27.8,37.9,704
1455,Navicula sp.,A,A,5,3.8,10.8,31.8,704
1456,Hantzschia amphyoxis,A,A,6,6.0,18.0,25.0,705
1457,Pseudomonas fluorescens,A,H,6,4.0,25.0,32.0,706
1458,Pseudomonas fluorescens,A,H,6,4.0,32.0,32.0,706
1459,Pseudomonas fluorescens,A,H,6,4.0,25.0,32.0,706
1460,Pseudomonas fluorescens,A,H,6,4.0,25.0,32.0,706
1461,Pseudomonas fluorescens,A,H,6,4.0,25.0,32.0,706
1462,Pseudomonas fluorescens,A,H,6,4.0,25.0,32.0,706
1463,Clostridium thermohydrosulfuricum,AN,H,17,47.9,68.0,75.7,707
1464,Synura sphagnicola,A,A,7,5.0,15.0,20.0,708
1465,Synura sphagnicola,A,A,5,5.0,10.0,15.0,708
1466,Synura sphagnicola,A,A,6,5.0,10.0,17.5,708
1467,Synura sphagnicola,A,A,6,5.0,10.0,17.5,708
1468,Synura sphagnicola,A,A,7,5.0,12.5,20.0,708
1469,Synura sphagnicola,A,A,7,5.0,15.0,20.0,708
1470,Synura sphagnicola,A,A,7,5.0,12.5,20.0,708
1471,Synura sphagnicola,A,A,7,5.0,15.0,20.0,708
1472,Escherichia coli,FA,H,5,10.0,30.0,30.0,709
1473,Pseudomonas aeruginosa,A,H,5,10.0,30.0,30.0,709
1474,Pseudomonas sp.,A,H,6,5.0,30.0,30.0,709
1475,Pseudomonas sp.,A,H,6,5.0,30.0,30.0,709
1476,Pseudomonas sp.,A,H,6,5.0,30.0,30.0,709
1477,Pseudomonas sp.,A,H,6,5.0,30.0,30.0,709
1478,Pseudomonas sp.,A,H,6,5.0,30.0,30.0,709
1479,Pseudomonas sp.,A,H,7,5.0,30.0,37.0,709
1480,Coliform sp.,A,H,7,5.0,37.0,37.0,709
1481,Coliform sp.,A,H,6,10.0,37.0,37.0,709
1482,Coliform sp.,A,H,5,10.0,30.0,30.0,709
1483,Coliform sp.,A,H,6,5.0,30.0,30.0,709
1484,Coliform sp.,A,H,6,10.0,37.0,37.0,709
1485,Psychrophilic coliform,A,H,5,10.0,30.0,30.0,709
1486,Psychrophilic coliform,A,H,1,5.0,5.0,5.0,709
1487,Synechocystis sp.,A,A,8,28.0,40.0,44.0,710
1488,Synechocystis sp.,A,A,7,30.0,36.0,44.0,710
1489,Synechocystis sp.,A,A,10,32.9,42.0,44.0,710
1490,Synechocystis sp.,A,A,14,33.0,42.5,44.5,710
1491,Synechocystis sp.,A,A,12,33.0,40.5,43.5,710
1492,Synechocystis sp.,A,A,14,33.0,42.4,45.0,710
1493,Synechocystis sp.,A,A,15,32.9,37.0,45.0,710
1494,Synechocystis sp.,A,A,13,33.0,40.5,43.5,710
1495,Synechocystis sp.,A,A,6,28.0,36.0,40.0,710
1496,Daphnia parvula,A,H,3,9.9,25.0,25.0,711
1497,Daphnia parvula,A,H,3,10.0,25.0,25.0,711
1498,Daphnia parvula,A,H,3,10.0,25.1,25.1,711
1499,Daphnia parvula,A,H,3,8.0,25.0,25.0,711
1500,Daphnia parvula,A,H,3,7.9,25.0,25.0,711
1501,Nitzschia seriata,A,A,9,-1.6,10.0,12.0,712
1502,Chaetoceros deflandrei,A,A,6,2.0,7.0,15.0,713
1503,Chaetoceros deflandrei,A,A,6,2.0,5.1,15.0,713
1504,Chaetoceros deflandrei,A,A,6,2.1,7.0,14.9,713
1505,Chaetoceros deflandrei,A,A,5,2.0,15.0,15.0,713
1506,Corethron criophilum,A,A,4,0.1,4.0,6.0,713
1507,Corethron criophilum,A,A,4,0.1,4.0,6.0,713
1508,Corethron criophilum,A,A,3,0.2,4.0,4.0,713
1509,Corethron criophilum,A,A,4,0.1,4.0,6.0,713
1510,Nitzchia kerguelensis,A,A,4,0.1,4.1,7.0,713
1511,Nitzchia kerguelensis,A,A,4,0.1,4.0,7.0,713
1512,Nitzchia kerguelensis,A,A,4,0.1,4.0,7.0,713
1513,Nitzchia kerguelensis,A,A,4,0.1,4.1,7.0,713
1514,Nitzschia cylindrus,A,A,5,0.1,2.5,4.5,713
1515,Nitzschia cylindrus,A,A,5,0.0,2.5,4.5,713
1516,Nitzschia cylindrus,A,A,5,0.1,2.5,4.5,713
1517,Nitzschia cylindrus,A,A,5,0.0,2.5,4.5,713
1518,Nitzschia turgiduloides,A,A,4,1.0,3.1,8.0,713
1519,Nitzschia turgiduloides,A,A,5,1.0,3.0,8.0,713
1520,Nitzschia turgiduloides,A,A,5,1.1,5.0,8.0,713
1521,Nitzschia turgiduloides,A,A,5,1.0,3.1,8.1,713
1522,Stellarima microtrias,A,A,3,1.0,4.0,7.0,713
1523,Stellarima microtrias,A,A,3,1.0,4.0,7.0,713
1524,Stellarima microtrias,A,A,3,1.0,4.0,7.0,713
1525,Stellarima microtrias,A,A,3,1.0,4.0,7.0,713
1526,Synedra sp.,A,A,3,1.0,5.0,7.1,713
1527,Synedra sp.,A,A,3,1.1,5.0,7.0,713
1528,Synedra sp.,A,A,3,1.0,5.0,7.0,713
1529,Synedra sp.,A,A,3,1.0,5.0,7.1,713
1530,Chaetoceros sp.,A,A,2,0.0,10.0,10.0,714
1531,Chaetoceros sp.,A,A,2,0.0,10.0,10.0,714
1532,Navicula sp.,A,A,1,10.0,10.0,10.0,714
1533,Nitzschia sp.,A,A,2,0.0,10.0,10.0,714
1534,Kosmotoga arenicorallina,A,H,4,50.1,60.1,65.1,715
1535,Thermomicrobium fosteri,A,H,21,50.0,60.0,65.1,716
1536,Desulfurobacterium thermolithotrophum,AN,A,9,37.1,69.5,74.7,717
1537,Moorella gycerini,AN,H,11,43.0,58.0,65.0,718
1538,Methanogenium frittonii,AN,A,14,32.3,57.4,61.8,719
1539,Methanogenium cariaci,AN,A,4,19.9,37.4,37.4,720
1540,Methanogenium marisnigri,AN,A,5,24.8,37.5,45.0,720
1541,Methanogenium tatii,AN,A,5,24.8,39.9,44.9,720
1542,Sporomusa acidovorans,AN,H,5,24.9,34.4,38.8,721
1543,Chlamydomonas raudensis,A,A,7,6.2,12.4,27.0,722
1544,Chlamydomonas raudensis,A,A,7,6.1,12.2,27.1,722
1545,Chlamydomonas raudensis,A,A,8,6.1,20.3,30.1,722
1546,Mobilitalea sibirica,AN,H,1,37.0,37.0,37.0,723
1547,Chlamydomonas raudensis,A,A,2,8.0,15.0,15.0,724
1548,Chlamydomonas raudensis,A,A,2,8.0,8.0,15.0,724
1549,Chlamydomonas raudensis,A,A,1,8.0,8.0,8.0,724
1550,Chlamydomonas raudensis,A,A,2,8.0,15.0,15.0,724
1551,Chlamydomonas raudensis,A,A,2,8.0,8.0,15.0,724
1552,Methanogenium thermophilicum,AN,H,7,36.9,57.7,64.1,725
1553,Archaeoglobus veneficus,AN,A,5,64.9,79.9,85.0,726
1554,Galenea microaerophila,microA,M,7,20.0,35.0,50.0,727
1555,Thermonema lapsum,A,H,7,35.0,60.0,65.0,728
1556,Thermonema rossianum,A,H,7,35.0,59.9,65.1,728
1557,Thermonema rossianum,A,H,7,35.0,60.0,65.0,728
1558,Methanolobus siciliae,AN,A,4,31.1,40.2,42.2,729
1559,Methanolobus siciliae,AN,A,5,19.9,40.1,40.1,729
1560,Anaerobranca horikoshii,AN,H,19,34.0,56.3,65.4,730
1561,Rubrobacter radiotolerans,A,H,5,37.0,49.9,59.9,731
1562,Rubrobacter xylanophilus,A,H,9,30.1,59.8,69.8,731
1563,Sphaerochaeta multiformis,AN,H,1,9.0,9.0,9.0,732
1564,Caloramator indicus,AN,H,5,55.3,65.3,75.2,733
1565,Thermobrachium celere,AN,H,17,50.0,66.8,71.8,734
1566,Thermosyntropha lipolytica,AN,H,5,52.1,67.3,70.2,735
1567,Thermosyntropha lipolytica,AN,H,6,52.1,67.7,73.1,735
1568,Thermosyntropha lipolytica,AN,H,5,52.1,67.6,70.2,735
1569,Hydrogenobacter hydrogenophilus,microA,A,8,45.1,64.9,77.6,736
1570,Methanopyrus sp.,AN,A,5,84.7,99.8,109.8,737
1571,Thermoplasma acidophila,A,H,6,45.3,59.2,62.3,738
1572,Thermoplasma acidophila,A,H,6,45.3,59.2,62.2,738
1573,Thermothrix thiopara,FA,M,5,59.1,72.5,72.5,739
1574,Methanococcus thermolithotrophic,AN,A,10,30.3,64.9,70.1,740
1575,Methanococcus voltae,AN,A,5,25.3,40.2,43.1,740
1576,Desulfurolobus ambivalens,FA,A,4,70.2,79.4,87.7,741
1577,Thermococcus stetteri,AN,H,6,60.1,74.8,84.6,742
1578,Methanobacterium defluvii,AN,A,7,36.2,60.8,69.0,743
1579,Methanobacterium thermoflexum,AN,A,6,36.5,54.6,69.5,743
1580,Methanococcus igneus,AN,A,10,40.7,88.2,90.1,744
1581,Archaeoglobus profundus,AN,M,6,75.4,81.9,90.6,745
1582,Thermococcus profundus,AN,H,5,50.1,80.3,90.2,746
1583,Gelria glutamica,AN,H,1,52.5,52.5,52.5,747
1584,Clostridium thiosulfatireducens,AN,H,4,20.1,37.0,40.0,748
1585,Thermoanaerobium brockii,AN,H,8,35.0,70.4,84.5,749
1586,Desulfotomaculum geothermicum,AN,A,6,44.7,53.9,55.2,750
1587,Desulfurobacterium crinifex,AN,A,5,50.0,60.2,70.0,751
1588,Methanomethylovorans uponensis,AN,H,1,37.0,37.0,37.0,752
1589,Coprothermobacter platensis,AN,H,1,55.0,55.0,55.0,753
1590,Clostridium thermopapyrolyticum,AN,H,1,59.0,59.0,59.0,754
1591,Nautilia lithotrophica,AN,A,1,53.0,53.0,53.0,755
1592,Fusibacter paucivorans,AN,H,4,19.0,37.0,37.0,756
1593,Thermus thermophilus,A,H,1,75.0,75.0,75.0,757
1594,Blastocatella fastidiosa,A,H,1,32.5,32.5,32.5,758
1595,Bryocella elongata,A,H,1,22.0,22.0,22.0,759
1596,Alkalibacterium indicireducens,FA,H,1,25.0,25.0,25.0,760
1597,Marinilactibacillus psychrotolerans,AN,H,4,25.0,37.0,42.5,761
1598,Caldisphaera lagunensis,AN,H,1,75.0,75.0,75.0,762
1599,Alkalibacterium iburiense,FA,H,6,15.0,30.0,40.0,763
1600,Alkalibacterium iburiense,FA,H,6,15.0,30.0,40.0,763
1601,Alkalibacterium iburiense,FA,H,6,15.0,37.0,40.0,763
1602,Shewanella profunda,AN,H,1,30.0,30.0,30.0,764
1603,Alkalibacterium psychrotolerans,AN,H,7,10.0,34.0,40.0,765
1604,Desulfovibrio piezophilus,AN,H,1,30.0,30.0,30.0,766
1605,Acidiplasma aeolicum,FA,H,1,43.5,43.5,43.5,767
1606,Paludibaculum fermentans,FA,H,1,24.0,24.0,24.0,768
1607,Halobacterium noricense,FA,H,1,37.0,37.0,37.0,769
1608,Alkalibacterium olivoapovliticus,AN,H,1,29.0,29.0,29.0,770
1609,Halobacillus litoralis,A,H,1,35.0,35.0,35.0,771
1610,Halobacillus trueperi,A,H,1,35.0,35.0,35.0,771
