ref_code,reference
385,"De Rosa M, Gambacorta A, Bu’Lock JD. Extremely thermophilic acidophilic bacteria convergent with Sulfolobus acidocaldarius. J Gen Microbiol. 1975;86(1):156-164."
386,"Schleper C, Puehler G, Holz I, Gambacorta A, Janekovic D, Santarius U, et al. Picrophilus gen. nov., fam. nov.: a novel aerobic, heterotrophic, thermoacidophilic genus and family comprising archaea capable of growth around pH 0. J Bacteriol. 1995;177(24):7050-7059."
387,"Urit T, Li M, Bley T, Löser C. Growth of Kluyveromyces marxianus and formation of ethyl acetate depending on temperature. Appl Microbiol Biotechnol. 2013;97(24):10359-10371."
388,"Oshima T, Imhori K. Description of Thermus thermophilus (Yoshida and Oshima) comb. nov., a nonsporulating thermophilic bacterium from a Japanese thermal spa. Int J Syst Bacteriol. 1974;24(1):102-112."
389,"Brock TD, Freeze H. Thermus aquaticus gen. n. and sp. n., a nonsporulating extreme thermophile. J Bacteriol. 1969;98(1):289-297."
390,"Jones WJ, Leigh JA, Mayer F, Woese CR, Wolfe RS. Methanococcus jannaschii sp. nov., an extremely thermophilic methanogen from a submarine hydrothermal vent. Arch Microbiol. 1983;136(4):254-261."
391,"Darland G, Brock TD. Bacillus acidocaldarius sp. nov., an acidophilic thermophilic spore-forming bacterium. J Gen Microbiol. 1971;67(1):9-15."
392,"Imachi H, Sekiguchi Y, Kamagata Y, Hanada S, Ohashi A, Harada H. Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium. Int J Syst Evol Microbiol. 2002;52(5):1729-1735."
393,"Hattori S, Kamagata Y, Hanada S, Shoun H. Thermacetogenium phaeum gen. nov., sp. nov., a strictly anaerobic, thermophilic, syntrophic acetateoxidizing bacterium. Int J Syst Evol Microbiol. 2000;50(4):1601-1609."
394,"Mateles RI, Baruah JN, Tannenbaum SR. Growth of a thermophilic bacterium on hydrocarbons: a new source of single-cell protein. Science. 1967;157(3794):1322-1323. Bacillus stearothermophilus = Geobacillus stearothermophilus."
395,"Lee DW, Koh YS, Kim KJ, Kim BC, Choi HJ, Kim DS, et al. Isolation and characterization of a thermophilic lipase from Bacillus thermoleovorans ID-1. FEMS Microbiol Lett. 1999;179(2):393-400."
396,"Leigh JA, Mayer F, Wolfe RS. Acetogenium kivui, a new thermophilic hydrogen-oxidizing acetogenic bacterium. Arch Microbiol. 1981;129(4):275-280."
397,"Larsen L, Nielsen P, Ahring BK. Thermoanaerobacter mathranii sp. nov., an ethanol-producing, extremely thermophilic anaerobic bacterium from a hot spring in Iceland. Arch Microbiol. 1997;168(2):114-119."
398,"Bing W, Wang H, Zheng B, Zhang F, Zhu G, Feng Y, et al. Caldicellulosiruptor changbaiensis sp. nov., a cellulolytic and hydrogen-producing bacterium from a hot spring. Int J Syst Evol Microbiol. 2015;65(Pt 1):293-297."
399,"Wahlund TM, Woese CR, Castenholz RW, Madigan MT. A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov. Arch Microbiol. 1991;156(2):81-90."
400,"Goh F, Leuko S, Allen MA, Bowman JP, Kamekura M, Neilan BA, et al. Halococcus hamelinensis sp. nov., a novel halophilic archaeon isolated from stromatolites in Shark Bay, Australia. Int J Syst Evol Microbiol. 2006;56(6):1323-1329."
401,"Huchet V, Pavan S, Lochardet A, Divanac’h ML, Postollec F, Thuault D. Development and application of a predictive model of Aspergillus candidus growth as a tool to improve shelf life of bakery products. Food Microbiol. 2013;36:254-259."
402,"Lee JH, Williamson D, Rogers PL. The effect of temperature on the kinetics of ethanol production by Saccharomyces uvarum. Biol Lett. 1980;2(4):83-88."
403,Van Uden N. Temperature Profiles of Yeasts. Adv Microb Physiol. 1985;25:195.
404,"Lombard F, Labeyrie L, Michel E, Spero HJ, Lea DW. Modelling the temperature dependent growth rates of planktic foraminifera. Mar Micropaleontol. 2009;70(1):1-7."
405,"Erauso G, Reysenbach AL, Godfroy A, Meunier JR, Crump B, Partensky F, et al. Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Arch Microbiol. 1993;160(5):338-349."
406,"Fardeau ML, Magot M, Patel BK, Thomas P, Garcia JL, Ollivier B. Thermoanaerobacter subterraneus sp. nov., a novel thermophile isolated from oilfield water. Int J Syst Evol Microbiol. 2000;50(6):2141-2149."
407,"Giovannoni SJ, Schabtach E, Castenholz RW. Isosphaera pallida, gen. and comb. nov., a gliding, budding eubacterium from hot springs. Arch Microbiol. 1987;147(3):276-284."
408,"Bonch-Osmolovskaya EA, Miroshnichenko ML, Kostrikina NA, Chernych NA, Zavarzin GA. Thermoproteus uzoniensis sp. nov., a new extremely thermophilic archaebacterium from Kamchatka continental hot springs. Arch Microbiol. 1990;154(6):556-559."
409,"Mohagheghi A, Grohmann KMMH, Himmel M, Leighton L, Updegraff DM. Isolation and characterization of Acidothermus cellulolyticus gen. nov., sp. nov., a new genus of thermophilic, acidophilic, cellulolytic bacteria. Int J Syst Bacteriol. 1986;36(3):435-443."
410,"Kawasumi T, Igarashi Y, Kodama T, Minoda Y. Hydrogenobacter thermophilus gen. nov., sp. nov., an extremely thermophilic, aerobic, hydrogen-oxidizing bacterium. Int J Syst Bacteriol. 1984;34(1):5-10."
411,"Sekiguchi Y, Kamagata Y, Nakamura K, Ohashi A, Harada H. Syntrophothermus lipocalidus gen. nov., sp. nov., a novel thermophilic, syntrophic, fatty-acid-oxidizing anaerobe which utilizes isobutyrate. Int J Syst Evol Microbiol. 2000;50(2):771-779."
412,"Xue Y, Xu Y, Liu Y, Ma Y, Zhou P. Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China. Int J Syst Evol Microbiol. 2001;51(4):1335-1341."
413,"Götz D, Banta A, Beveridge TJ, Rushdi AI, Simoneit BRT, Reysenbach AL. Persephonella marina gen. nov., sp. nov. and Persephonella guaymasensis sp. nov., two novel, thermophilic, hydrogen-oxidizing microaerophiles from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2002;52(4):1349-1359."
414,"Hallberg KB, Lindström EB. Characterization of Thiobacillus caldus sp. nov., a moderately thermophilic acidophile. Microbiology. 1994;140(12):3451-3456. Mixotroph which requires low ph, grows at 45C when at low ph -grows slowly as a result i.e. one reason why things gro slowly."
415,"Zeikus JG, Dawson MA, Thompson TE, Ingvorsen K, Hatchikian EC. Microbial ecology of volcanic sulphidogenesis: isolation and characterization of Thermodesulfobacterium commune gen. nov. and sp. nov. J Gen Microbiol. 1983;129(4):1159-1169."
416,"Abed RM, Garcia-Pichel F, Hernández-Mariné M. Polyphasic characterization of benthic, moderately halophilic, moderately thermophilic cyanobacteria with very thin trichomes and the proposal of Halomicronema excentricum gen. nov., sp. nov. Arch Microbiol. 2002;177(5):361-370."
417,"Balk M, Weijma J, Stams AJM. Thermotoga lettingae sp. nov., a novel thermophilic, methanol-degrading bacterium isolated from a thermophilic anaerobic reactor. Int J Syst Evol Microbiol. 2002;52(4):1361-1368."
418,"Schink B, Zeikus J. Clostridium thermosulfurogenes sp. nov., a new thermophile that produces elemental sulphur from thiosulphate. J Gen Microbiol. 1983;129(4):1149-1158."
419,"Stan-Lotter H, Pfaffenhuemer M, Legat A, Busse HJ, Radax C, Gruber C. Halococcus dombrowskii sp. nov., an archaeal isolate from a Permian alpine salt deposit. Int J Syst Evol Microbiol. 2002;52(5):1807-1814."
420,"Zhu J, Liu X, Dong X. Methanobacterium movens sp. nov. and Methanobacterium flexile sp. nov., isolated from lake sediment. Int J Syst Evol Microbiol. 2011;61(12):2974-2978."
421,"Huber R, Eder W, Heldwein S, Wanner G, Huber H, Rachel R, et al. Thermocrinis ruber gen. nov., sp. nov., a pink-filament-forming hyperthermophilic bacterium isolated from Yellowstone National Park. Appl Environ Microbiol. 1998;64(10):3576-3583."
422,"Amézquita A, Weller CL, Wang L, Thippareddi H, Burson DE. Development of an integrated model for heat transfer and dynamic growth of Clostridium perfringens during the cooling of cooked boneless ham. Int J Food Microbiol. 2005;101(2):123-144."
423,Ulitzur S. Vibrio parahaemolyticus and Vibrio alginolyticus: Short generation-time marine bacteria. Microb Ecol. 1974;1(1):127-135.
424,"Le Marc Y, Plowman J, Aldus CF, Munoz-Cuevas M, Baranyi J, Peck MW. Modelling the growth of Clostridium perfringens during the cooling of bulk meat. Int J Food Microbiol. 2008;128(1):41-50."
425,"Padden AN, Dillon VM, Edmonds J, Collins MD, Alvarez N, John P. An indigo-reducing moderate thermophile from a woad vat, Clostridium isatidis sp. nov. Int J Syst Bacteriol. 1999;49(3):1025-1031."
426,"Cayol JL, Ducerf S, Patel BK, Garcia JL, Thomas P, Ollivier B. Thermohalobacter berrensis gen. nov., sp. nov., a thermophilic, strictly halophilic bacterium from a solar saltern. Int J Syst Evol Microbiol. 2000;50(2):559-564."
427,"Park HS, Kim BH, Kim HS, Kim HJ, Kim GT, Kim M, et al. A novel electrochemically active and Fe (III)-reducing bacterium phylogenetically related to Clostridium butyricum isolated from a microbial fuel cell. Anaerobe. 2001;7(6):297-306."
428,"Kashefi K, Tor JM, Holmes DE, Van Praagh CVG, Reysenbach AL, Lovley DR. Geoglobus ahangari gen. nov., sp. nov., a novel hyperthermophilic archaeon capable of oxidizing organic acids and growing autotrophically on hydrogen with Fe (III) serving as the sole electron acceptor. Int J Syst Evol Microbiol. 2002;52(3):719-728."
429,"Madigan MT, Jung DO, Woese CR, Achenbach LA. Rhodoferax antarcticus sp. nov., a moderately psychrophilic purple nonsulfur bacterium isolated from an Antarctic microbial mat. Arch Microbiol. 2000;173(4):269-277."
430,"Franzmann PD, Liu Y, Balkwill DL, Aldrich HC, De Macario EC, Boone DR. Methanogenium frigidum sp. nov., a psychrophilic, H2using methanogen from Ace Lake, Antarctica. Int J Syst Bacteriol. 1997;47(4):1068-1072."
431,"Mikucki JA, Liu Y, Delwiche M, Colwell FS, Boone DR. Isolation of a methanogen from deep marine sediments that contain methane hydrates, and description of Methanoculleus submarinus sp. nov. Appl Environ Microbiol. 2003;69(6):3311-3316."
432,"Seo HJ, Bae SS, Lee JH, Kim SJ. Photobacterium frigidiphilum sp. nov., a psychrophilic, lipolytic bacterium isolated from deep-sea sediments of Edison Seamount. Int J Syst Evol Microbiol. 2005;55(4):1661-1666."
433,"Völkl P, Huber R, Drobner E, Rachel R, Burggraf S, Trincone A, et al. Pyrobaculum aerophilum sp. nov., a novel nitrate-reducing hyperthermophilic archaeum. Appl Environ Microbiol. 1993;59(9):2918-2926."
434,"Amo T, Paje MLF, Inagaki A, Ezaki S, Atomi H, Imanaka T. Pyrobaculum calidifontis sp. nov., a novel hyperthermophilic archaeon that grows in atmospheric air. Archaea. 2002;1(2):113-121."
435,"Dirmeier R, Keller M, Hafenbradl D, Braun FJ, Rachel R, Burggraf S, et al. Thermococcus acidaminovorans sp. nov., a new hyperthermophilic alkalophilic archaeon growing on amino acids. Extremophiles. 1998;2(2):109-114."
436,"Paper W, Jahn U, Hohn MJ, Kronner M, Näther DJ, Burghardt T, et al. Ignicoccus hospitalis sp. nov., the host of ‘Nanoarchaeum equitans’. Int J Syst Evol Microbiol. 2007;57(4):803-808."
437,"Rainey FA, Silva J, Nobre MF, Silva MT, da Costa MS. Porphyrobacter cryptus sp. nov., a novel slightly thermophilic, aerobic, bacteriochlorophyll a-containing species. Int J Syst Evol Microbiol. 2003;53(1):35-41."
438,"Feller G, Narinx E, Arpigny JL, Zekhnini Z, Swings J, Gerday C. Temperature dependence of growth, enzyme secretion and activity of psychrophilic Antarctic bacteria. Appl Microbiol Biotechnol. 1994;41(4):477-479."
439,"Shcherbakova V, Rivkina E, Laurinavichuis K, Pecheritsina S, Gilichinsky D. Physiological characteristics of bacteria isolated from water brines within permafrost. Int J Astrobiology. 2004;3(01):37-43."
440,"Shcherbakova VA, Chuvilskaya NA, Rivkina EM, Pecheritsyna SA, Laurinavichius KS, Suzina NE, et al. Novel psychrophilic anaerobic spore-forming bacterium from the overcooled water brine in permafrost: description Clostridium algoriphilum sp. nov. Extremophiles. 2005;9(3):239-246."
441,"Bowman Jp, Gosink Jj, McCammon SA, Lewis TE, Nichols DS, Nichols PD, et al. Colwellia demingiae sp. nov., Colwellia hornerae sp. nov., Colwellia rossensis sp. nov. and Colwellia psychrotropica sp. nov.: psychrophilic Antarctic species with the ability to synthesize docosahexaenoic acid (22: ω63). Int J Syst Bacteriol. 1998;48(4):1171-1180."
442,"Nogi Y, Kato C, Horikoshi K. Psychromonas kaikoae sp. nov., a novel from the deepest piezophilic bacterium cold-seep sediments in the Japan Trench. Int J Syst Evol Microbiol. 2002;52(5):1527-1532."
443,"Membré JM, Leporq B, Vialette M, Mettler E, Perrier L, Thuault D, et al. Temperature effect on bacterial growth rate: quantitative microbiology approach including cardinal values and variability estimates to perform growth simulations on/in food. Int J Food Microbiol. 2005;100(1):179-186."
444,"Blankenship LC, Craven SE, Leffler RG, Custer C. Growth of Clostridium perfringens in cooked chili during cooling. Appl Environ Microbiol. 1988;54(5):1104-1108."
445,"Juneja VK, Novak JS, Marks HM, Gombas DE. Growth of Clostridium perfringens from spore inocula in cooked cured beef: development of a predictive model. Innov Food Sci Emerg Technol. 2001;2(4):289-301."
446,"Juneja VK, Marks H, Thippareddi H. Predictive model for growth of Clostridium perfringens during cooling of cooked uncured beef. Food Microbiol. 2008;25(1):42-55."
447,"Mackey BM, Kerridge AL. The effect of incubation temperature and inoculum size on growth of salmonellae in minced beef. Int J Food Microbiol. 1988;6(1):57-65."
448,"Dickson JS, Siragusa GR, Wray JE. Predicting the growth of Salmonella typhimurium on beef by using the temperature function integration technique. Appl Environ Microbiol. 1992;58(11):3482-3487."
449,"Leroi F, Fall PA, Pilet MF, Chevalier F, Baron R. Influence of temperature, pH and NaCl concentration on the maximal growth rate of Brochothrix thermosphacta and a bioprotective bacteria Lactococcus piscium CNCM I-4031. Food Microbiol. 2012;31(2):222-228."
450,"Baranyi J, Robinson TP, Kaloti A, Mackey BM. Predicting growth of Brochothrix thermosphacta at changing temperature. Int J Food Microbiol. 1995;27(1):61-75."
451,"Schaechter M, Maaløe O, Kjeldgaard NO. Dependency on medium and temperature of cell size and chemical composition during balanced growth of Salmonella typhimurium. J Gen Microbiol. 1958;19(3):592-606."
452,"Pierson BK, Castenholz RW. A phototrophic gliding filamentous bacterium of hot springs, Chloroflexus aurantiacus, gen. and sp. nov. Arch Microbiol. 1974;100(1):5-24."
453,"Labbe RG, Huang TH. Generation times and modeling of enterotoxinpositive and enterotoxin-negative strains of Clostridium perfringens in laboratory media and ground beef. J Food Prot. 1995;58(12):1303-1306."
454,"Herendeen SL, Vanbogelen RA, Neidhardt FC. Levels of major proteins of Escherichia coli during growth at different temperatures. J Bacteriol. 1979;139(1):185-194."
455,"Heitzer A, Kohler H, Reichert P, Hamer G. Utility of phenomenological models for describing temperature dependence of bacterial growth. Appl Environ Microbiol. 1991;57(9):2656-2665."
456,"Al-Awadhi N, Egli T, Hamer G. Growth characteristics of a thermotolerant methylotrophic Bacillus sp. (NCIB 12522) in batch culture. Appl Microbiol Biotechnol. 1988;29(5):485-493."
457,"Park SY, Ha SD. Effect of temperature on the growth kinetics and predictive growth model of Aeromonas hydrophila on squid (Sepioteuthis sepioidea). Food Sci Biotechnol. 2014;23(1):307-312."
458,"Choa BY, Carter CG, Battaglene SC. Effects of temperature regime on growth and development of post-larval striped trumpeter (Latris lineata). Aquaculture. 2010;305(1):95-101."
459,"Saiki T, Kobayashi Y, Kawagoe K, Beppu T. Dictyoglomus thermophilum gen. nov., sp. nov., a chemoorganotrophic, anaerobic, thermophilic bacterium. Int J Syst Bacteriol. 1985;35(3):253-259."
460,"Kuhn HJ, Cometta S, Fiechter A. Effects of growth temperature on maximal specific growth rate, yield, maintenance, and death rate in glucose-limited continuous culture of the thermophilic Bacillus caldotenax. Eur J Appl Microbiol. 1980;10(4):303-315."
461,"Takai K, Suzuki M, Nakagawa S, Miyazaki M, Suzuki Y, Inagaki F, et al. Sulfurimonas paralvinellae sp. nov., a novel mesophilic, hydrogen-and sulfur-oxidizing chemolithoautotroph within the Epsilonproteobacteria isolated from a deep-sea hydrothermal vent polychaete nest, reclassification of Thiomicrospira denitrificans as Sulfurimonas denitrificans comb. nov. and emended description of the genus Sulfurimonas. Int J Syst Evol Microbiol. 2006;56(8):1725-1733."
462,"Schönheit P, Moll J, Thauer RK. Growth parameters (Ks, μmax, Ys ) of Methanobacterium thermoautotrophicum. Arch Microbiol. 1980;127(1):59-65."
463,"Belkin S, Jannasch HW. A new extremely thermophilic, sulfur-reducing heterotrophic, marine bacterium. Arch Microbiol. 1985;141(3):181-186."
464,"Belkin S, Wirsen CO, Jannasch HW. A new sulfur-reducing, extremely thermophilic eubacterium from a submarine thermal vent. Appl Environ Microbiol. 1986;51(6):1180-1185."
465,"Huber R, Stöhr J, Hohenhaus S, Rachel R, Burggraf S, Jannasch HW, et al. Thermococcus chitonophagus sp. nov., a novel, chitin-degrading, hyperthermophilic archaeum from a deep-sea hydrothermal vent environment. Arch Microbiol. 1995;164(4):255-264."
466,"Amend JP, D’Arcy R, Sheth SN, Zolotova N, Amend AC. Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Arch Microbiol. 2003;179(6):394-401."
467,"González JM, Sheckells D, Viebahn M, Krupatkina D, Borges KM, Robb FT. Thermococcus waiotapuensis sp. nov., an extremely thermophilic archaeon isolated from a freshwater hot spring. Arch Microbiol. 1999;172(2):95-101."
468,"Duffaud GD, d’Hennezel OB, Peek AS, Reysenbach AL, Kelly RM. Isolation and characterization of Thermococcus barossii, sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent flange formation. Syst Appl Microbiol. 1998;21(1):40-49."
469,"Cambon-Bonavita MA, Lesongeur F, Pignet P, Wery N, Lambert C, Godfroy A, et al. Extremophiles, thermophily section, species description Thermococcus atlanticus sp. nov., a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent in the Mid-Atlantic Ridge. Extremophiles. 2003;7(2):101-109."
470,"Hazeleger WC, Wouters JA, Rombouts FM, Abee T. Physiological activity of Campylobacter jejuni far below the minimal growth temperature. Appl Environ Microbiol. 1998;64(10):3917-3922."
471,"Fiala G, Stetter KO. Pyrococcus furiosus sp. nov. represents a novel genus of marine heterotrophic archaebacteria growing optimally at 100 C. Arch Microbiol. 1986;145(1):56-61."
472,"Huber R, Kristjansson JK, Stetter KO. Pyrobaculum gen. nov., a new genus of neutrophilic, rod-shaped archaebacteria from continental solfataras growing optimally at 100 C. Arch Microbiol. 1987;149(2):95-101."
473,"Pikuta E, Lysenko A, Chuvilskaya N, Mendrock U, Hippe H, Suzina N, et al. Anoxybacillus pushchinensis gen. nov., sp. nov., a novel anaerobic, alkaliphilic, moderately thermophilic bacterium from manure, and description of Anoxybacillus flavitherms comb. nov. Int J Syst Evol Microbiol. 2000;50(6):2109-2117."
474,"Marteinsson VT, Birrien JL, Reysenbach AL, Vernet M, Marie D, Gambacorta A, et al. Thermococcus barophilus sp. nov., a new barophilic and hyperthermophilic archaeon isolated under high hydrostatic pressure from a deep-sea hydrothermal vent. Int J Syst Bacteriol. 1999;49(2):351-359."
475,"Riessen S, Antranikian G. Isolation of Thermoanaerobacter keratinophilus sp. nov., a novel thermophilic, anaerobic bacterium with keratinolytic activity. Extremophiles. 2001;5(6):399-408."
476,"Mori K, Kim H, Kakegawa T, Hanada S. A novel lineage of sulfatereducing microorganisms: Thermodesulfobiaceae fam. nov., Thermodesulfobium narugense, gen. nov., sp. nov., a new thermophilic isolate from a hot spring. Extremophiles. 2003;7(4):283-290."
477,"Haridon S, Miroshnichenko M, Hippe H, Fardeau M, BonchOsmolovskaya E, Stackebrandt E, et al. Thermosipho geolei sp. nov., a thermophilic bacterium isolated from a continental petroleum reservoir in Western Siberia. Int J Syst Evol Microbiol. 2001;51(4):1327-1334."
478,"Takahata Y, Nishijima M, Hoaki T, Maruyama T. Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp. nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan. Int J Syst Evol Microbiol. 2001;51(5):1901-1909."
479,"Hafenbradl D, Keller M, Dirmeier R, Rachel R, Roßnagel P, Burggraf S, et al. Ferroglobus placidus gen. nov., sp. nov., a novel hyperthermophilic archaeum that oxidizes Fe2+ at neutral pH under anoxic conditions. Arch Microbiol. 1996;166(5):308-314."
480,"Sowers KR, Baron SF, Ferry JG. Methanosarcina acetivorans sp. nov., an acetotrophic methane-producing bacterium isolated from marine sediments. Appl Environ Microbiol. 1984;47(5):971-978."
481,"Takai K, Sugai A, Itoh T, Horikoshi K. Palaeococcus ferrophilus gen. nov., sp. nov., a barophilic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney. Int J Syst Evol Microbiol. 2000;50(2):489-500."
482,"Chen MY, Tsay SS, Chen KY, Shi YC, Lin YT, Lin GH. Pseudoxanthomonas taiwanensis sp. nov., a novel thermophilic, N2Oproducing species isolated from hot springs. Int J Syst Evol Microbiol. 2002;52(6):2155-2161."
483,"Takai K, Horikoshi K. Thermosipho japonicus sp. nov., an extremely thermophilic bacterium isolated from a deep-sea hydrothermal vent in Japan. Extremophiles. 2000;4(1):9-17."
484,"Takai K, Komatsu T, Horikoshi K. Hydrogenobacter subterraneus sp. nov., an extremely thermophilic, heterotrophic bacterium unable to grow on hydrogen gas, from deep subsurface geothermal water. Int J Syst Evol Microbiol. 2001;51(4):1425-1435."
485,"Kurosawa N, Itoh YH, Iwai T, Sugai A, Uda I, Kimura N, et al. Sulfurisphaera ohwakuensis gen. nov., sp. nov., a novel extremely thermophilic acidophile of the order Sulfolobales. Int J Syst Bacteriol. 1998;48(2):451-456."
486,"Jeanthon C, Reysenbach AL, L’Haridon S, Gambacorta A, Pace NR, Glénat P, et al. Thermotoga subterranea sp. nov., a new thermophilic bacterium isolated from a continental oil reservoir. Arch Microbiol. 1995;164(2):91-97."
487,"Antoine E, Cilia V, Meunier J, Guezennec J, Lesongeur F, Barbier G. Thermosipho melanesiensis sp. nov., a new thermophilic anaerobic bacterium belonging to the order Thermotogales, isolated from deep-sea hydrothermal vents in the southwestern Pacific Ocean. Int J Syst Bacteriol. 1997;47(4):1118-1123."
488,"Keller M, Braun FJ, Dirmeier R, Hafenbradl D, Burggraf S, Rachel R, et al. Thermococcus alcaliphilus sp. nov., a new hyperthermophilic archaeum growing on polysulfide at alkaline pH. Arch Microbiol. 1995;164(6):390-395."
489,"Godfroy A, Meunier JR, Guezennec J, Lesongeur F, Raguenes G, Rimbault A, et al. Thermococcus fumicolans sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent in the North Fiji Basin. Int J Syst Bacteriol. 1996;46(4):1113-1119."
490,"Zhao Y, Boone DR, Mah RA, Boone JE, Xun L. Isolation and characterization of Methanocorpusculum labreanum sp. nov. from the LaBrea Tar Pits. Int J Syst Bacteriol. 1989;39(1):10-13."
491,"Kadam PC, Ranade DR, Mandelco L, Boone DR. Isolation and characterization of Methanolobus bombayensis sp. nov., a methylotrophic methanogen that requires high concentrations of divalent cations. Int J Syst Bacteriol. 1994;44(4):603-607."
492,"Zhilina TN, Garnova ES, Tourova TP, Kostrikina NA, Zavarzin GA. Halonatronum saccharophilum gen. nov. sp. nov.: a new haloalkaliphilic bacterium of the order Haloanaerobiales from Lake Magadi. Microbiology. 2001;70(1):64-72."
493,"Kotsyurbenko OR, Simankova MV, Nozhevnikova AN, Zhilina TN, Bolotina NP, Lysenko AM, et al. New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov. Arch Microbiol. 1995;163(1):29-34."
494,"Zhilina TN, Zavarzin GA, Detkova EN, Rainey FA. Natroniella acetigena gen. nov. sp. nov., an extremely haloalkaliphilic, homoacetic bacterium: a new member of Haloanaerobiales. Curr Microbiol. 1996;32(6):320-326."
495,"Mountfort DO, Rainey FA, Burghardt J, Kaspar HF, Stackebrandt E. Psychromonas antarcticus gen. nov., sp. nov., a new aerotolerant anaerobic, halophilic psychrophile isolated from pond sediment of the McMurdo Ice Shelf, Antarctica. Arch Microbiol. 1998;169(3):231-238."
496,"Simankova MV, Parshina SN, Tourova TP, Kolganova TV, Zehnder AJB, Nozhevnikova AN. Methanosarcina lacustris sp. nov., a new psychrotolerant methanogenic archaeon from anoxic lake sediments. Syst Appl Microbiol. 2001;24(3):362-367."
497,"Durand P, Reysenbach AL, Prieur D, Pace N. Isolation and characterization of Thiobacillus hydrothermalis sp. nov., a mesophilic obligately chemolithotrophic bacterium isolated from a deep-sea hydrothermal vent in Fiji Basin. Arch Microbiol. 1993;159(1):39-44."
498,"Zhilina T, Garnova E, Tourova T, Kostrikina N, Zavarzin G. Amphibacillus fermentum sp. nov. and Amphibacillus tropicus sp. nov., new alkaliphilic, facultatively anaerobic, saccharolytic bacilli from Lake Magadi. Microbiology. 2001;70(6):711-722."
499,"Zhang G, Jiang N, Liu X, Dong X. Methanogenesis from methanol at low temperatures by a novel psychrophilic methanogen, ‘Methanolobus psychrophilus’ sp. nov., prevalent in Zoige wetland of the Tibetan plateau. Appl Environ Microbiol. 2008;74(19):6114-6120."
500,"Rivard CJ, Henson JM, Thomas MV, Smith PH. Isolation and characterization of Methanomicrobium paynteri sp. nov., a mesophilic methanogen isolated from marine sediments. Appl Environ Microbiol. 1983;46(2):484-490."
501,"Garnova ES, Zhilina TN, Tourova TP, Lysenko AM. Anoxynatronum sibiricum gen. nov., sp. nov. alkaliphilic saccharolytic anaerobe from cellulolytic community of Nizhnee Beloe (Transbaikal region). Extremophiles. 2003;7(3):213-220."
502,"Chong SC, Liu Y, Cummins M, Valentine DL, Boone DR. Methanogenium marinum sp. nov., a H2-using methanogen from Skan Bay, Alaska, and kinetics of H2 utilization. Antonie van Leeuwenhoek. 2002;81(14):263-270."
503,"Mountfort DO, Rainey FA, Burghardt J, Kaspar HF, Stackebrandt E. Clostridium vincentii sp. nov., a new obligately anaerobic, saccharolytic, psychrophilic bacterium isolated from low-salinity pond sediment of the McMurdo Ice Shelf, Antarctica. Arch Microbiol. 1997;167(1):54-60."
504,"Kevbrina MV, Okhapkina AA, Akhlynin DS, Kravchenko IK, Nozhevnikova AN, Gal’chenko VF. Growth of mesophilic methanotrophs at low temperatures. Microbiology. 2001;70(4):384-391."
505,"Fiala G, Stetter KO, Jannasch HW, Langworthy TA, Madon J. Staphylothermus marinus sp. nov. represents a novel genus of extremely thermophilic submarine heterotrophic archaebacteria growing up to 98o C. Syst Appl Microbiol. 1986;8(1):106-113."
506,"Willardsen R, Busta F, Allen C, Smith L. Growth and survival of Clostridium perfringens during constantly rising temperatures. J Food Sci. 1978;43(2):470-475."
507,"Pledger RJ, Baross JA. Characterization of an extremely thermophilic archaebacterium isolated from a black smoker polychaete (Paralvinella sp.) at the Juan de Fuca Ridge. Syst Appl Microbiol. 1989;12(3):249-256."
508,"Lee YJ, Romanek CS, Wiegel J. Clostridium aciditolerans sp. nov., an acid-tolerant spore-forming anaerobic bacterium from constructed wetland sediment. Int J Syst Evol Microbiol. 2007;57(2):311-315."
509,"Simankova MV, Kotsyurbenko OR, Stackebrandt E, Kostrikina NA, Lysenko AM, Osipov GA, et al. Acetobacterium tundrae sp. nov., a new psychrophilic acetogenic bacterium from tundra soil. Arch Microbiol. 2000;174(6):440-447."
