GOLD_ID,NCBI_TAXONOMY_ID,DOMAIN,ORGANISM_NAME,SPECIES,METABOLISM
Go0013837,1122158,BACTERIAL,Leeia oryzae DSM 17879,Leeia oryzae,Nitrate reducer
Go0013878,1286171,BACTERIAL,Peptoclostridium acidaminophilum al-2,Peptoclostridium acidaminophilum,Acetate producer
Go0013878,1286171,BACTERIAL,Peptoclostridium acidaminophilum al-2,Peptoclostridium acidaminophilum,Aminoacid degrading
Go0013882,1121412,BACTERIAL,Desulfomicrobium thermophilum DSM 16697,Desulfomicrobium thermophilum,Sulfate reducer
Go0013883,1121413,BACTERIAL,Desulfonatronovibrio hydrogenovorans DSM 9292,Desulfonatronovibrio hydrogenovorans,Sulfate reducer
Go0013885,1121415,BACTERIAL,Desulfonauticus autotrophicus DSM 4206,Desulfonauticus autotrophicus,Sulfate reducer
Go0013886,1121416,BACTERIAL,Desulfopila aestuarii DSM 18488,Desulfopila aestuarii,Sulfate reducer
Go0013889,1121419,BACTERIAL,Desulfosporosinus hippei DSM 8344,Desulfosporosinus hippei,Sulfate reducer
Go0013890,1121420,BACTERIAL,Desulfosporosinus lacus DSM 15449,Desulfosporosinus lacus,Sulfate reducer
Go0013890,1121420,BACTERIAL,Desulfosporosinus lacus DSM 15449,Desulfosporosinus lacus,Thiosulfate reducer
Go0013891,1121421,BACTERIAL,Desulfotomaculum aeronauticum DSM 10349,Desulfotomaculum aeronauticum,Thiosulfate reducer
Go0013892,1121422,BACTERIAL,Desulfallas alcoholivorax DSM 16058,Desulfallas alcoholivorax,Sulfate reducer
Go0013893,1121423,BACTERIAL,Desulfohalotomaculum alkaliphilum DSM 12257,Desulfohalotomaculum alkaliphilum,Sulfate reducer
Go0013895,1121425,BACTERIAL,Desulfofundulus australicus DSM 11792,Desulfofundulus australicus,Sulfate reducer
Go0013899,1121429,BACTERIAL,Desulfotomaculum putei DSM 12395,Desulfotomaculum putei,Sulfate reducer
Go0013900,1121430,BACTERIAL,Desulfofundulus thermocisternus DSM 10259,Desulfofundulus thermocisternus,Sulfate reducer
Go0013902,1121432,BACTERIAL,Desulfofundulus thermosubterraneus DSM 16057,Desulfofundulus thermosubterraneus,Sulfate reducer
Go0013907,1122175,BACTERIAL,Leucobacter chironomi DSM 19883,Leucobacter chironomi,Nitrate reducer
Go0013921,1122190,BACTERIAL,Mannheimia granulomatis DSM 19156,Mannheimia granulomatis,Nitrate reducer
Go0013923,1122192,BACTERIAL,Marinactinospora thermotolerans DSM 45154,Marinactinospora thermotolerans,Nitrate reducer
Go0013928,1120935,BACTERIAL,Actinokineospora inagensis DSM 44258,Actinokineospora inagensis,Nitrate reducer
Go0013937,1120945,BACTERIAL,Actinomyces neuii neuii DSM 8576,Actinomyces neuii,Nitrate reducer
Go0013957,1121435,BACTERIAL,Desulfocurvibacter africanus DSM 2603,Desulfocurvibacter africanus,Sulfate reducer
Go0013958,1121436,BACTERIAL,Desulfovibrio alaskensis DSM 16109,Desulfovibrio alaskensis,Sulfate reducer
Go0013958,1121436,BACTERIAL,Desulfovibrio alaskensis DSM 16109,Desulfovibrio alaskensis,Thiosulfate reducer
Go0013959,1121438,BACTERIAL,Desulfovibrio alcoholivorans DSM 5433,Desulfovibrio alcoholivorans,Sulfate reducer
Go0013961,1121440,BACTERIAL,Desulfovibrio aminophilus DSM 12254,Desulfovibrio aminophilus,Aminoacid degrading
Go0013961,1121440,BACTERIAL,Desulfovibrio aminophilus DSM 12254,Desulfovibrio aminophilus,Sulfate reducer
Go0013962,1121441,BACTERIAL,Desulfovibrio bastinii DSM 16055,Desulfovibrio bastinii,Sulfate reducer
Go0013964,1121443,BACTERIAL,Desulfovibrio cuneatus DSM 11391,Desulfovibrio cuneatus,Sulfate reducer
Go0013966,1121445,BACTERIAL,Desulfovibrio desulfuricans desulfuricans DSM 642,Desulfovibrio desulfuricans,Sulfate reducer
Go0013969,1121448,BACTERIAL,"Desulfovibrio gigas DSM 1382, ATCC 19364",Desulfovibrio gigas,Sulfate reducer
Go0013970,1121449,BACTERIAL,Desulfovibrio gracilis DSM 16080,Desulfovibrio gracilis,Sulfate reducer
Go0013972,1121451,BACTERIAL,"Desulfovibrio hydrothermalis AM13, DSM 14728",Desulfovibrio hydrothermalis,Sulfate reducer
Go0013974,1121453,BACTERIAL,Desulfovibrio inopinatus DSM 10711,Desulfovibrio inopinatus,Sulfate reducer
Go0013974,1121453,BACTERIAL,Desulfovibrio inopinatus DSM 10711,Desulfovibrio inopinatus,Thiosulfate reducer
Go0013979,1122196,BACTERIAL,Marinitoga okinawensis DSM 17373,Marinitoga okinawensis,Sulfur reducer
Go0013986,1122203,BACTERIAL,Marinococcus halotolerans DSM 16375,Marinococcus halotolerans,Nitrate reducer
Go0013991,1122209,BACTERIAL,Marinospirillum alkaliphilum DSM 21637,Marinospirillum alkaliphilum,Nitrate reducer
Go0013993,1122211,BACTERIAL,Marinospirillum insulare DSM 21763,Marinospirillum insulare,Nitrate reducer
Go0013994,1122212,BACTERIAL,Marinospirillum minutulum DSM 6287,Marinospirillum minutulum,Nitrate reducer
Go0014004,1120957,BACTERIAL,Aggregatibacter actinomycetemcomitans sv. C DSM 8324,Aggregatibacter actinomycetemcomitans,Nitrate reducer
Go0014017,1120970,BACTERIAL,Aliagarivorans taiwanensis DSM 22990,Aliagarivorans taiwanensis,Nitrate reducer
Go0014027,1121456,BACTERIAL,Desulfovibrio longus DSM 6739,Desulfovibrio longus,Sulfate reducer
Go0014027,1121456,BACTERIAL,Desulfovibrio longus DSM 6739,Desulfovibrio longus,Thiosulfate reducer
Go0014028,1121457,BACTERIAL,Halodesulfovibrio marinisediminis DSM 17456,Halodesulfovibrio marinisediminis,Sulfate reducer
Go0014029,1121458,BACTERIAL,Desulfovibrio mexicanus DSM 13116,Desulfovibrio mexicanus,Sulfate reducer
Go0014030,1121459,BACTERIAL,Desulfovibrio oxyclinae DSM 11498,Desulfovibrio oxyclinae,Sulfate reducer
Go0014030,1121459,BACTERIAL,Desulfovibrio oxyclinae DSM 11498,Desulfovibrio oxyclinae,Sulfur reducer
Go0014030,1121459,BACTERIAL,Desulfovibrio oxyclinae DSM 11498,Desulfovibrio oxyclinae,Thiosulfate reducer
Go0014031,1121460,BACTERIAL,Desulfovibrio paquesii DSM 16681,Desulfovibrio paquesii,Hydrogen metabolizer
Go0014031,1121460,BACTERIAL,Desulfovibrio paquesii DSM 16681,Desulfovibrio paquesii,Sulfate reducer
Go0014031,1121460,BACTERIAL,Desulfovibrio paquesii DSM 16681,Desulfovibrio paquesii,Thiosulfate reducer
Go0014032,1121461,BACTERIAL,Desulfovibrio psychrotolerans DSM 19430,Desulfovibrio psychrotolerans,Sulfate reducer
Go0014033,1121462,BACTERIAL,Desulfovibrio putealis DSM 16056,Desulfovibrio putealis,Sulfate reducer
Go0014034,1121463,BACTERIAL,Desulfovibrio senezii DSM 8436,Desulfovibrio senezii,Sulfate reducer
Go0014035,1121464,BACTERIAL,Desulfovibrio sulfodismutans DSM 3696,Desulfovibrio sulfodismutans,Sulfate reducer
Go0014037,1121466,BACTERIAL,Desulfovibrio vietnamensis DSM 10520,Desulfovibrio vietnamensis,Sulfate reducer
Go0014037,1121466,BACTERIAL,Desulfovibrio vietnamensis DSM 10520,Desulfovibrio vietnamensis,Thiosulfate reducer
Go0014038,1121467,BACTERIAL,Desulfovibrio zosterae DSM 11974,Desulfovibrio zosterae,Sulfate reducer
Go0014039,1121468,BACTERIAL,Desulfovirgula thermocuniculi DSM 16036,Desulfovirgula thermocuniculi,Sulfate reducer
Go0014040,1121469,BACTERIAL,Desulfurella kamchatkensis DSM 10409,Desulfurella kamchatkensis,Sulfate reducer
Go0014043,1121472,BACTERIAL,Desulfurispora thermophila DSM 16022,Desulfurispora thermophila,Sulfate reducer
Go0014044,240166,BACTERIAL,Desulfurobacterium pacificum DSM 15522,Desulfurobacterium pacificum,Sulfur reducer
Go0014044,240166,BACTERIAL,Desulfurobacterium pacificum DSM 15522,Desulfurobacterium pacificum,Thiosulfate reducer
Go0014047,1121476,BACTERIAL,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans,Sulfur reducer
Go0014047,1121476,BACTERIAL,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans,Thiosulfate reducer
Go0014111,106370,BACTERIAL,Frankia casuarinae CcI3,Frankia casuarinae,Nitrogen fixation
Go0014193,1123501,BACTERIAL,Wenxinia marina DSM 24838,Wenxinia marina,Nitrate reducer
Go0014227,1033732,BACTERIAL,Alistipes senegalensis JC50,Alistipes senegalensis,Succinic acid production
Go0014232,1088721,BACTERIAL,Novosphingobium pentaromativorans US6-1,Novosphingobium pentaromativorans,Degrades aromatic hydrocarbons
Go0014287,172088,BACTERIAL,Bradyrhizobium sp. th.b2,Bradyrhizobium sp. th.b2,Nitrogen fixation
Go0014527,1122947,BACTERIAL,Pelosinus fermentans R7,Pelosinus fermentans,Iron reducer
Go0014981,1117941,BACTERIAL,Lactococcus lactis lactis NCDO 2118,Lactococcus lactis,Prototrophic
Go0015228,1109445,BACTERIAL,Pseudomonas stutzeri SDM-LAC,Pseudomonas stutzeri,Denitrifying
Go0015576,864803,BACTERIAL,"Clostridium beijerinckii SA-1, ATCC 35702",Clostridium beijerinckii,Solvent producer
Go0015581,1045012,BACTERIAL,Hungateiclostridium clariflavum 4-2a,Hungateiclostridium clariflavum,Cellulose degrader
Go0015628,267377,ARCHAEAL,Methanococcus maripaludis S2,Methanococcus maripaludis,Hydrogenotrophic
Go0015628,267377,ARCHAEAL,Methanococcus maripaludis S2,Methanococcus maripaludis,Methanogen
Go0015628,267377,ARCHAEAL,Methanococcus maripaludis S2,Methanococcus maripaludis,Nitrogen fixation
Go0015824,162176,BACTERIAL,Azospira sp. KJ,Azospira sp. KJ,Chlorate-reducer
Go0015824,162176,BACTERIAL,Azospira sp. KJ,Azospira sp. KJ,Fatty-acid-oxidizer
Go0015910,903524,BACTERIAL,Isoptericola variabilis J5,Isoptericola variabilis,Cellulose degrader
Go0015910,903524,BACTERIAL,Isoptericola variabilis J5,Isoptericola variabilis,Xylan degrader
Go0015937,1125863,BACTERIAL,Deferrisoma camini S3R1,Deferrisoma camini,Iron reducer
Go0016180,632292,BACTERIAL,Caldicellulosiruptor hydrothermalis 108,Caldicellulosiruptor hydrothermalis,Biomass degrader
Go0016180,632292,BACTERIAL,Caldicellulosiruptor hydrothermalis 108,Caldicellulosiruptor hydrothermalis,Cellulose degrader
Go0016180,632292,BACTERIAL,Caldicellulosiruptor hydrothermalis 108,Caldicellulosiruptor hydrothermalis,Nitrogen producer
Go0016181,632518,BACTERIAL,Caldicellulosiruptor owensensis OL,Caldicellulosiruptor owensensis,Biomass degrader
Go0016181,632518,BACTERIAL,Caldicellulosiruptor owensensis OL,Caldicellulosiruptor owensensis,Cellulose degrader
Go0016181,632518,BACTERIAL,Caldicellulosiruptor owensensis OL,Caldicellulosiruptor owensensis,Nitrogen producer
Go0016203,1138384,BACTERIAL,Hungateiclostridium thermocellum AD2,Hungateiclostridium thermocellum,Cellulose degrader
Go0016215,1091507,BACTERIAL,Citrobacter freundii ADS47,Citrobacter freundii,Nitrate reducer
Go0016336,1136177,BACTERIAL,Lactobacillus pentosus KCA1,Lactobacillus pentosus,Lactose fermenting
Go0016393,1050222,BACTERIAL,Paenibacillus sp. Aloe-11,Paenibacillus sp. Aloe-11,Nitrogen fixation
Go0016438,940265,BACTERIAL,Acetobacter pasteurianus pasteurianus LMG 1262,Acetobacter pasteurianus,Acid-producing
Go0016438,940265,BACTERIAL,Acetobacter pasteurianus pasteurianus LMG 1262,Acetobacter pasteurianus,Nitrogen fixation
Go0016491,1138452,BACTERIAL,Bacillus megaterium NCT-2,Bacillus megaterium,Saprotroph
Go0016501,1134454,BACTERIAL,Cutibacterium acnes HL096PA1,Cutibacterium acnes,Nitrate reducer
Go0016609,1127120,BACTERIAL,Klebsiella oxytoca pKOX_NDM1,Klebsiella oxytoca,Ethanol production
Go0016610,1134455,BACTERIAL,Klebsiella oxytoca 11492-1,Klebsiella oxytoca,Ethanol production
Go0016619,1108963,BACTERIAL,Lactobacillus salivarius SMXD51,Lactobacillus salivarius,Homofermentative
Go0016675,1123519,BACTERIAL,"Pseudomonas stutzeri JM3000, DSM 10701",Pseudomonas stutzeri,Nitrogen fixation
Go0016676,1051974,BACTERIAL,Granulibacter bethesdensis CGDNIH2,Granulibacter bethesdensis,Acetate oxidizer
Go0016915,1132497,ARCHAEAL,Sulfolobus islandicus M.16.2,Sulfolobus islandicus,Sulfide oxidizer
Go0016916,1132498,ARCHAEAL,Sulfolobus islandicus M.16.12,Sulfolobus islandicus,Sulfide oxidizer
Go0016917,1132499,ARCHAEAL,Sulfolobus islandicus M.16.13,Sulfolobus islandicus,Sulfide oxidizer
Go0016949,1132500,ARCHAEAL,Sulfolobus islandicus M.16.22,Sulfolobus islandicus,Sulfide oxidizer
Go0016950,1132501,ARCHAEAL,Sulfolobus islandicus M.16.23,Sulfolobus islandicus,Sulfide oxidizer
Go0016951,1132502,ARCHAEAL,Sulfolobus islandicus M.16.30,Sulfolobus islandicus,Sulfide oxidizer
Go0016952,1132503,ARCHAEAL,Sulfolobus islandicus M.16.40,Sulfolobus islandicus,Sulfide oxidizer
Go0016953,1132504,ARCHAEAL,Sulfolobus islandicus M.16.43,Sulfolobus islandicus,Sulfide oxidizer
Go0016954,1132505,ARCHAEAL,Sulfolobus islandicus M.16.46,Sulfolobus islandicus,Sulfide oxidizer
Go0016955,1132506,ARCHAEAL,Sulfolobus islandicus M.16.47,Sulfolobus islandicus,Sulfide oxidizer
Go0017275,1064515,BACTERIAL,Dolichospermum circinale ACFR02,Dolichospermum circinale,Nitrogen fixation
Go0017288,1071390,BACTERIAL,Acinetobacter sp. NBRC 100985,Acinetobacter sp. NBRC 100985,Lactose fermenting
Go0017330,566679,BACTERIAL,Bradyrhizobium sp. ORS 375,Bradyrhizobium sp. ORS 375,Nitrogen fixation
Go0017607,1094508,BACTERIAL,"Thermoanaerobacterium saccharolyticum JW/SL-YS485, DSM 8691",Thermoanaerobacterium saccharolyticum,Xylan degrader
Go0017728,1114921,BACTERIAL,Citrobacter werkmanii NBRC 105721,Citrobacter werkmanii,Lactose fermenting
Go0017797,1128399,BACTERIAL,Rhizobium phaseoli Ch24-10,Rhizobium phaseoli,Nitrogen fixation
Go0017864,1133569,BACTERIAL,Lactobacillus vini DSM 20605,Lactobacillus vini,Homofermentative
Go0017918,1134912,BACTERIAL,Methylocystis parvus OBBP,Methylocystis parvus,Nitrogen fixation
Go0018176,499,BACTERIAL,Thermomicrobium sp. HL1,Thermomicrobium sp. HL1,Denitrifying
Go0018904,203119,BACTERIAL,Hungateiclostridium thermocellum ATCC 27405,Hungateiclostridium thermocellum,Cellulose degrader
Go0018904,203119,BACTERIAL,Hungateiclostridium thermocellum ATCC 27405,Hungateiclostridium thermocellum,Ethanogenic
Go0018926,1402,BACTERIAL,Bacillus licheniformis 1.1B,Bacillus licheniformis,Acetate oxidizer
Go0019017,1123388,BACTERIAL,Thermus igniterrae ATCC 700962,Thermus igniterrae,Nitrate reducer
Go0019167,1167006,BACTERIAL,Desulfocapsa sulfexigens DSM 10523,Desulfocapsa sulfexigens,Sulfur metabolizing
Go0019174,1352929,BACTERIAL,Frankia sp. CcI6,Frankia sp. CcI6,Nitrogen fixer- aerobic
Go0019211,1398,BACTERIAL,Bacillus coagulans GBI-30,Bacillus coagulans,Auxotroph
Go0019211,1398,BACTERIAL,Bacillus coagulans GBI-30,Bacillus coagulans,Sugars fermentor
Go0019211,1398,BACTERIAL,Bacillus coagulans GBI-30,Bacillus coagulans,Xylose fermenting
Go0019307,169679,BACTERIAL,Clostridium saccharobutylicum NCP 195,Clostridium saccharobutylicum,Solvent producer
Go0019308,1520,BACTERIAL,Clostridium beijerinckii BAS/B3/I/124,Clostridium beijerinckii,Solvent producer
Go0019309,1262449,BACTERIAL,"Clostridium pasteurianum DSM 525, ATCC 6013",Clostridium pasteurianum,Nitrogen fixer- anaerobic
Go0019310,192952,ARCHAEAL,Methanosarcina mazei Go1,Methanosarcina mazei,Methanogen
Go0019380,1464546,BACTERIAL,Acidiphilium sp. JA12-A1,Acidiphilium sp. JA12-A1,Iron reducer
Go0019440,1402,BACTERIAL,Bacillus licheniformis Hankey B13,Bacillus licheniformis,Acetate oxidizer
Go0019441,1402,BACTERIAL,Bacillus licheniformis DSM 1969,Bacillus licheniformis,Acetate oxidizer
Go0019442,1402,BACTERIAL,Bacillus licheniformis DSM 1913,Bacillus licheniformis,Acetate oxidizer
Go0019448,169679,BACTERIAL,Clostridium saccharobutylicum NCP 258,Clostridium saccharobutylicum,Solvent producer
Go0019485,1247726,BACTERIAL,Advenella mimigardefordensis DPN7,Advenella mimigardefordensis,Succinic acid production
Go0019486,1095771,BACTERIAL,Ruminococcus massiliensis JC304,Ruminococcus massiliensis,Acetate producer
Go0019572,1046624,BACTERIAL,Lactococcus lactis lactis IO-1,Lactococcus lactis,Homofermentative
Go0019759,1156914,BACTERIAL,Helicobacter pylori NAB47,Helicobacter pylori,Hydrogen metabolizer
Go0019760,1156915,BACTERIAL,Helicobacter pylori NAD1,Helicobacter pylori,Hydrogen metabolizer
Go0019767,1163744,BACTERIAL,Helicobacter pylori Alsk48,Helicobacter pylori,Hydrogen metabolizer
Go0020136,1402,BACTERIAL,Bacillus licheniformis 51.1,Bacillus licheniformis,Acetate oxidizer
Go0020137,1402,BACTERIAL,Bacillus licheniformis FDA BT1 Tracy I,Bacillus licheniformis,Acetate oxidizer
Go0020468,477184,BACTERIAL,Achromobacter arsenitoxydans SY8,Achromobacter arsenitoxydans,Arsenite oxidizer
Go0020469,1088868,BACTERIAL,Commensalibacter intestini A911,Commensalibacter intestini,Nitrate reducer
Go0020491,1110694,BACTERIAL,Pantoea agglomerans IG1,Pantoea agglomerans,Nitrogen fixation
Go0020501,1235461,BACTERIAL,Sinorhizobium meliloti GR4,Sinorhizobium meliloti,Nitrogen fixation
Go0020501,1235461,BACTERIAL,Sinorhizobium meliloti GR4,Sinorhizobium meliloti,Nitrogen fixer- anaerobic
Go0020563,1107882,BACTERIAL,Mesorhizobium alhagi CCNWXJ12-2,Mesorhizobium alhagi,Nitrogen fixation
Go0020572,1156918,BACTERIAL,Alcaligenes faecalis faecalis NCIB 8687,Alcaligenes faecalis,Arsenite oxidizer
Go0020573,1156919,BACTERIAL,Achromobacter piechaudii HLE,Achromobacter piechaudii,Ammonia-oxidizer
Go0020615,1162668,BACTERIAL,Leptospirillum ferrooxidans C2-3,Leptospirillum ferrooxidans,Iron oxidizer
Go0020627,1161913,BACTERIAL,Herbaspirillum lusitanum P6-12,Herbaspirillum lusitanum,Nitrogen fixation
Go0020642,335659,BACTERIAL,Bradyrhizobium sp. S23321,Bradyrhizobium sp. S23321,Nitrogen fixation
Go0020674,1114960,BACTERIAL,Rhodococcus pyridinivorans AK37,Rhodococcus pyridinivorans,Oil degrading
Go0020881,1685,BACTERIAL,Bifidobacterium breve SC95,Bifidobacterium breve,Lactose fermenting
Go0021073,1177186,BACTERIAL,Bacillus amyloliquefaciens plantarum M27,Bacillus amyloliquefaciens,Nitrate reducer
Go0021165,1682,BACTERIAL,Bifidobacterium longum infantis SC142,Bifidobacterium longum,Lactose fermenting
Go0021180,1685,BACTERIAL,Bifidobacterium breve SC154,Bifidobacterium breve,Lactose fermenting
Go0021181,1681,BACTERIAL,Bifidobacterium bifidum SC555,Bifidobacterium bifidum,Lactose fermenting
Go0021182,1679,BACTERIAL,Bifidobacterium longum longum SC596,Bifidobacterium longum,Lactose fermenting
Go0021183,1679,BACTERIAL,Bifidobacterium longum longum SC664,Bifidobacterium longum,Lactose fermenting
Go0021184,1385940,BACTERIAL,Bifidobacterium breve JCM 7019,Bifidobacterium breve,Lactose fermenting
Go0021185,1684,BACTERIAL,Bifidobacterium asteroides ATCC 25910,Bifidobacterium asteroides,Lactose fermenting
Go0021188,218983,BACTERIAL,Glaciecola sp. ANT9081,Glaciecola sp. ANT9081,Degrades organic material
Go0021188,218983,BACTERIAL,Glaciecola sp. ANT9081,Glaciecola sp. ANT9081,Utilize carbohydrates
Go0021532,477228,BACTERIAL,Pseudomonas stutzeri TS44,Pseudomonas stutzeri,Arsenite oxidizer
Go0021722,28890,ARCHAEAL,Euryarchaeota sp. AmaM,(null),Methanogen
Go0021795,53321,BACTERIAL,Desulfocapsa thiozymogenes DSM 7269,Desulfocapsa thiozymogenes,Sulfur metabolizing
Go0021811,1195236,BACTERIAL,Ruminiclostridium cellobioparum termitidis CT1112,Ruminiclostridium cellobioparum,Cellulose degrader
Go0022543,533244,BACTERIAL,Cylindrospermopsis raciborskii CS-509,Cylindrospermopsis raciborskii,Nitrogen fixation
Go0022654,533241,BACTERIAL,Cylindrospermopsis raciborskii CS-506,Cylindrospermopsis raciborskii,Nitrogen fixation
Go0023303,1129897,BACTERIAL,Nitrolancea hollandica Lb,Nitrolancea hollandica,Nitrite-oxidizer
Go0023335,1423751,BACTERIAL,Lactobacillus gigeriorum CRBIP 24.85,Lactobacillus gigeriorum,Homofermentative
Go0023734,169679,BACTERIAL,Clostridium saccharobutylicum BAS/B3/SW/136,Clostridium saccharobutylicum,Solvent producer
Go0024857,1122954,BACTERIAL,Petrotoga mexicana DSM 14811,Petrotoga mexicana,Sulfate reducer
Go0024857,1122954,BACTERIAL,Petrotoga mexicana DSM 14811,Petrotoga mexicana,Sulfur reducer
Go0024857,1122954,BACTERIAL,Petrotoga mexicana DSM 14811,Petrotoga mexicana,Thiosulfate reducer
Go0024857,1122954,BACTERIAL,Petrotoga mexicana DSM 14811,Petrotoga mexicana,Xylan degrader
Go0025021,1328314,BACTERIAL,Azotobacter chroococcum X50Fred,Azotobacter chroococcum,Dinitrogen-fixing
Go0025490,32047,BACTERIAL,Synechococcus leopoliensis UTEX 625a,Synechococcus leopoliensis,Carbon fixation
Go0026274,345632,BACTERIAL,Geobacter pickeringii G13,Geobacter pickeringii,Acetate oxidizer
Go0026274,345632,BACTERIAL,Geobacter pickeringii G13,Geobacter pickeringii,Metal reducer
Go0026463,1268072,BACTERIAL,Paenibacillus sabinae T27,Paenibacillus sabinae,Nitrogen fixation
Go0026735,1423796,BACTERIAL,Lactobacillus rennini DSM 20253,Lactobacillus rennini,Homofermentative
Go0026854,1423812,BACTERIAL,Lactobacillus uvarum DSM 19971,Lactobacillus uvarum,Homofermentative
Go0026855,1423777,BACTERIAL,Lactobacillus oeni DSM 19972,Lactobacillus oeni,Homofermentative
Go0026866,1423774,BACTERIAL,Lactobacillus nantensis DSM 16982,Lactobacillus nantensis,Homofermentative
Go0027241,1423801,BACTERIAL,Lactobacillus satsumensis DSM 16230,Lactobacillus satsumensis,Homofermentative
Go0027271,319238,BACTERIAL,Sediminicola luteus CNI-3,Sediminicola luteus,Nitrate reducer
Go0027507,1236961,BACTERIAL,Diaphorobacter nitroreducens JCM 11421,Diaphorobacter nitroreducens,Denitrifying
Go0027525,1423770,BACTERIAL,Lactobacillus mindensis DSM 14500,Lactobacillus mindensis,Homofermentative
Go0028406,1423754,BACTERIAL,Lactobacillus hamsteri DSM 5661,Lactobacillus hamsteri,Homofermentative
Go0028721,1236954,BACTERIAL,Bacillus mannanilyticus JCM 10596,Bacillus mannanilyticus,Mannan lysing
Go0028836,46225,BACTERIAL,Moraxella saccharolytica LMG 1039,Moraxella saccharolytica,Gelatin hydrolysis positive
Go0029043,2260,ARCHAEAL,Pyrococcus chitonophagus DSM 10152,Pyrococcus chitonophagus,Chitin degradation
Go0029169,1587,BACTERIAL,Lactobacillus suntoryeus LMG 22464,Lactobacillus suntoryeus,Homofermentative
Go0029173,1423718,BACTERIAL,Lactobacillus agilis DSM 20509,Lactobacillus agilis,Homofermentative
Go0030243,657014,BACTERIAL,Litorimicrobium taeanense DSM 22007,Litorimicrobium taeanense,Gelatin hydrolysis negative
Go0030848,499207,BACTERIAL,Syntrophaceticus schinkii Sp3,Syntrophaceticus schinkii,Acetate oxidizer
Go0031020,1423809,BACTERIAL,Lactobacillus taiwanensis DSM 21401,Lactobacillus taiwanensis,Homofermentative
Go0031172,1423759,BACTERIAL,Lactobacillus hordei DSM 19519,Lactobacillus hordei,Homofermentative
Go0031306,1423755,BACTERIAL,Lactobacillus hayakitensis DSM 18933,Lactobacillus hayakitensis,Homofermentative
Go0031753,1322246,BACTERIAL,Pseudodesulfovibrio piezophilus C1TLV30,Pseudodesulfovibrio piezophilus,Sulfate reducer
Go0031895,1423744,BACTERIAL,Lactobacillus floricola DSM 23037,Lactobacillus floricola,Homofermentative
Go0032281,1336240,BACTERIAL,Shewanella colwelliana ATCC 39565,Shewanella colwelliana,Melanin producer
Go0032288,1262391,BACTERIAL,Aeromonas hydrophila HS01,Aeromonas hydrophila,Degrades aromatic hydrocarbons
Go0032288,1262391,BACTERIAL,Aeromonas hydrophila HS01,Aeromonas hydrophila,Iron reducer
Go0032288,1262391,BACTERIAL,Aeromonas hydrophila HS01,Aeromonas hydrophila,PCP-degrading
Go0032702,1423827,BACTERIAL,Lactobacillus kefiranofaciens kefiranofaciens DSM 5016,Lactobacillus kefiranofaciens,Homofermentative
Go0033755,1236903,ARCHAEAL,Methanosarcina mazei Tuc01,Methanosarcina mazei,Methanogen
Go0033857,335283,BACTERIAL,Nitrosomonas eutropha Nm 57,Nitrosomonas eutropha,Ammonia-oxidizer
Go0033857,335283,BACTERIAL,Nitrosomonas eutropha Nm 57,Nitrosomonas eutropha,Nitrifying
Go0033997,1123347,BACTERIAL,Tenacibaculum ovolyticum DSM 18103,Tenacibaculum ovolyticum,Nitrate reducer
Go0034041,1191699,BACTERIAL,Bacillus oryziterrae ZYK,Bacillus oryziterrae,Nitrate reducer
Go0034118,247490,BACTERIAL,Planctomycetaceae bacterium KSU-1,Planctomycetaceae bacterium KSU-1,Ammonia-oxidizer
Go0034621,1204713,BACTERIAL,Arhodomonas sp. Seminole,Arhodomonas sp. Seminole,Benzene degradation
Go0035083,28205,BACTERIAL,Dictyoglomus sp. OB1-4,Dictyoglomus sp.,Xylan degrader
Go0035269,1423758,BACTERIAL,Lactobacillus hominis CRBIP 24.179,Lactobacillus hominis,Homofermentative
Go0035270,1423790,BACTERIAL,Lactobacillus pasteurii CRBIP 24.76,Lactobacillus pasteurii,Homofermentative
Go0035461,1423144,BACTERIAL,Phaeobacter gallaeciensis BS107,Phaeobacter gallaeciensis,Acetate oxidizer
Go0035492,1288313,BACTERIAL,Gluconobacter oxydans DSM 3504,Gluconobacter oxydans,Acetate producer
Go0036465,1123237,BACTERIAL,Salipiger mucosus DSM 16094,Salipiger mucosus,Acetate oxidizer
Go0036960,1166130,BACTERIAL,Enterobacter sp. R4-368,Enterobacter sp. R4-368,Nitrogen fixation
Go0037417,43263,BACTERIAL,Pseudomonas alcaligenes OT69,Pseudomonas alcaligenes,Degrades crude oil
Go0039646,1413210,BACTERIAL,Orenia metallireducens Z6,Orenia metallireducens,Iron reducer
Go0039739,1333857,BACTERIAL,Microbacterium maritypicum MF109,Microbacterium maritypicum,Degrades crude oil
Go0039741,1333855,BACTERIAL,Pseudomonas aeruginosa WC55,Pseudomonas aeruginosa,Degrades aromatic hydrocarbons
Go0039742,1333856,BACTERIAL,Pseudomonas stutzeri MF28,Pseudomonas stutzeri,Degrades crude oil
Go0040139,683305,BACTERIAL,Frankia sp. BMG5.23,Frankia sp. BMG5.23,Nitrogen fixer- aerobic
Go0040356,1333853,BACTERIAL,Stenotrophomonas maltophilia MF89,Stenotrophomonas maltophilia,Degrades crude oil
Go0040514,573497,BACTERIAL,Frankia sp. Cc1.17,Frankia sp. Cc1.17,Nitrogen fixer- aerobic
