PROJECT_ID	ORGANISM_ID	PROJECT_STATUS	ANALYSIS_PROJECT_ID	EST_SIZE
174400	332217	Permanent Draft	217238	35600
174402	332219	Permanent Draft	152532	306862
174403	332220	Permanent Draft	152533	1813
174404	332221	Permanent Draft	152534	133824
174406	332223	Permanent Draft	152536	43510
174409	332226	Permanent Draft	152539	99730
174414	332231	Permanent Draft	152544	53744
174978	332789	Permanent Draft	153111	7369
174979	332790	Permanent Draft	153112	12020
174983	332794	Permanent Draft	153116	168993
174984	332795	Permanent Draft	153117	1755
174985	332796	Permanent Draft	153118	43505
174987	332798	Permanent Draft	153120	108050
174988	332799	Permanent Draft	153121	22884
174989	332800	Permanent Draft	153122	22240
175001	332812	Permanent Draft	153134	12994
175002	332813	Permanent Draft	153135	16072
175006	332817	Permanent Draft	153139	13188
175007	332818	Permanent Draft	153140	41207
175008	332819	Permanent Draft	153141	39235
175009	332820	Permanent Draft	153142	32846
175010	332821	Permanent Draft	153143	49316
175011	332822	Permanent Draft	153144	33274
175501	333311	Permanent Draft	153641	2763
175502	333312	Permanent Draft	153642	4194
175503	333313	Permanent Draft	153643	10877
175513	333323	Permanent Draft	153653	12650
175514	333324	Permanent Draft	153654	12265
175521	333331	Permanent Draft	153661	7897
175522	333332	Permanent Draft	153662	147303
175523	333333	Permanent Draft	153663	57677
175524	333334	Permanent Draft	153664	41632
175525	333335	Permanent Draft	153665	43587
175526	333336	Permanent Draft	153666	48211
175527	333337	Permanent Draft	153667	9524
175528	333338	Permanent Draft	153668	50882
175530	333340	Permanent Draft	153670	40592
175531	333341	Permanent Draft	153671	8105
175532	333342	Permanent Draft	153672	132831
185185	350973	Permanent Draft	158189	1627280
185187	350975	Permanent Draft	161394	1724500
185190	350978	Permanent Draft	161397	1733300
185191	350979	Permanent Draft	158190	1710190
185193	350981	Permanent Draft	161399	1723790
185194	350982	Permanent Draft	161400	1724310
185197	350985	Permanent Draft	161401	1641370
185201	350989	Permanent Draft	158195	1674100
185202	350990	Permanent Draft	161405	1643970
185211	350999	Permanent Draft	161409	1633600
185213	351001	Permanent Draft	158201	1706360
185215	351003	Permanent Draft	158203	1702870
185216	351004	Permanent Draft	161412	1687140
185219	351007	Permanent Draft	161414	1664720
185948	351723	Permanent Draft	163681	4877160
185949	351724	Permanent Draft	163680	5171440
185965	351740	Permanent Draft	162488	2388050
185971	351746	Permanent Draft	163645	5183310
185972	351747	Permanent Draft	163635	4806910
185973	351748	Permanent Draft	163634	4897360
185985	351760	Permanent Draft	163625	5006560
185986	351761	Permanent Draft	163624	4825290
185987	351762	Permanent Draft	163623	5138210
185989	351764	Permanent Draft	163621	4201510
185995	351770	Permanent Draft	163616	5142790
185996	351771	Permanent Draft	163615	4690630
185999	351774	Permanent Draft	163612	5023960
186819	352585	Permanent Draft	165575	1684110
186821	352587	Permanent Draft	164524	1828210
186824	352590	Permanent Draft	165732	1617530
186831	352597	Permanent Draft	165582	1659390
186835	352601	Permanent Draft	164739	1641700
186842	352608	Permanent Draft	163244	1659600
186847	352613	Permanent Draft	164661	1750130
186853	352619	Permanent Draft	164622	1659550
186861	352627	Permanent Draft	165619	1661030
186863	352629	Permanent Draft	165678	1659520
186866	352632	Permanent Draft	164631	1659420
186869	352635	Permanent Draft	163241	1659820
186872	352638	Permanent Draft	163252	1660980
186874	352640	Permanent Draft	164532	1661200
186881	352647	Permanent Draft	164531	1642940
186887	352653	Permanent Draft	163239	1659730
187604	353355	Complete and Published	173015	6857830
187605	353356	Complete and Published	172931	6902370
187608	353359	Permanent Draft	166041	8315650
187619	353370	Permanent Draft	164984	7702360
187620	353371	Permanent Draft	166825	6499160
187621	353372	Permanent Draft	166826	7030273
187627	353378	Permanent Draft	164982	7777550
187628	353379	Permanent Draft	166049	7629340
187645	353396	Permanent Draft	166057	8734380
187646	353397	Permanent Draft	166058	8738810
187648	353399	Permanent Draft	166837	8690650
187650	353401	Permanent Draft	166838	8735400
187656	353407	Permanent Draft	164986	7649860
187657	353408	Permanent Draft	166827	7646130
188393	354136	Permanent Draft	164455	2220820
188394	354137	Permanent Draft	161934	2043850
188401	354144	Permanent Draft	161905	2151170
188402	354145	Permanent Draft	166521	2148390
188404	354147	Permanent Draft	165495	2168720
188405	354148	Permanent Draft	161681	2141420
188406	354149	Permanent Draft	161910	2147850
188407	354150	Permanent Draft	165556	2189890
188408	354151	Permanent Draft	166538	2197790
188409	354152	Permanent Draft	164489	2179960
188410	354153	Permanent Draft	165508	2027590
188414	354157	Permanent Draft	164448	2041340
188416	354159	Permanent Draft	165538	2024050
188418	354161	Permanent Draft	165478	2068590
189058	354800	Permanent Draft	158849	4993340
189070	354812	Permanent Draft	166584	4918190
189078	354820	Permanent Draft	165823	4986870
189080	354822	Permanent Draft	165825	4969670
189085	354827	Permanent Draft	166591	4969640
189090	354832	Permanent Draft	164905	4942130
189093	354835	Permanent Draft	165829	4616810
189101	354843	Permanent Draft	164909	4784970
189106	354848	Permanent Draft	166598	4874200
189113	354855	Permanent Draft	164912	4755490
189114	354856	Permanent Draft	166601	4956550
189115	354857	Permanent Draft	164913	4806770
189118	354860	Permanent Draft	164914	5060910
189119	354861	Permanent Draft	164915	4688440
189124	354866	Permanent Draft	164916	5146260
173787	331607	Permanent Draft	151914	3333
173788	331608	Permanent Draft	151915	2917
173790	331610	Permanent Draft	151917	3161
173793	331613	Permanent Draft	151920	2834
173794	331614	Permanent Draft	151921	1064
173803	331623	Permanent Draft	151930	3175
173808	331628	Permanent Draft	151935	2223
173812	331632	Permanent Draft	151939	72409
173815	331635	Permanent Draft	151942	6006
173817	331637	Permanent Draft	151944	132541
173821	331641	Permanent Draft	151948	61035
173822	331642	Permanent Draft	151949	18607
173823	331643	Permanent Draft	151950	32414
173824	331644	Permanent Draft	151951	41307
173825	331645	Permanent Draft	151952	65955
173826	331646	Permanent Draft	151953	44844
174415	332232	Permanent Draft	152545	156446
174417	332234	Permanent Draft	152547	34773
174418	332235	Permanent Draft	152548	37246
174419	332236	Permanent Draft	152549	3377
174420	332237	Permanent Draft	152550	3149
174421	332238	Permanent Draft	152551	3368
174422	332239	Permanent Draft	152552	44366
174423	332240	Permanent Draft	152553	348532
174424	332241	Permanent Draft	152554	59601
174425	332242	Permanent Draft	152555	10864
174430	332244	Permanent Draft	152560	3912
174431	332245	Permanent Draft	152561	52869
174432	332246	Permanent Draft	152562	17972
174433	332247	Permanent Draft	152563	2735
174434	332248	Permanent Draft	152564	35644
175020	332831	Permanent Draft	153153	12162
175021	332832	Permanent Draft	153154	83324
175023	332834	Permanent Draft	153156	1375
175024	332835	Permanent Draft	153157	2218
175025	332836	Permanent Draft	153158	4590
175026	332837	Permanent Draft	153159	3206
175029	332840	Permanent Draft	153162	5995
175030	332841	Permanent Draft	153163	33477
175031	332842	Permanent Draft	153164	7925
175032	332843	Permanent Draft	153165	8432
175036	332847	Permanent Draft	153169	9564
175037	332848	Permanent Draft	153170	9591
175038	332849	Permanent Draft	153171	7663
175041	332852	Permanent Draft	153176	43773
175042	332853	Permanent Draft	153177	158081
175534	333344	Permanent Draft	153674	8418
175538	333348	Permanent Draft	153678	8496
175545	333355	Permanent Draft	153685	2833
175548	333358	Permanent Draft	153688	13490
175549	333359	Permanent Draft	153689	9850
131611	333363	Permanent Draft	111603	3736068
185220	351008	Permanent Draft	158205	1666240
185231	351019	Permanent Draft	161420	1645690
185239	351027	Permanent Draft	158216	1666360
185241	351029	Permanent Draft	158224	1651760
185242	351030	Permanent Draft	158230	1781740
185244	351032	Permanent Draft	158243	1659440
185252	351040	Permanent Draft	158219	1692120
185253	351041	Permanent Draft	158220	1728600
185254	351042	Permanent Draft	161427	1694180
185255	351043	Permanent Draft	161428	1772580
185259	351047	Permanent Draft	161429	1703550
185260	351048	Permanent Draft	158225	1738990
185265	351053	Permanent Draft	158227	1635280
185266	351054	Permanent Draft	158228	1651430
186005	351780	Permanent Draft	163606	5234670
186008	351783	Permanent Draft	162477	5144140
186014	351789	Permanent Draft	163598	5145070
186015	351790	Permanent Draft	163597	5039740
186019	351794	Permanent Draft	162476	4936830
186020	351795	Permanent Draft	163593	5218030
186021	351796	Permanent Draft	163592	4638320
186025	351800	Permanent Draft	163590	5169270
186026	351801	Permanent Draft	163589	3800300
186030	351805	Permanent Draft	163585	4963060
186039	351814	Permanent Draft	162473	5044390
186047	351822	Permanent Draft	163660	5326910
186048	351823	Permanent Draft	163659	5177390
186888	352654	Permanent Draft	165641	1755820
186890	352656	Permanent Draft	163268	1664910
186891	352657	Permanent Draft	164573	1660570
186893	352659	Permanent Draft	165616	1750660
186896	352662	Permanent Draft	165627	1750430
186899	352665	Permanent Draft	164561	1748700
186905	352671	Permanent Draft	165625	1660420
186908	352674	Permanent Draft	164571	1641480
186909	352675	Permanent Draft	165602	1660980
186913	352679	Permanent Draft	165628	1660690
186916	352682	Permanent Draft	165610	1660700
186919	352685	Permanent Draft	164600	1663310
186924	352690	Permanent Draft	165607	1660810
186925	352691	Permanent Draft	165629	1660270
186929	352695	Permanent Draft	165609	1659600
187660	353411	Permanent Draft	164992	7787302
187663	353414	Permanent Draft	166840	7909100
187669	353420	Permanent Draft	166075	6624200
187671	353422	Permanent Draft	165029	7507568
187676	353427	Permanent Draft	164995	7568190
187677	353428	Permanent Draft	166061	7652080
187679	353430	Permanent Draft	164997	7727430
187682	353433	Permanent Draft	166063	7621480
187685	353436	Permanent Draft	165000	7682500
187689	353440	Permanent Draft	164999	7189360
187691	353442	Permanent Draft	166843	7677000
187694	353445	Permanent Draft	166841	7575840
187703	353454	Permanent Draft	166097	8194270
187704	353455	Permanent Draft	164202	8256860
188419	354162	Permanent Draft	161859	2035160
188422	354165	Permanent Draft	166524	2035460
188428	354171	Permanent Draft	165471	2106490
188432	354175	Permanent Draft	165521	2143460
188438	354181	Permanent Draft	161931	2112450
188440	354183	Permanent Draft	164460	2219200
188441	354184	Permanent Draft	161682	2015340
188446	354189	Permanent Draft	165500	2025890
188448	354191	Permanent Draft	164461	2043520
188449	354192	Permanent Draft	161858	2200740
188452	354195	Permanent Draft	164459	2034560
188458	354201	Permanent Draft	165506	2028570
188460	354203	Permanent Draft	166503	2143660
188464	354207	Permanent Draft	161868	2190810
188468	354211	Permanent Draft	165513	2207170
189126	354868	Permanent Draft	165841	4920270
189134	354876	Permanent Draft	166610	5009700
189137	354879	Permanent Draft	165842	4970020
189139	354881	Permanent Draft	166612	4969270
189140	354882	Permanent Draft	164921	4973050
189143	354885	Permanent Draft	165843	4881310
189149	354891	Permanent Draft	164924	4701490
189150	354892	Permanent Draft	165845	4596800
189156	354898	Permanent Draft	166619	4809270
189163	354905	Permanent Draft	166623	4807890
189164	354906	Permanent Draft	164929	4847200
189165	354907	Permanent Draft	166624	5021410
189167	354909	Permanent Draft	166926	3737170
189168	354910	Permanent Draft	166319	4847140
189177	354919	Permanent Draft	161064	2921610
173827	331647	Permanent Draft	151954	45746
173828	331648	Permanent Draft	151955	46847
173829	331649	Permanent Draft	151956	1040
173831	331651	Permanent Draft	151958	1132
173832	331652	Permanent Draft	151959	1605
173833	331653	Permanent Draft	151960	2042
173834	331654	Permanent Draft	151961	2077
173835	331655	Permanent Draft	151962	2290
173839	331659	Permanent Draft	151966	2861
173840	331660	Permanent Draft	151967	2309
173842	331662	Permanent Draft	151969	3588
173845	331665	Permanent Draft	151972	2496
173846	331666	Permanent Draft	151973	4037
173854	331674	Permanent Draft	151981	2155
174435	332249	Permanent Draft	152565	1763
174436	332250	Permanent Draft	152566	1981
174437	332251	Permanent Draft	152567	2307
174438	332252	Permanent Draft	152568	2161
174439	332253	Permanent Draft	152569	2212
174440	332254	Permanent Draft	152570	2255
174441	332255	Permanent Draft	152571	2817
174442	332256	Permanent Draft	152572	1990
174443	332257	Permanent Draft	152573	1741
174444	332258	Permanent Draft	152574	2784
174448	332262	Permanent Draft	152578	2109
174452	332266	Permanent Draft	152582	2456
174453	332267	Permanent Draft	152583	2632
174462	332276	Permanent Draft	152592	1806
175043	332854	Permanent Draft	153178	37933
175047	332858	Permanent Draft	153182	41760
175048	332859	Permanent Draft	153183	45206
175049	332860	Permanent Draft	153184	44513
175052	332863	Permanent Draft	153187	5085
175053	332864	Permanent Draft	153188	140913
175054	332865	Permanent Draft	153189	11135
175056	332867	Permanent Draft	153191	2590
175057	332868	Permanent Draft	153192	2603
175058	332869	Permanent Draft	153193	2601
175059	332870	Permanent Draft	153194	2477
175060	332871	Permanent Draft	153195	2564
175061	332872	Permanent Draft	153196	151601
175069	332880	Permanent Draft	153204	29347
175070	332881	Permanent Draft	153205	29338
215192	369653	Complete and Published	189858	3963726
218923	372137	Permanent Draft	195652	1334
218924	372138	Permanent Draft	195653	1349
218925	372139	Permanent Draft	195654	1356
218926	372140	Permanent Draft	195655	1379
218927	372141	Permanent Draft	195656	1386
218928	372142	Permanent Draft	195657	1291
218929	372143	Permanent Draft	195658	1333
218930	372144	Permanent Draft	195659	3238
218931	372145	Permanent Draft	195660	1995
218932	372146	Permanent Draft	195661	1629
218933	372147	Permanent Draft	195662	1608
218934	372148	Permanent Draft	195663	3314
218952	372166	Permanent Draft	195681	5649
219447	372667	Permanent Draft	196196	9722
219450	372670	Permanent Draft	196199	7032
219451	372671	Permanent Draft	196200	3931
219453	372673	Permanent Draft	196202	3751
219454	372674	Permanent Draft	196203	9035
219455	372675	Permanent Draft	196204	3414
219456	372676	Permanent Draft	196205	1652
219457	372677	Permanent Draft	196206	6386
219458	372678	Permanent Draft	196207	6375
219459	372679	Permanent Draft	196208	6497
220452	373351	Permanent Draft	197329	3606749
143931	138874	Permanent Draft	126800	4194379
144121	139063	Permanent Draft	125933	6131579
143897	138840	Permanent Draft	124163	4380785
144607	139528	Permanent Draft	123879	4765082
145016	139926	Permanent Draft	124680	6580491
144530	139456	Permanent Draft	126468	2024935
144898	139811	Permanent Draft	125678	5387117
144911	139824	Permanent Draft	125698	5506428
145069	139976	Permanent Draft	126797	3854574
145416	140309	Permanent Draft	125351	2789037
70548	70548	Permanent Draft	34710	2777864
43127	43127	Permanent Draft	49680	4734094
44214	44214	Permanent Draft	21613	5798488
141017	136175	Permanent Draft	119588	5082454
140914	136072	Permanent Draft	119642	5191456
33537	33537	Permanent Draft	1321	5236918
194209	27198	Permanent Draft	170374	4884413
49483	49483	Permanent Draft	42598	2859877
140843	136001	Permanent Draft	118805	5627486
131058	123097	Permanent Draft	106821	5724547
129238	121342	Permanent Draft	109694	2804962
129526	121630	Permanent Draft	109634	4959209
139287	126636	Permanent Draft	116952	2994779
106073	106073	Permanent Draft	128777	1598616
150054	4734	Complete and Published	133517	2194935
218954	372168	Permanent Draft	195683	7496
218957	372171	Permanent Draft	195686	6008
218958	372172	Permanent Draft	195687	3432
218959	372173	Permanent Draft	195688	4200
218960	372174	Permanent Draft	195689	10398
218961	372175	Permanent Draft	195690	8644
218962	372176	Permanent Draft	195691	19324
218963	372177	Permanent Draft	195692	2449
218964	372178	Permanent Draft	195693	4963
218965	372179	Permanent Draft	195694	5698
218968	372182	Permanent Draft	195697	4397
218969	372183	Permanent Draft	195698	4513
218970	372184	Permanent Draft	195699	3874
218971	372185	Permanent Draft	195700	9086
219460	372680	Permanent Draft	196209	6368
219462	372682	Permanent Draft	196211	2788
219463	372683	Permanent Draft	196212	2641
219464	372684	Permanent Draft	196213	7448
219465	372685	Permanent Draft	196214	7448
219466	372686	Permanent Draft	196215	7547
219467	372687	Permanent Draft	196216	7547
219468	372688	Permanent Draft	196217	15539
219472	372692	Permanent Draft	196221	4180
219473	372693	Permanent Draft	196222	2787
219474	372694	Permanent Draft	196223	3054
219476	372696	Permanent Draft	196225	1639
219477	372697	Permanent Draft	196226	1654
208489	367887	Complete and Published	181733	3080199
208489	367887	Complete and Published	248465	3080200
208490	367888	Complete and Published	182397	3934699
146542	93062	incomplete	123522	5030841
93062	93062	Permanent Draft	62123	4980198
206526	367185	Complete and Published	180138	3930546
83948	83948	Complete and Published	33384	2835
141873	136893	Permanent Draft	123314	6086712
141887	136907	Permanent Draft	123386	6090201
143894	138837	Complete and Published	125133	5463256
50091	50091	Permanent Draft	41425	2916222
83375	83375	Complete and Published	34466	14925
143750	138697	Permanent Draft	125900	3846357
75509	75509	Permanent Draft	56354	5237667
70750	70750	Permanent Draft	41332	2896009
207624	367403	Permanent Draft	180985	3677387
202801	363722	Permanent Draft	174266	4405380
207619	367398	Permanent Draft	181028	4504665
202023	362947	Complete and Published	175463	2069271
202196	363117	Permanent Draft	174611	4334870
202197	363118	Permanent Draft	174610	4389570
202281	363202	Permanent Draft	174573	4388960
202283	363204	Permanent Draft	174571	4344510
202284	363205	Permanent Draft	174570	4381950
202285	363206	Permanent Draft	174569	4383310
202319	363240	Permanent Draft	174547	4392760
202403	363324	Permanent Draft	174168	4406890
202475	363396	Permanent Draft	174194	4393190
202477	363398	Permanent Draft	174196	4403680
202502	363423	Permanent Draft	176736	4406500
202504	363425	Permanent Draft	174212	4399470
204589	365456	Permanent Draft	176568	2922430
205360	366222	Permanent Draft	177636	5040850
205553	366415	Permanent Draft	177336	4916380
205554	366416	Permanent Draft	177339	4875820
205555	366417	Permanent Draft	177361	4745300
205556	366418	Permanent Draft	177344	4976160
205557	366419	Permanent Draft	177338	4996640
205558	366420	Permanent Draft	177352	4829750
205559	366421	Permanent Draft	177355	5010760
205560	366422	Permanent Draft	177357	5010930
205561	366423	Permanent Draft	177340	4940120
205563	366425	Permanent Draft	177358	4952070
205564	366426	Permanent Draft	177354	5002950
205565	366427	Permanent Draft	177343	4859360
145426	140318	Permanent Draft	123999	4695587
145097	140004	Permanent Draft	125605	3859527
145533	140418	Permanent Draft	123979	6262589
145553	140437	Complete and Published	125257	3046545
145140	140044	Complete and Published	125195	5785503
145519	140407	Permanent Draft	126211	2117957
146076	140910	Permanent Draft	124533	4947599
145017	139927	Permanent Draft	125782	6386018
145117	140024	Permanent Draft	124415	4006276
141010	136168	Permanent Draft	119557	4861578
84202	84202	Complete and Published	38272	10290
141468	136626	Permanent Draft	118952	4299001
92985	92985	Permanent Draft	60163	7506190
3252	3252	Complete and Published	30683	2245615
9207	9207	Permanent Draft	69157	4006158
141618	136776	Permanent Draft	119198	7017908
75525	75525	Permanent Draft	54893	5489145
84156	84156	Complete and Published	37997	26552
218972	372186	Permanent Draft	195701	4925
218975	372189	Permanent Draft	195704	11843
218976	372190	Permanent Draft	195705	11183
218977	372191	Permanent Draft	195706	16248
218978	372192	Permanent Draft	195707	6610
218979	372193	Permanent Draft	195708	6006
218980	372194	Permanent Draft	195709	3293
218981	372195	Permanent Draft	195710	3643
218982	372196	Permanent Draft	195711	3599
218983	372197	Permanent Draft	195712	2308
218990	372204	Permanent Draft	195719	10877
218992	372206	Permanent Draft	195721	5886
218993	372207	Permanent Draft	195722	6371
219478	372698	Permanent Draft	196227	1848
219479	372699	Permanent Draft	196228	1858
219481	372701	Permanent Draft	196230	13524
219482	372702	Permanent Draft	196231	15640
219483	372703	Permanent Draft	196232	16957
219486	372706	Permanent Draft	196235	3446
219487	372707	Permanent Draft	196236	1435
219488	372708	Permanent Draft	196237	6107
218832	372717	Permanent Draft	196157	6509
218936	372150	Permanent Draft	195665	1523
219024	372238	Permanent Draft	195752	11477
219042	372256	Permanent Draft	195770	3886
11558	11558	Permanent Draft	9734	2930096
21710	21710	Permanent Draft	14705	4539794
34736	34736	Permanent Draft	17946	5317830
139970	134089	Permanent Draft	119356	4029535
10374	10374	Permanent Draft	14621	1706361
69120	69120	Permanent Draft	49844	2859614
140677	135835	Permanent Draft	119746	2878368
70812	70812	Permanent Draft	42220	2843659
19056	19056	Permanent Draft	23550	3321579
144853	139768	Complete and Published	125806	3053523
144853	139768	Complete and Published	248253	3051000
47957	47957	Permanent Draft	41272	6904844
76328	76328	Permanent Draft	58595	26407
70968	70968	Permanent Draft	51771	4682577
145565	140447	Permanent Draft	127241	6133875
145335	140230	Permanent Draft	126958	6128043
145757	140637	Permanent Draft	125920	5031851
145641	140521	Complete and Published	123691	4006754
145791	140664	Permanent Draft	125726	5983269
151287	44403	incomplete	171644	6464161
145837	140705	Permanent Draft	126475	4834615
145874	140742	Permanent Draft	126482	4666776
145730	140610	Permanent Draft	125949	5154572
207639	367418	Permanent Draft	180982	3857933
207756	367486	Permanent Draft	181065	3304124
207756	367486	Permanent Draft	207395	3310759
207759	367489	Permanent Draft	181064	3316764
207759	367489	Permanent Draft	207394	3323034
207783	367512	Permanent Draft	181061	3496011
207807	367536	Permanent Draft	181107	4991871
202505	363426	Permanent Draft	176737	4394680
202506	363427	Permanent Draft	174213	4384740
202507	363428	Permanent Draft	174214	4393180
202508	363429	Permanent Draft	174215	4402350
202509	363430	Permanent Draft	176738	4400150
202510	363431	Permanent Draft	174216	4407140
202511	363432	Permanent Draft	174217	4406700
202512	363433	Permanent Draft	174218	4415410
202513	363434	Permanent Draft	174219	4390250
202514	363435	Permanent Draft	174220	4408390
202515	363436	Permanent Draft	174221	4442780
202516	363437	Permanent Draft	174222	4402880
202517	363438	Permanent Draft	174223	4407250
205566	366428	Permanent Draft	177353	5038850
205567	366429	Permanent Draft	177350	5382290
205568	366430	Permanent Draft	177351	4896670
205569	366431	Permanent Draft	177342	4873190
205570	366432	Permanent Draft	177356	4977000
205580	366442	Permanent Draft	177297	5072374
205581	366443	Permanent Draft	177295	5451360
205585	366447	Permanent Draft	177373	5044700
205586	366448	Permanent Draft	177374	5032120
205587	366449	Permanent Draft	177372	4895690
205588	366450	Permanent Draft	177371	5225130
205589	366451	Permanent Draft	177370	4923010
205590	366452	Permanent Draft	177369	5067260
260519	366520	Complete and Published	225929	2737360
205659	366520	Complete and Published	175178	2745273
205662	366523	Complete and Published	175693	3306456
146459	141285	Permanent Draft	127143	4761975
146182	141015	Permanent Draft	126612	4853249
145579	140461	Permanent Draft	126095	4579148
102225	102225	Complete and Published	82096	5486793
102225	102225	Complete and Published	111292	5643878
146255	141088	Permanent Draft	125838	4362171
146310	141143	Permanent Draft	125586	3800000
19755	19755	Permanent Draft	17309	4115508
142915	137884	Permanent Draft	125386	3244718
142249	137243	Permanent Draft	125432	3913404
19931	19931	Permanent Draft	17338	4152762
16434	16434	Permanent Draft	17129	2127786
143610	138561	Permanent Draft	125871	4690628
209066	368028	Permanent Draft	183581	1160202
216649	370687	Permanent Draft	191672	4041245
216654	370692	Permanent Draft	191677	4771401
216655	370693	Permanent Draft	191674	3977969
216657	370695	Permanent Draft	191680	4553372
216658	370696	Permanent Draft	191679	4105809
218101	371327	Permanent Draft	194579	2592
218994	372208	Permanent Draft	195723	8678
218999	372213	Permanent Draft	195727	5040
219000	372214	Permanent Draft	195728	18467
219001	372215	Permanent Draft	195729	13169
219003	372217	Permanent Draft	195731	3695
219004	372218	Permanent Draft	195732	4365
219005	372219	Permanent Draft	195733	2895
219006	372220	Permanent Draft	195734	7448
219007	372221	Permanent Draft	195735	7547
219008	372222	Permanent Draft	195736	15552
219009	372223	Permanent Draft	195737	6804
219010	372224	Permanent Draft	195738	12774
219182	372396	Permanent Draft	195911	4185
219413	372627	Permanent Draft	196159	2497
140177	134296	Permanent Draft	122263	4790319
140555	135713	Permanent Draft	121812	2803788
19851	19851	Permanent Draft	15850	2044720
76310	76310	Permanent Draft	40771	38987
48933	48933	Permanent Draft	41652	2857283
49378	49378	Permanent Draft	41664	2914302
145908	140776	Permanent Draft	123916	6755469
146262	141095	Permanent Draft	125849	4311405
50387	50387	Permanent Draft	42356	2915605
68749	68749	Permanent Draft	60574	2873768
71161	71161	Permanent Draft	42944	4399768
87709	87709	Permanent Draft	42417	2932136
48133	48133	Permanent Draft	60254	2450252
84818	84818	Complete and Published	35268	6813
145845	140713	Permanent Draft	126491	4696228
146413	141239	Permanent Draft	124818	5307743
208049	367747	Permanent Draft	181132	5014901
208061	367759	Permanent Draft	181115	5091715
208062	367760	Permanent Draft	181121	6380064
202518	363439	Permanent Draft	174224	4353490
202519	363440	Permanent Draft	174225	4419150
202520	363441	Permanent Draft	174226	4384970
202521	363442	Permanent Draft	174227	4383890
202522	363443	Permanent Draft	174228	4392460
202523	363444	Permanent Draft	174229	4408140
202524	363445	Permanent Draft	174230	4408410
202525	363446	Permanent Draft	174231	4402160
202526	363447	Permanent Draft	174232	4405520
202528	363449	Permanent Draft	176740	4399790
202529	363450	Permanent Draft	176741	4392380
202530	363451	Permanent Draft	176742	4387190
202531	363452	Permanent Draft	176743	4403730
205747	366592	Permanent Draft	177241	3999930
205748	366593	Complete and Published	175010	2579153
205787	366632	Complete and Published	175686	2613826
205818	366658	Permanent Draft	176258	3837790
205844	366684	Permanent Draft	176222	3871650
205845	366685	Permanent Draft	176221	3873000
205848	366688	Permanent Draft	176212	3977370
205951	366791	Complete and Published	175021	5214168
206002	366842	Complete and Published	174880	4685846
206085	366925	Complete and Published	175549	4685849
206086	366926	Complete and Published	175725	4707072
206087	366927	Complete and Published	175548	4685848
206088	366928	Complete and Published	174904	4685841
146153	140986	Permanent Draft	126603	4726336
146331	141162	Permanent Draft	124377	5758323
146164	140997	Permanent Draft	126626	4673401
107320	107320	Permanent Draft	69606	2599418
11307	11307	Complete and Published	9519	3137192
41529	41529	Permanent Draft	51755	4974353
143127	138091	Permanent Draft	124353	4790658
143816	138763	Permanent Draft	125410	2863470
71073	71073	Permanent Draft	42811	4373860
143619	138570	Permanent Draft	125866	4787582
69244	69244	Permanent Draft	60886	2963419
143863	138809	Complete and Published	125112	1228576
143973	138916	Permanent Draft	125763	2020482
139960	134079	Permanent Draft	121893	1739380
130472	122534	Permanent Draft	109962	4127591
131493	123453	Complete and Published	115130	2363423
102348	102348	Permanent Draft	58677	5460350
121953	117056	Permanent Draft	98340	5406664
128518	120622	Permanent Draft	110675	6775795
131496	123457	Complete and Published	115126	2364377
128522	120626	Permanent Draft	106535	6492701
216744	370742	Permanent Draft	192302	3095373
216753	370744	Permanent Draft	192377	3145595
219011	372225	Permanent Draft	195739	7824
219012	372226	Permanent Draft	195740	4484
219013	372227	Permanent Draft	195741	10161
219014	372228	Permanent Draft	195742	9298
219015	372229	Permanent Draft	195743	9088
219016	372230	Permanent Draft	195744	6492
219017	372231	Permanent Draft	195745	6161
219018	372232	Permanent Draft	195746	5635
219019	372233	Permanent Draft	195747	11952
219020	372234	Permanent Draft	195748	9121
219021	372235	Permanent Draft	195749	6171
219022	372236	Permanent Draft	195750	2897
219023	372237	Permanent Draft	195751	3456
219025	372239	Permanent Draft	195753	5150
219529	372752	Permanent Draft	196641	4774682
219531	372754	Permanent Draft	196643	7822893
219532	372757	Permanent Draft	196644	5107496
219533	372758	Permanent Draft	196645	7948293
219535	372761	Permanent Draft	196647	6108836
219536	372762	Permanent Draft	196648	4909060
219537	372764	Permanent Draft	196649	4832611
219538	372765	Permanent Draft	196650	6005621
87049	87049	Permanent Draft	45090	4388933
103397	103397	Permanent Draft	60320	5420754
100930	100930	Permanent Draft	55269	1607590
130999	123038	Permanent Draft	106850	5539310
209518	27177	Permanent Draft	196852	2869467
209518	27177	Permanent Draft	183461	2862955
7993	7993	Complete and Published	13209	2976958
146359	141190	Permanent Draft	124497	5194792
139232	126595	Permanent Draft	116959	3045904
208164	367824	Complete and Published	181307	2300992
202532	363453	Permanent Draft	176744	4387050
202533	363454	Permanent Draft	174233	4411860
202534	363455	Permanent Draft	174234	4411620
202535	363456	Permanent Draft	174235	4393110
202536	363457	Permanent Draft	176745	4388660
202537	363458	Permanent Draft	176746	4391930
202538	363459	Permanent Draft	174236	4410870
202539	363460	Permanent Draft	174237	4398100
202541	363462	Permanent Draft	174239	4372260
202542	363463	Permanent Draft	174240	4398350
202543	363464	Permanent Draft	174353	4410060
202544	363465	Permanent Draft	176838	4403440
202545	363466	Permanent Draft	176839	4387290
