Original,New
nasal cavity,host_animal
rhizosphere and endosphere samples,soil
river water,water_fresh
stem,host_plant
stools,host_animal
"terrestrial, contaminated soil",soil_contaminated
"terrestrial, dune grassland",soil_grassland
"terrestrial, foulbrood of honeybees",host_animal_ectotherm
"terrestrial, korean soybean paste",food
"terrestrial, nodule from agricultural field",unclassified
"terrestrial, nodules",unclassified
"unknown, equine body fluid/excretion",host_animal_endotherm
"unknown, water kefir",food
marine,water_marine
Isolated from a marine dinoflagellate culture (Pfiesteria piscicida) in 2000.,water_marine
"Symbiotic, group II photosynthetic strain. The nod genes have not been detected in group II strains. Isolated from stem nodules of Aeschynomene sensitiva in Africa and North America.",host_plant_rootnodule
"Symbiotic, group II photosynthetic strain. The nod genes have not been detected in group II strains. Isolated from stem nodules of Aeschynomene indica in Africa and North America.",host_plant_rootnodule
"Isolated from in situ samplers deployed on the actively venting sulfide mound in the Iheya North hydrothermal field, Japan.",sediment_marine_hydrothermal
Isolated from field nodules of Echinacea angustifolia growing in Ohio.,host_plant_rootnodule
Isolated from a mosquito breeding site in China in 1987.,water_fresh
"Hyperthermophilic anaerobic bacterium. Isolated from a geothermally heated region of the seafloor near Ribeira Quente, the Azores.",sediment_marine_hydrothermal
"Unable to oxidize hydrogen although hydrogen oxidation was thought to be universal in this group. Isolated from near-neutral-pH terrestrial hot springs in Obsidian Pool in Yellowstone National Park, USA.",water_hotspring
"Isolated from activated sludge samples from the industrial wastewater treatment facility of Eastman Chemical Company, Kingsport, Tennessee.",sludge
"Isolated from a slightly alkaline, highly carbonate hot spring water sample from Angel Terrace, which is part of Mammoth Terrace, Yellowstone National Park.",water_hotspring
"Isolated from a hot wood compost pile (~70 deg C) in Middleton, WI.",
"Isolated from Obsidian Hot Spring, Yellowstone National Park, Montana, USA.",water_hotspring
"Isolated from a mixture of sediment samples obtained from different soda lakes located in the Kulunda Steppe (Altai, Russia).",sediment_fresh_alkaline
"Isolated from a Mimosa occidentalis nodule collected in Tepic, Nayarit, Mexico.",host_plant_rootnodule
Originally isolated from the crop of a chicken.,host_animal_endotherm_nasopharyngeal
Isolated from soil for high-level production of pyrroloquinolone quinone.,soil
Isolated from deep-sea sediment at a water depth of 1855 meters near the Okinawa Trough.,sediment_marine_deep
Isolated from nodules of Casuarina equisetifolia trees growing in Mexico.,host_plant_rootnodule
Sponge symbiont nonthermophilic crenarchaeota.,host_animal_ectotherm
"Isolated from Obsidian Hot Spring, Yellowstone National Park, Montana, USA.",water_hotspring
"Isolated from a mixed-waste-contaminated subsurface at the U.S. Department of Energy (DOE) Oak Ridge Reservation in Oak Ridge, TN.",soil_contaminated
A soil bacterium isolated from the rhizophere of Lupinus luteus. non-virulent species.,host_plant_root-associated
"Isolated from a seawater sample taken at the Isfjord, Spitsbergen, in autumn 1999.",water_marine
"Isolated from marine subseafloor sediments (31.4 m below the seafloor) collected at a water depth of 755 m at Suruga Bay, Japan.",sediment_marine
Isolated from subseafloor sediments at Suruga Bay (Japan) at depths of 31.4 and 41 m.,sediment_marine
"Isolated from a sample collected from a hydrothermal vent area in the Papua New Guinea-Australia-Canada-Manus (PACMANUS) field of the western Pacific Ocean at a depth of 1,650 m in 2002.",sediment_marine_hydrothermal
"Isolated from soil contaminated by coal tar at the former site of a manufactured gas plant in Chippewa Falls, Wisconsin.",soil_hydrocarbon_contaminated
"Isolated from rapeseed roots from Uppsala, Sweden in 1998",host_plant_root-associated
"Isolated from a surface seawater sample collected from a closed bay in the harbour of Pozzuoli (Naples, Italy).",water_marine
"Isolated from a fermented regional kimchi, which was made using the mixture of radish, Chinese cabbage, brown algae, and some seasoning ingredients.",food_fermented
"Sulfur-reducing, strictly anaerobic, and hyperthermophilic archaeon. Isolated from the deep-sea hydrothermal vent Guaymas Basin site in the Gulf of California at a depth of 2,000 m.",sediment_marine_hydrothermal
"Originally isolated from an agricultural field in Niigata, Japan, where paddy rice and soybean were rotationally cultivated every 2 years.",soil_agricultural
"Anaerobic ruminal bacterium. Capable of producing a variety of volatile fatty acids. Found in cattle, sheep, and other ruminants.",host_animal_endotherm_rumen
"Grows with H2 and CO2 production. Isolated from 1 of 13 enrichments of coccoid cells obtained from hydrothermal venting structures (East Pacific Rise; a latitude of 13 degrees north, 2,600-m depth) anaerobically on CO at 80 deg C.",sediment_marine_hydrothermal
Isolated from Gavkhouni Wetland in Iran.,soil_saline
Isolated from a coral.,host_animal_ectotherm
"Isolated from a decomposed grapsid crab (Grapsidae) collected from the coast of the West Sea (Incheon, South Korea).",host_animal_ectotherm
Isolated from corn stover.,litter
"Isolated from a golf course soil in Yongin, Kyongggi-do, South Korea.",soil_agricultural
"Oligotrophic bacterium. Unable to induce root nodules in siratro. Isolated from paddy soil at the experimental farm of Tohoku University, Miyagi, Japan in 1992.",host_plant_rootnodule
Porcine origin.,host_animal_endotherm
"Aerobic, thermophilic bacteria. Isolated from a hot spring in Ulu Slim, Perak, Malaysia, at 92.4 deg C, pH 7.",water_hotspring
Isolated from Nashi pears in Japan. Causes bacterial shoot blight of pear.,host_plant
"Isolated from rapeseed roots from Uppsala, Sweden.",host_plant_root-associated
Isolated from the soil of a Miscanthus-growing pot in a greenhouse at the University of Seoul.,soil_agricultural
Wild type producer of the alpha-glucosidase inhibitor acarbose.,unclassified
Isolated from surface-sterilized rice root.,host_plant_root-associated
Clinical isolates from Korean patients.,host_animal_endotherm
"Bypasses the denitrification intermediate nitrous oxide by the conversion of two nitric oxide molecules to dinitrogen and oxygen, which was used to oxidize methane. Enriched from Twentekanaal sediment, here designated Twente, and a culture from Ooijpolder ditch sediment.",sediment_fresh
"Extreme haloarchaeon. Capable of growing on synthetic media without amino acid supplements. Isolated from a salt mine in Hubei province, China in the early 1990s.",hypersaline
"Isolated from sludge of the biological wastewater treatment plant of a coal tar refinery in Castrop-Rauxel, Germany.",sludge
Isolated from soil at an explosives testing facility.,soil_contaminated
Isolated from deep-sea sediments of the Pacific Ocean.,sediment_marine_deep
Polychlorinated-biphenyl-degrading strain. Isolated from a soil sample in Tokyo.,soil_contaminated
Moderate thermophile and ammonia-oxidizing archaea.,unclassified
"Isolated from deep-sea sediment (at a water depth of 3,800 m) of the Arctic Ocean.",sediment_marine_deep
"Aerobic type II methanotroph. Expresses two particulate methane monooxygenases. A large repertoire of genes involved in nitrogen metabolism (transport and assimilation of ammonia, hydroxylamine detoxification, nitrogen fixation, and denitrification) was detected. Isolated from a highly polluted aquifer in Germany.",water_groundwater
Isolated from the rhizosphere of common reeds growing on the campus of the University of Waterloo.,host_plant_root-associated
Obligate endosymbiont of armoured scale insects.,host_animal_ectotherm
"Isolated from an enrichment culture originally sampled at Botanischer Garten, University of Hamburg, Germany.",soil
"Isolated from the outflow channel of Dragon Spring, Norris Geyser Basin, in Yellowstone National Park, WY.",water_hotspring
"Isolated from contaminated soil with technical-HCH (a mixture of alpha-, beta-, gamma-, and delta-isomers of HCH) in India.",soil_contaminated
Isolated from potato stem on a Finnish field in the 1980s.,host_plant
"Isolated from the outflow channel of Dragon Spring, Norris Geyser Basin, in Yellowstone National Park, WY.",water_hotspring
"Isolated from Northwestern Mediterranean Sea surface water (0.5 m depth), collected 1 km off the Catalan coast at the Blanes Bay Microbial Observatory.",water_marine
Originally isolated from Lake Chad.,water_fresh
Isolated from field-collected Riptortus pedestris.,host_animal_ectotherm
Isolated from surface-sterilized roots.,host_plant_root-associated
"Isolated from King George Island, Antarctica.",unclassified
"Isolated from bark compost in Okayama, Japan.",compost
Originally isolated in the Philippines from the root nodules of the aquatic legume Sesbania cannabina.,host_plant_rootnodule
Isolated at the University of Stuttgart from forest soil.,soil_forest
"Isolated from the rhizosphere of a duckweed strain, Lemna minor, collected from Shenzhen, China.",host_plant_root-associated
Isolated from a gamma-hexachlorocyclohexane-degrading mixed culture.,unclassified
Isolates from cattle with shipping fever.,host_animal_endotherm
Isolated from hypersaline Wadi Nantrun lakes in Egypt.,hypersaline
Isolated from pristine sediments at a background field site in Oak Ridge.,sediment_fresh
Mesophilic ammonia-oxidizing archaea. Obtained from an agricultural soil.,soil_agricultural
Isolated from the saliva of pediatric oncohematology patients.,host_animal_endotherm_oral
Derived from enrichment cultures initiated with seawater obtained from the North Pacific Ocean at Station ALOHA on Hawaii Ocean Time-series (HOT) cruise 181.,water_marine
"Isolated in May 2009 in Jiangsu Province, China from an Atractylodes macrocephala Koidz plant infected by the pathogen Fusarium oxysporum, which is a causative agent of the root-rot disease.",host_plant
South African Caenorhabditis briggsae Isolate.,host_animal_ectotherm
"Isolated in a similar manner, but from seawater obtained from 40 m depth at the Bermuda Atlantic Time-series station.",water_marine
Isolated from the guts of the honey bee Apis mellifera.,host_animal_ectotherm
Originally isolated in 1998 from microbial biofilm originally sampled from a ulcerative gingivitis lesion in the oral cavity of a 31-year-old Chinese male from northeast China.,host_animal_endotherm_oral
Isolated from shelf in Mar 2013.,unclassified
Isolated from a urethral catheterized patient without symptoms of a urinary tract infection in Germany.,host_animal_endotherm
"Isolated from the rhizosphere of wheat (Triticum aestivum L.) in Yangzhou City, China.",host_plant_root-associated
"Isolated from the Antarctic seawater with strong antifungal activity against several plant pathogenic fungi. (50.76W, 61.16S, water of depth 786 m)",water_marine_cold
Isolated from a honey sample.,food
Isolated from a potato root.,host_plant_root-associated
Isolated from the symbiotic organ of a field-collected R. pedestris bug.,host_animal_ectotherm
"Fast-growing soil mycobacteria. Used for efficient production of key steroid intermediates (androst-4-ene-3,17-dione, androsta-1,4-diene-3,17-dione, 9-hydroxy androst-4-ene-3,17-dione) from phytosterol. Originally isolated from soil samples.",soil
"Isolated from non-purified solar salt from solar saltern (E126 deg 06 min 16 sec, N34 deg 35 min 22 sec) in South Korea on August 2013.",hypersaline
Isolated from the gut of waxworms (the larvae of Plodia interpunctella) which are able to chew and eat polyethylene films.,host_animal_ectotherm
Isolated from Arctic seawater.,water_marine_cold
Isolated from surface seawater from the Nile Delta Mediterranean Sea.,water_marine
Isolated from a biogas-producing lab-scale completely stirred tank reactor optimized for anaerobic digestion of maize silage in co-fermentation with pig and cattle manure.,bioreactor/digester
"Isolated from Sea of Japan in Ishikawa Prefecture, Japan.",water_marine
Isolated from the groundwater polluted with chlorinated ethenes in Japan.,water_groundwater
Isolated from a molybdenum mine in Luoyang city.,rock_deep
Isolated from a 90 deg C hot deep-sea sediment sample collected in July of 2012 from the Arctic Jan Mayen Vent Field.,sediment_marine_hydrothermal
"Isolated Pseudomonas sp. strain CCOS 191 from a water sample in Zurich, Switzerland, which is able to form large amounts of cyanide and dissolve phosphate minerals.",water_fresh
Isolated from a diseased white grouper (Epinephelus aeneus) raised on the Red Sea in Israel.,host_animal_ectotherm
Isolated from tap-water during the enrichment of methanotrophs with methane.,water_fresh
Recovered from cultured tilapia reared in Louisiana.,host_animal_ectotherm
"Isolated from the high-arsenic, sulfidic source pool of Joseph's Coat Hot Spring.",water_hotspring
Assembled from a metagenomic sample of deep marine sediments near the Loki's Castle hydrothermal vent in the Arctic Mid-Ocean Ridge.,sediment_marine_hydrothermal
Isolated from Shengli Oilfield.,petroleum
Isolated from the Atacama Desert.,soil_arid
"Isolated from a self-regenerating and self-sustaining biocathode biofilm originally enriched from seawater collected at Rutgers, Marine Field Station (RUMFS) in Tuckerton, New Jersey, USA.",water_marine
"Isolated from a rubber plantation in Bukit Jambul-Penang, Malaysia.",unclassified
Isolated from a permafrost region in Qinghai-Tibet Plateau.,soil_organic_permafrost
"Isolated from a glacial derived stream at the ablation zone of the East Rathong glacier, West Sikkim (27 deg 33 min 149 sec N, 88 deg 07 min 406 sec E; 4718 masl).",water_fresh_cold
Isolated from a phenanthrene-enrichment culture seeded with a pristine farm soil sample.,soil_agricultural
"Endosymbiont from the dagger nematode Xiphinema americanum, a migratory ectoparasite of numerous crops that also vectors nepovirus. Identified in the gut, ovaries, and eggs.",host_animal_ectotherm
Isolated from the freshwater stream.,water_fresh
"Isolated from a sample of tidal flat sediment collected at Yeongheung Island, Korea in January 2009.",sediment_marine
"Sampled from filtered groundwater obtained from an aquifer adjacent to the Colorado River near the town of Rifle, CO, USA.",water_groundwater
Isolate from the stem of a soybean plant.,host_plant
Isolated from a Japanese freshwater stream.,water_fresh
"Isolated from soil at Mimomi-Park, Chiba, Japan.",soil
Isolated from the rhizosphere of rice.,host_plant_root-associated
"Isolated from the topsoil collected near a rusted fire hydrant in Woods Hole, Massachusetts (41 31'44.65''N 70 40'21.5''W) on 7 July 2014.",soil
Isolated from a soil sample affected by the Tohoku tsunami.,soil
Isolated from a petroleum-contaminated soil.,soil_hydrocarbon_contaminated
"Isolated from hotspring at Suwa-shrine, Suwa, Nagano, Japan.",water_hotspring
"Isolated from soil at the Toyohashi University of Technology, Toyohashi, Aichi, Japan.",soil
Isolated from a soil sample collected in the Qian-jiang area of China.,soil
"Isolated from the eutrophic city moat in Xi'an, China.",water_fresh
"Isolated from heavy metals-contaminated soil in Xiangxi Tujia and Miao autonomous prefecture, Hunan Province, China.",soil_contaminated
"Isolated from garden soil, China.",soil_agricultural
"Isolated from the hot vent, located in the tidal zone of Kunashir Island, Southern Kurils.",sediment_marine_hydrothermal
Isolated from the feces of a mouse line contaminated following germ-free derivation.,host_animal_endotherm_feces
"Isolated from Stereocaulon sp., an Arctic lichen collected from Ny-Alesund, Svalbard, Arctic (78 55' N, 11 56' E).",host_fungus
"Isolated from field-collected P. microcarpus nodules from the town of Oaxtepec, Morelos, Mexico.",host_plant_rootnodule
"Isolated from Himantormia sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).",host_fungus
Isolated from the stem of a soybean.,host_plant
"Isolated from a biocathode micro- bial community, known as Biocathode-MCL (Marinobacter, Chromatiaceae, Labrenzia), originally enriched from seawater collected at Rutgers Marine Field Station (RUMFS) in Tuckerton, New Jersey, USA.",water_marine
"Isolated from Stereocaulon sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).",host_fungus
Isolated from a mesophilic methanogenic reactor operating with swine manure.,bioreactor/digester
Isolated from crude oil-contaminated coastal sediment near Yeosu of South Korea.,petroleum
"Isolated from Himantormia sp., an Antarctic lichen species collected on Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).",host_fungus
"Isolated from a brackish lake, Lake Sanaru, in Hamamatsu, Japan.",water_brackish
"Isolated from the lichen Stereocaulon sp., collected in Ny-Alesund, Svalbard, Arctic (78 deg 55 min N, 11 deg 56 min E).",host_fungus
"Isolated from Big Soda Lake, an arsenic-rich, hypersaline (26 to 88 g/liter total dissolved solids), alkaline (pH 9.7) lake located in Nevada (39 deg 31 min N 118 deg 52 min W).",water_hypersaline
"Isolated from the lichen Usnea sp., collected from Barton Peninsula, King George Island, Antarctica (62 deg 13 min S, 58 deg 47 min W).",host_fungus
"Isolated from HCH-contaminated soil in Miyagi prefecture, Japan.",soil_contaminated
Isolated from a Jilin Oilfield.,petroleum
Isolated from a collection of Arctic marine bacteria.,water_marine_cold
"Isolated from composts located in Namhae, Korea.",compost
"Isolated from the hypersaline Cibollar Lake, a coastal brackish lagoon on Mallorca Island.",hypersaline
Isolated from the shallow-sea hydrothermal system.,sediment_marine_hydrothermal
"Isolated from soil sediment in the estuarine Matang Mangrove, Malaysia.",sediment_marine
Isolated from textile wastewater.,wastewater
"Isolated from an acidic hot spring in Laguna Fumarolica, Costa Rica.",water_hotspring
"Isolated from the leaf surface of conventionally grown lettuce (Lactuca sativa) in Vestfold, Norway.",host_plant_leaf-associated
Isolated from tomato roots.,host_plant_root-associated
"Isolated from sediments collected in San Francisco Bay, CA.",sediment_marine
Isolated from acidic boreal wetlands.,soil_organic_peat
Collected in Reunion (South West Indian Ocean) from the citrus phyllosphere.,host_plant_leaf-associated
Isolated from a rock core retrieved at a depth of 139.5 m in the subsurface of the Iberian Pyritic Belt (Spain).,rock_deep
Isolated in 2011 from a marine sponge Chondrilla nucula collected off the coast of the Florida Keys.,host_animal_ectotherm
"Isolated from conventionally grown lettuce (Lactuca sativa) from a field in Vestfold, Norway.",host_plant_leaf-associated
"Isolated from topsoil in Woods Hole, Massachusetts.",soil
"Isolated from Stereocaulon sp., an Arctic lichen.",host_fungus
Isolated from a gamma-HCH-degrading microbial community.,unclassified
Recovered from human respiratory tract specimen (nasopharyngeal swab).,host_animal_endotherm_nasopharyngeal
"Isolated from microbial mats from the Zloty Stok mine (SW Poland), an environment strongly contaminated with arsenic.",biofilm
"Isolated from brackish seawater and seaweed off the Gulf coast of Galveston, TX, USA, in 2007.",water_brackish
Isolated from diseased trees. Causes stunting and abnormal root and shoot development in pathogenicity assays.,host_plant
Isolated from perennially ice-covered Lake Untersee in Antarctica.,water_fresh_cold
Capable of producing polyhydroxyalkanoate (PHA).,
Isolated from the South Atlantic in 1984.,water_marine
Plant-derived strain. Named according to their isolation from broccoli (Brassica oleracea var. italica).,host_plant
Isolated from goat eyes infected with keratoconjunctivitis.,host_animal_endotherm_surface
Isolated from leg wound.,host_animal_endotherm_surface
Chemolithoautotrophic and facultatively anaerobic acidothermophile.,unclassified
Isolated from a soil sample at the garden entrance of a house in the Friuli region in Italy in 1987.,soil_agricultural
Isolated from human blood.,host_animal_endotherm_blood
Isolated from human urine.,host_animal_endotherm
"Isolated from Lajas Valley, Cabo Rojo, Puerto Rico.",unclassified
Isolated from the intestine of the reticulated python (Malayopython reticulatus).,host_animal_ectotherm
Producer of the glycopeptide antibiotic ristocetin.,unclassified
"Isolated as a microcystin producer in 1986 from Lake Vesijarvi, Finland.",water_fresh
"Isolated from nitrate- and uranium-contaminated subsurface sediment of the Oak Ridge Integrated Field-Scale Subsurface Research Challenge (IFC) site, Oak Ridge Reservation, TN.",sediment_fresh
Naturally attenuated subtype of Anaplasma marginale that has been used as a vaccine for a century.,unclassified
"Thermophilic chemolithoautotroph. Capable of growing on hydrogen, oxygen, carbon dioxide, and mineral salts. Has not been shown to grow anaerobically with nitrate as an electron acceptor in the laboratory. First observed at the turn of the century, growing at 89 deg C in the outflow of hot springs in Yellowstone National Park.",water_hotspring
Dominates the liquid phase of the microbial fuel cell.,unclassified
Isolated from oil-contaminated soil in Taiwan.,petroleum
Denitrifying and N2O-reducing betaproteobacterium. Originally isolated from soil of an agricultural field where paddy rice and soybean crops were rotationally cultivated every 2 years.,soil_agricultural
"Bacteria of the genus Azospirillum are found primarily in terrestrial habitats, where they colonize roots of important cereals and other grasses and promote plant growth by several mechanisms including nitrogen fixation and phytohormone secretion.",host_plant_root-associated
Isolated from the cadavers of silkworm larvae that had been sick.,host_animal_ectotherm
"Isolated from the nitrate- and uranium-contaminated subsurface of the Oak Ridge Integrated Field Research Challenge (ORIFRC) site, Oak Ridge Reservation, TN.",sediment_fresh
Isolated from local soil in Japan.,soil
Isolated from the digestive tracts of bumblebees.,host_animal_ectotherm
Obligate flavobacterial endosymbiont associated with the giant roach Blaberus giganteus.,host_animal_ectotherm
"Primary endosymbiont of the omnivorous cockroach Blatta orientalis, and one of the most ancient symbiotic associations.",host_animal_ectotherm
Flavobacterial endosymbiont of the termite Mastotermes darwiniensis.,host_animal_ectotherm
Isolated from a blood sample from a male AIDS patient.,host_animal_endotherm_blood
Isolated from patients suffering from mandibular osteomyelitis and chronic suppurative mastoiditis.,host_animal_endotherm_oral
"Spirochete responsible for tick-borne zoonotic relapsing fever in West Africa, where the soft tick Ornithodoros sonrai is the vector.",host_animal_endotherm_blood
Isolated from Ornithodoros parkeri ticks collected from Spermophilus beecheyi burrows in the Carmel Valley of California.,host_animal_ectotherm
Isolated from Ixodes stilesi ticks present on environmental vegetation and long-tailed rice rats.,host_animal_ectotherm
"Originally isolated in 1993 from the sputum from a cystic fibrosis patient in Leuven, Belgium.",host_animal_endotherm_oral
Obligate intracellular amoeba symbiont. Discovered within an amoeba isolated from lake sediment.,host_animal_ectotherm
"Obligate intracellular parasite of Acanthamoeba castellanii. Shows an unusual, fission mode of cell multiplication whereby large, polymorphic bodies accumulate in the cytoplasm of infected amoeba and then split into mature bacterial cells.",host_animal_ectotherm
"Its genome indicates a motile, sporulating, sulfate-reducing, chemoautotrophic thermophile that can fix its own nitrogen and carbon by using machinery shared with archaea. Isolated from low-biodiversity fracture water collected at 2.8-kilometer depth in a South African gold mine.",water_groundwater_deepsubsurface
Isolated from the terrestrial isopod Armadillidium vulgare.,host_animal_ectotherm
Isolated terrestrial and marine thermal environments.,sediment_marine_hydrothermal
"Isolated from individual psyllids (Trioza erytreae) collected from Pretoria, South Africa.",host_animal_ectotherm
Methanogen present in the human gut. Enriched from human feces under anaerobic conditions with methanol as the substrate.,host_animal_endotherm_intestinal
Isolated from a pregnant woman who subsequently delivered preterm.,host_animal_endotherm
Isolated from a coal tar-contaminated sediment.,petroleum
"Ammonia-oxidizing archaeon. From marine sediment off Svalbard, the Arctic Circle (78-m-deep).",sediment_marine
Originating from coastal surface waters of the Northern Adriatic Sea.,water_marine
"Isolated from a surface seawater sample collected off the coastal region in Ny-Aalesund, Svalbard, Norway.",water_marine
Isolated from a surface seawater sample from the Western Pacific Ocean Margin (East Sea of Korea).,water_marine
Isolated from surface waters (5 m) in Puget Sound.,water_marine
Isolated from deep-sea sediment from the Indian Ocean.,sediment_marine_deep
Isolated from coastal seawater from Yellow Sea of Korea.,water_marine
Isolated from a chicken.,host_animal_endotherm
Isolated from a mesophilic two-phase lab-scale biogas reactor continuously fed with maize silage and wheat straw.,bioreactor/digester
Toxin-free strain for bacteriolytic tumor therapy.,host_animal_endotherm
Isolated from a human throat specimen.,host_animal_endotherm_nasopharyngeal
Isolated during the 1980s from putrefied bananas.,food
"Isolated from petroleum deposits of the sunken tanker ""Amoco Milford Haven"" (Gulf of Genoa, Ligurian Sea, Italy).",petroleum
"Isolated from the oil-production water in Xinjiang Oilfield, China.",petroleum
"Sulfate-reducing bacteria. Capable of reducing Fe(III). Utilizes a wide spectrum of energy sources, ranging from aromatic compounds to short-chained fatty acids. Capable of growing chemolithoautotrophically on hydrogen. Isolated from groundwater contaminated with motor fuel [mostly benzene, toluene ethylbenzene and xylene (BTEX) compounds] in sandy soil near Perth, Australia.",petroleum
"Sulfate-reducing bacteria. Capable of reducing Fe(III). Utilizes a wide spectrum of energy sources, ranging from aromatic compounds to short-chained fatty acids. Capable of growing chemolithoautotrophically on hydrogen. Isolated from a soil sample from Singapore.",soil
Isolated from the hindgut of the wood-feeding termite Reticulitermes speratus KMT1.,host_animal_ectotherm
Isolated from a sterile-filtered gut homogenate of Reticulitermes santonensis.,host_animal_ectotherm
Isolated from the stem of a 10-year-old hybrid poplar (Populus trichocarpa x P. deltoids cv. H11-11).,host_plant_vasculature
Isolated from pome fruit trees.,host_plant
"Isolated from a biofilm sample of Ginger Lake on King George Island, Antarctic peninsula.",biofilm
Acidophilic archaeon. Isolated from enrichment cultures inoculated with mine water and sediment samples collected in July 1997 from the five-way site within the Richmond Mine.,unclassified
Isolated from soil of ginseng field.,soil_agricultural
Isolated from a laboratory culture of the marine ciliate Euplotes raikovi.,host_animal_ectotherm
"Isolated from a crustacean shell (crab) which was collected on the 22nd May 2012 at low tide (8:30 a.m.) at 16 deg C ambient temperature in some residue water on the tidal mud flat of the German Wadden Sea, Neuharlingersiel (53 deg 42 min 15.5 sec N, 7 deg 42 min 15.9 sec E).",host_animal_ectotherm
Originally isolated from a microbial fuel cell reactor in the United States.,unclassified
Isolated from surface water of the southeastern Pacific.,water_marine
"Isolated from coastal waters near St John's Island, US Virgin Islands.",water_marine
"Isolated from early Cretaceous (~123 million years old) halite from the depth of 2000 m in Qianjiang Depression, Hubei Province, China.",rock_deep
"Isolated from soda solonchak soils of the Kulunda steppe, Russian Federation.",soil_saline
Isolated from a hypersaline lake in Oregon.,hypersaline
Isolated from the cecal and fecal content of Il10-/- knockout mice with inflammatory bowel disease (IBD).,host_animal_endotherm_intestinal
Isolated from a thermophilic biogas plant.,bioreactor/digester
"Thermoacidophilic isolate from a stream adjacent to Obsidian Pool in Yellowstone National Park, United States.",water_hotspring
Originally isolated from industrial sewage.,wastewater
Isolated from air in a school dining room in Russia in 1967.,unclassified
"Isolated from Pacific coastal seawater (Bodega Head, CA; salinity = 33) in 2003.",water_marine
Freshwater-borne small bacterium. Isolated over a 7.5-mo period before it was eradicated by repairing the UPW production and distribution system.,water_fresh
Isolated from high-level radioactive waste within a shielded cell work area at the Savannah River Site (SRS).,unclassified
Produce setamycin (bafilomycin B1) possessing antitrichomonal activity.,unclassified
Isolated from the air of Xinjiang of China.,unclassified
Isolated from saline sediment collected from Yantai City in China.,sediment_hypersaline
Most frequently encountered serovar. Causes leptospirosis and tubulointerstitial nephritis in Taiwan.,host_animal_endotherm_intratissue
"Acidophilic, obligate chemolithoautotrophic ferrous-iron-oxidizing bacterium. Known to have nitrogenase-encoding genes. Isolated from a 7.6-year-old volcanic ash deposit on Mount Oyama in the island of Miyake, Japan by chemostat enrichment.",soil
Isolated from kimchi made of cabbage.,food_fermented
Isolated from the sediment of a meromictic lake in Japan.,sediment_hypersaline
Isolated from grassland soil in the German Biodiversity Exploratories.,soil_grassland
"Isolated from an electronic-waste-contaminated river sediment from Guiyu, Guangdong, China.",
Isolated from the China Sea.,water_marine
"One of the first magnetotactic bacterium strains available in axenic lab culture. Isolated in the mud of the little eutrophic Ryck River near Greifswald, Germany.",sediment_fresh
"Synthesizes nano-sized magnetites, referred to as magnetosomes, aligned intracellularly in a chain. Isolated from fresh water in Tokyo, Japan.",water_fresh
Isolated from surface seawaters collected off the Oregon coast.,water_marine
Isolated from the phycosphere of the toxin-producing dinoflagellate Gymnodinium catenatum strain YC499B15 in 2003.,host_algae
Isolated from a petroleum-contaminated soil with high salinity in China.,soil_contaminated
Non-photosynthetic bacteria. Isolated from microbial mats developing in streams of hydrothermal water at the Tomsk region of Russia.,water_hotspring
"Isolated from a mesothermic anaerobic 2,3,5,6-tetrachlorobiphenyl-ortho-dechlorinating microbial enrichment culture inoculated with anaerobic sediments taken from the Northwest Branch of Baltimore Harbor, Baltimore, Maryland.",sediment_marine
Extremely thermoacidophilic and metal sulfide-oxidizing archaeon.,unclassified
"Isolated from a near circumneutral temperate minerotrophic fen in New York State, USA.",soil_organic_peat
Isolated from a rural biogas plant producing methane-rich biogas from maize silage and cattle manure in Germany.,bioreactor/digester
"Isolated from a cyanobacterial mat and bottom deposits at Hamelin Pool, Shark Bay, northwestern Australia.",hypersaline
Isolated from a freshwater wetland: the Zoige wetland of the Tibetan Plateau.,soil_marshland
Human intestinal inhabitant. Capable of generating methane only by reduction of methanol with H2 and is dependent on acetate as a carbon source.,host_animal_endotherm_intestinal
Originally isolated from an acidic forest soil in Germany.,soil_forest
Isolated from potato leaves.,host_plant_leaf-associated
Isolated from the head kidney of an Atlantic salmon diagnosed with winter-ulcer disease.,
"Capable of removing organic sulfur from a broad range of sulfur species in gasoline, diesel and crude oils. Isolated as a bacterial strain capable of desulfurizing dibenzothiophene via the sulfur-specific pathway under high temperature.",petroleum
"Isolated from a Thai red ginger flower at the National Institute of Technology and Evaluation Biological Resource Center, Japan.",host_plant
"Isolated from in situ samplers deployed on the actively venting sulfide mound in the Iheya North hydrothermal field, Japan.",sediment_marine_hydrothermal
Facultative chemolithoautotroph. Capable of extracting energy from the oxidation of nitrite to nitrate.,unclassified
Obligate chemolithoautotroph. Derives all its energy and reductant for growth from the oxidation of ammonia to nitrite.,unclassified
Obligate chemolithotrophic ammonia-oxidizing bacterium. Originally isolated in 1997.,unclassified
"Ammonia-oxidizing bacteria. Isolated from soil near Paramaribo, Surinam, by enrichment culturing.",soil
Nitrite-oxidizing bacteria. Reconstructed from an activated sludge enrichment culture.,sludge
"Isolated from a fatal human nocardiosis case at Washington, DC, in the 1970s.",host_animal_endotherm_intratissue
