species_tax_id,species,host,data_source,pathogen
50340,Pseudomonas fuscovaginae,NA,phi-base,TRUE
29438,Pseudomonas savastanoi,NA,phi-base,TRUE
317,Pseudomonas syringae,NA,phi-base,TRUE
29442,Pseudomonas tolaasii,NA,phi-base,TRUE
285811,Pseudopyrenochaeta lycopersici,NA,phi-base,TRUE
5297,Puccinia graminis,NA,phi-base,TRUE
27350,Puccinia striiformis,NA,phi-base,TRUE
76659,Pyrenopeziza brassicae,NA,phi-base,TRUE
53485,Pyrenophora teres,NA,phi-base,TRUE
45151,Pyrenophora tritici-repentis,NA,phi-base,TRUE
65070,Pythium aphanidermatum,NA,phi-base,TRUE
46012,Radopholus similis,NA,phi-base,TRUE
329,Ralstonia pickettii,NA,phi-base,TRUE
305,Ralstonia solanacearum,NA,phi-base,TRUE
64495,Rhizopus oryzae,NA,phi-base,TRUE
914237,Rhynchosporium commune,NA,phi-base,TRUE
34085,Riemerella anatipestifer,NA,phi-base,TRUE
77044,Rosellinia necatrix,NA,phi-base,TRUE
4932,Saccharomyces cerevisiae,NA,phi-base,TRUE
28901,Salmonella enterica,NA,phi-base,TRUE
5180,Sclerotinia sclerotiorum,NA,phi-base,TRUE
39703,Septoria lycopersici,NA,phi-base,TRUE
615,Serratia marcescens,NA,phi-base,TRUE
93612,Setosphaeria turcica,NA,phi-base,TRUE
623,Shigella flexneri,NA,phi-base,TRUE
1280,Staphylococcus aureus,NA,phi-base,TRUE
1282,Staphylococcus epidermidis,NA,phi-base,TRUE
28035,Staphylococcus lugdunensis,NA,phi-base,TRUE
29385,Staphylococcus saprophyticus,NA,phi-base,TRUE
40324,Stenotrophomonas maltophilia,NA,phi-base,TRUE
1311,Streptococcus agalactiae,NA,phi-base,TRUE
1336,Streptococcus equi,NA,phi-base,TRUE
1346,Streptococcus iniae,NA,phi-base,TRUE
1348,Streptococcus parauberis,NA,phi-base,TRUE
1313,Streptococcus pneumoniae,NA,phi-base,TRUE
1314,Streptococcus pyogenes,NA,phi-base,TRUE
36470,Streptococcus sp. 'group A',NA,phi-base,TRUE
1307,Streptococcus suis,NA,phi-base,TRUE
1349,Streptococcus uberis,NA,phi-base,TRUE
1930,Streptomyces scabiei,NA,phi-base,TRUE
85558,Streptomyces turgidiscabies,NA,phi-base,TRUE
5811,Toxoplasma gondii,NA,phi-base,TRUE
158,Treponema denticola,NA,phi-base,TRUE
29875,Trichoderma virens,NA,phi-base,TRUE
523103,Trichophyton mentagrophytes,NA,phi-base,TRUE
5551,Trichophyton rubrum,NA,phi-base,TRUE
5691,Trypanosoma brucei,NA,phi-base,TRUE
5693,Trypanosoma cruzi,NA,phi-base,TRUE
1159556,Ustilaginoidea virens,NA,phi-base,TRUE
120017,Ustilago hordei,NA,phi-base,TRUE
5270,Ustilago maydis,NA,phi-base,TRUE
5025,Venturia inaequalis,NA,phi-base,TRUE
27337,Verticillium dahliae,NA,phi-base,TRUE
100787,Verticillium longisporum,NA,phi-base,TRUE
28171,Vibrio aestuarianus,NA,phi-base,TRUE
55601,Vibrio anguillarum,NA,phi-base,TRUE
680,Vibrio campbellii,NA,phi-base,TRUE
666,Vibrio cholerae,NA,phi-base,TRUE
669,Vibrio harveyi,NA,phi-base,TRUE
670,Vibrio parahaemolyticus,NA,phi-base,TRUE
212663,Vibrio tasmaniensis,NA,phi-base,TRUE
672,Vibrio vulnificus,NA,phi-base,TRUE
29447,Xanthomonas albilineans,NA,phi-base,TRUE
53413,Xanthomonas axonopodis,NA,phi-base,TRUE
339,Xanthomonas campestris,NA,phi-base,TRUE
346,Xanthomonas citri,NA,phi-base,TRUE
456327,Xanthomonas euvesicatoria,NA,phi-base,TRUE
56454,Xanthomonas hortorum,NA,phi-base,TRUE
347,Xanthomonas oryzae,NA,phi-base,TRUE
343,Xanthomonas translucens,NA,phi-base,TRUE
628,Xenorhabdus nematophila,NA,phi-base,TRUE
2371,Xylella fastidiosa,NA,phi-base,TRUE
630,Yersinia enterocolitica,NA,phi-base,TRUE
632,Yersinia pestis,NA,phi-base,TRUE
633,Yersinia pseudotuberculosis,NA,phi-base,TRUE
29486,Yersinia ruckeri,NA,phi-base,TRUE
1047171,Zymoseptoria tritici,NA,phi-base,TRUE
28447,Clavibacter michiganensis,plants,plant dataset,TRUE
59737,Rathayibacter iranicus,plants,plant dataset,TRUE
1786,Mycobacterium sphagni,plants,plant dataset,TRUE
1828,Rhodococcus fascians,plants,plant dataset,TRUE
2022498,Rhodococcus sp. 05-2221-1B,plants,plant dataset,TRUE
2022503,Rhodococcus sp. 02-925g,plants,plant dataset,TRUE
2022502,Rhodococcus sp. 05-2254-1,plants,plant dataset,TRUE
2022494,Rhodococcus sp. 05-2254-3,plants,plant dataset,TRUE
2022516,Rhodococcus sp. 05-2254-2,plants,plant dataset,TRUE
2022492,Rhodococcus sp. 05-2254-4,plants,plant dataset,TRUE
2022489,Rhodococcus sp. 05-2254-6,plants,plant dataset,TRUE
2022495,Rhodococcus sp. 05-2255-1e,plants,plant dataset,TRUE
2022488,Rhodococcus sp. 05-2255-2A2,plants,plant dataset,TRUE
2022482,Rhodococcus sp. 05-2255-3B1,plants,plant dataset,TRUE
2022483,Rhodococcus sp. 05-2255-3C,plants,plant dataset,TRUE
2022518,Rhodococcus sp. 05-2256-B1,plants,plant dataset,TRUE
2022493,Rhodococcus sp. 05-2256-B2,plants,plant dataset,TRUE
2022490,Rhodococcus sp. 05-2256-B3,plants,plant dataset,TRUE
2022506,Rhodococcus sp. 05-339-2,plants,plant dataset,TRUE
2022505,Rhodococcus sp. 05-340-1,plants,plant dataset,TRUE
2022504,Rhodococcus sp. 05-340-2,plants,plant dataset,TRUE
2022496,Rhodococcus sp. 06-1059B-a,plants,plant dataset,TRUE
2022501,Rhodococcus sp. 06-1460-1B,plants,plant dataset,TRUE
2022517,Rhodococcus sp. 06-156-3,plants,plant dataset,TRUE
2022480,Rhodococcus sp. 06-156-3b,plants,plant dataset,TRUE
2022486,Rhodococcus sp. 06-156-3C,plants,plant dataset,TRUE
2023152,Rhodococcus sp. 06-156-4,plants,plant dataset,TRUE
2022481,Rhodococcus sp. 06-156-4a,plants,plant dataset,TRUE
2022513,Rhodococcus sp. 06-156-4C,plants,plant dataset,TRUE
2022514,Rhodococcus sp. 06-221-2,plants,plant dataset,TRUE
2022512,Rhodococcus sp. 06-412-2B,plants,plant dataset,TRUE
2022487,Rhodococcus sp. 06-412-2C,plants,plant dataset,TRUE
2022515,Rhodococcus sp. 06-418-1B,plants,plant dataset,TRUE
2022507,Rhodococcus sp. 06-418-5,plants,plant dataset,TRUE
2022484,Rhodococcus sp. 06-462-5,plants,plant dataset,TRUE
2022510,Rhodococcus sp. 06-469-3-2,plants,plant dataset,TRUE
2022509,Rhodococcus sp. 06-470-2,plants,plant dataset,TRUE
2022500,Rhodococcus sp. 06-621-2,plants,plant dataset,TRUE
2023148,Rhodococcus sp. 14-2483-1-1,plants,plant dataset,TRUE
2023146,Rhodococcus sp. 14-2496-1d,plants,plant dataset,TRUE
2023145,Rhodococcus sp. 14-2686-1-2,plants,plant dataset,TRUE
2023143,Rhodococcus sp. 15-1189-1-1a,plants,plant dataset,TRUE
2023142,Rhodococcus sp. 15-2388-1-1a,plants,plant dataset,TRUE
2023141,Rhodococcus sp. 15-649-1-2,plants,plant dataset,TRUE
2023140,Rhodococcus sp. 15-649-2-2,plants,plant dataset,TRUE
2023139,Rhodococcus sp. 15-725-2-2b,plants,plant dataset,TRUE
1653478,Rhodococcus sp. PBTS 1,plants,plant dataset,TRUE
1653479,Rhodococcus sp. PBTS 2,plants,plant dataset,TRUE
2022522,Rhodococcus sp. RS1C4,plants,plant dataset,TRUE
66896,Streptomyces griseoplanus,plants,plant dataset,TRUE
42234,Streptomyces acidiscabies,plants,plant dataset,TRUE
146819,Streptomyces europaeiscabiei,plants,plant dataset,TRUE
1464070,Streptomyces graminilatus,plants,plant dataset,TRUE
103232,Streptomyces ipomoeae,plants,plant dataset,TRUE
1930,Streptomyces scabiei,plants,plant dataset,TRUE
1789652,Streptomyces sp. 96-12,plants,plant dataset,TRUE
85558,Streptomyces turgidiscabies,plants,plant dataset,TRUE
293387,Bacillus altitudinis,plants,plant dataset,TRUE
1396,Bacillus cereus,plants,plant dataset,TRUE
1423,Bacillus subtilis,plants,plant dataset,TRUE
1428,Bacillus thuringiensis,plants,plant dataset,TRUE
492670,Bacillus velezensis,plants,plant dataset,TRUE
1639,Listeria monocytogenes,plants,plant dataset,TRUE
1280,Staphylococcus aureus,plants,plant dataset,TRUE
364410,Granulibacter bethesdensis,plants,plant dataset,TRUE
255045,Bradyrhizobium canariense,plants,plant dataset,TRUE
864069,Microvirga lotononidis,plants,plant dataset,TRUE
359,Agrobacterium rhizogenes,plants,plant dataset,TRUE
28099,Agrobacterium rubi,plants,plant dataset,TRUE
1841651,Agrobacterium sp. 13-2099-1-2,plants,plant dataset,TRUE
1841655,Agrobacterium sp. B131/95,plants,plant dataset,TRUE
1841656,Agrobacterium sp. B133/95,plants,plant dataset,TRUE
358,Agrobacterium tumefaciens,plants,plant dataset,TRUE
373,Agrobacterium vitis,plants,plant dataset,TRUE
309868,Candidatus Liberibacter americanus,plants,plant dataset,TRUE
1825976,Neorhizobium sp. NCHU2750,plants,plant dataset,TRUE
337,Burkholderia glumae,plants,plant dataset,TRUE
28095,Burkholderia gladioli,plants,plant dataset,TRUE
41899,Burkholderia plantarii,plants,plant dataset,TRUE
60550,Burkholderia pyrrocinia,plants,plant dataset,TRUE
987057,Burkholderia sp. TJI49,plants,plant dataset,TRUE
948107,Paraburkholderia sprentiae,plants,plant dataset,TRUE
1944648,blood disease bacterium A2-HR MARDI,plants,plant dataset,TRUE
329,Ralstonia pickettii,plants,plant dataset,TRUE
305,Ralstonia solanacearum,plants,plant dataset,TRUE
1310165,Ralstonia pseudosolanacearum,plants,plant dataset,TRUE
80867,Acidovorax avenae,plants,plant dataset,TRUE
80869,Acidovorax citrulli,plants,plant dataset,TRUE
80842,Herbaspirillum rubrisubalbicans,plants,plant dataset,TRUE
299767,Enterobacter ludwigii,plants,plant dataset,TRUE
539813,Enterobacter mori,plants,plant dataset,TRUE
562,Escherichia coli,plants,plant dataset,TRUE
929813,Gibbsiella quercinecans,plants,plant dataset,TRUE
28901,Salmonella enterica,plants,plant dataset,TRUE
55211,Erwinia persicina,plants,plant dataset,TRUE
665097,Erwinia piriflorinigrans,plants,plant dataset,TRUE
65700,Erwinia tracheiphila,plants,plant dataset,TRUE
549,Pantoea agglomerans,plants,plant dataset,TRUE
553,Pantoea ananatis,plants,plant dataset,TRUE
470932,Pantoea deleyi,plants,plant dataset,TRUE
1076549,Pantoea rodasii,plants,plant dataset,TRUE
1076550,Pantoea rwandensis,plants,plant dataset,TRUE
593105,Pantoea sp. Sc1,plants,plant dataset,TRUE
66269,Pantoea stewartii,plants,plant dataset,TRUE
86187,Phaseolibacter flectens,plants,plant dataset,TRUE
55214,Brenneria salicis,plants,plant dataset,TRUE
598467,Brenneria sp. EniD312,plants,plant dataset,TRUE
556,Dickeya chrysanthemi,plants,plant dataset,TRUE
204038,Dickeya dadantii,plants,plant dataset,TRUE
204039,Dickeya dianthicola,plants,plant dataset,TRUE
71656,Brenneria alni,plants,plant dataset,TRUE
55210,Brenneria nigrifluens,plants,plant dataset,TRUE
1778540,Dickeya fangzhongdai,plants,plant dataset,TRUE
69223,Dickeya paradisiaca,plants,plant dataset,TRUE
568768,Dickeya sp. NCPPB 569,plants,plant dataset,TRUE
1089444,Dickeya solani,plants,plant dataset,TRUE
568766,Dickeya sp. NCPPB 3274,plants,plant dataset,TRUE
204042,Dickeya zeae,plants,plant dataset,TRUE
29471,Pectobacterium atrosepticum,plants,plant dataset,TRUE
554,Pectobacterium carotovorum,plants,plant dataset,TRUE
1905730,Pectobacterium parmentieri,plants,plant dataset,TRUE
2042057,Pectobacterium sp. NIBIO 1006,plants,plant dataset,TRUE
55208,Pectobacterium wasabiae,plants,plant dataset,TRUE
287,Pseudomonas aeruginosa,plants,plant dataset,TRUE
47877,Pseudomonas amygdali,plants,plant dataset,TRUE
86840,Pseudomonas cannabina,plants,plant dataset,TRUE
46678,Pseudomonas caricapapayae,plants,plant dataset,TRUE
1451454,Pseudomonas caspiana,plants,plant dataset,TRUE
46257,Pseudomonas avellanae,plants,plant dataset,TRUE
587753,Pseudomonas chlororaphis,plants,plant dataset,TRUE
200452,Pseudomonas congelans,plants,plant dataset,TRUE
53409,Pseudomonas coronafaciens,plants,plant dataset,TRUE
53410,Pseudomonas ficuserectae,plants,plant dataset,TRUE
1958950,Pseudomonas floridae,plants,plant dataset,TRUE
294,Pseudomonas fluorescens,plants,plant dataset,TRUE
50340,Pseudomonas fuscovaginae,plants,plant dataset,TRUE
298,Pseudomonas marginalis,plants,plant dataset,TRUE
183795,Pseudomonas mediterranea,plants,plant dataset,TRUE
86176,Pseudomonas meliae,plants,plant dataset,TRUE
29438,Pseudomonas savastanoi,plants,plant dataset,TRUE
1198294,Pseudomonas sp. ICMP 10191,plants,plant dataset,TRUE
716914,Pseudomonas sp. ICMP 3272,plants,plant dataset,TRUE
316,Pseudomonas stutzeri,plants,plant dataset,TRUE
317,Pseudomonas syringae,plants,plant dataset,TRUE
251701,Pseudomonas syringae group genomosp. 3,plants,plant dataset,TRUE
251699,Pseudomonas syringae group genomosp. 7,plants,plant dataset,TRUE
317659,Pseudomonas syringae pv. coryli,plants,plant dataset,TRUE
200454,Pseudomonas tremae,plants,plant dataset,TRUE
33069,Pseudomonas viridiflava,plants,plant dataset,TRUE
40324,Stenotrophomonas maltophilia,plants,plant dataset,TRUE
29447,Xanthomonas albilineans,plants,plant dataset,TRUE
56448,Xanthomonas arboricola,plants,plant dataset,TRUE
53413,Xanthomonas axonopodis,plants,plant dataset,TRUE
339,Xanthomonas campestris,plants,plant dataset,TRUE
1885674,Xanthomonas cannabis,plants,plant dataset,TRUE
346,Xanthomonas citri,plants,plant dataset,TRUE
366648,Xanthomonas fuscans,plants,plant dataset,TRUE
366650,Xanthomonas alfalfae,plants,plant dataset,TRUE
456327,Xanthomonas euvesicatoria,plants,plant dataset,TRUE
1843580,Xanthomonas floridensis,plants,plant dataset,TRUE
48664,Xanthomonas fragariae,plants,plant dataset,TRUE
90270,Xanthomonas gardneri,plants,plant dataset,TRUE
56454,Xanthomonas hortorum,plants,plant dataset,TRUE
1843581,Xanthomonas nasturtii,plants,plant dataset,TRUE
347,Xanthomonas oryzae,plants,plant dataset,TRUE
442694,Xanthomonas perforans,plants,plant dataset,TRUE
1985254,Xanthomonas phaseoli,plants,plant dataset,TRUE
56457,Xanthomonas pisi,plants,plant dataset,TRUE
343,Xanthomonas translucens,plants,plant dataset,TRUE
56459,Xanthomonas vasicola,plants,plant dataset,TRUE
56460,Xanthomonas vesicatoria,plants,plant dataset,TRUE
2371,Xylella fastidiosa,plants,plant dataset,TRUE
160434,Samsonia erythrinae,plants,plant dataset,TRUE
137545,Serratia quinivorans,plants,plant dataset,TRUE
1759437,Serratia sp. YD25,plants,plant dataset,TRUE
2148,Acholeplasma laidlawii,plants,plant dataset,TRUE
216937,Spiroplasma floricola,plants,plant dataset,TRUE
1193712,'Catharanthus roseus' aster yellows phytoplasma,plants,plant dataset,TRUE
1520703,'Chrysanthemum coronarium' phytoplasma,plants,plant dataset,TRUE
135727,Candidatus Phytoplasma ziziphi,plants,plant dataset,TRUE
59748,Candidatus Phytoplasma australiense,plants,plant dataset,TRUE
490179,Rickettsiella popilliae,insecta,EDWIP,TRUE
550,Enterobacter cloacae,insecta,EDWIP,TRUE
546,Citrobacter freundii,insecta,EDWIP,TRUE
584,Proteus mirabilis,insecta,EDWIP,TRUE
582,Morganella morganii,insecta,EDWIP,TRUE
585,Proteus vulgaris,insecta,EDWIP,TRUE
42906,Serratia entomophila,insecta,EDWIP,TRUE
615,Serratia marcescens,insecta,EDWIP,TRUE
28151,Serratia proteamaculans,insecta,EDWIP,TRUE
287,Pseudomonas aeruginosa,insecta,EDWIP,TRUE
587753,Pseudomonas chlororaphis,insecta,EDWIP,TRUE
294,Pseudomonas fluorescens,insecta,EDWIP,TRUE
471,Acinetobacter calcoaceticus,insecta,EDWIP,TRUE
384602,Micrococcus flavus,insecta,EDWIP,TRUE
1351,Enterococcus faecalis,insecta,EDWIP,TRUE
1396,Bacillus cereus,insecta,EDWIP,TRUE
1465,Brevibacillus laterosporus,insecta,EDWIP,TRUE
78057,Paenibacillus popilliae,insecta,EDWIP,TRUE
1421,Lysinibacillus sphaericus,insecta,EDWIP,TRUE
33970,Melissococcus plutonius,insecta,EDWIP,TRUE
2133,Spiroplasma citri,insecta,EDWIP,TRUE
648,Aeromonas caviae,insecta,EDWIP,TRUE
44250,Paenibacillus alvei,insecta,EDWIP,TRUE
1393,Brevibacillus brevis,insecta,EDWIP,TRUE
1464,Paenibacillus larvae,insecta,EDWIP,TRUE
1399,Bacillus firmus,insecta,EDWIP,TRUE
614,Serratia liquefaciens,insecta,EDWIP,TRUE
548,Klebsiella aerogenes,insecta,EDWIP,TRUE
69372,Luethyella okanaganae,insecta,EDWIP,TRUE
445728,Rickettsiella melolonthae,insecta,EDWIP,TRUE
2134,Spiroplasma melliferum,insecta,EDWIP,TRUE
2137,Spiroplasma apis,insecta,EDWIP,TRUE
2138,Spiroplasma poulsonii,insecta,EDWIP,TRUE
1914,Streptomyces lavendulae,insecta,EDWIP,TRUE
28901,Salmonella enterica,NA,https://nmdc.cn/gcpathogen/,TRUE
562,Escherichia coli,NA,https://nmdc.cn/gcpathogen/,TRUE
1280,Staphylococcus aureus,NA,https://nmdc.cn/gcpathogen/,TRUE
197,Campylobacter jejuni,NA,https://nmdc.cn/gcpathogen/,TRUE
1639,Listeria monocytogenes,NA,https://nmdc.cn/gcpathogen/,TRUE
573,Klebsiella pneumoniae,NA,https://nmdc.cn/gcpathogen/,TRUE
195,Campylobacter coli,NA,https://nmdc.cn/gcpathogen/,TRUE
1313,Streptococcus pneumoniae,NA,https://nmdc.cn/gcpathogen/,TRUE
287,Pseudomonas aeruginosa,NA,https://nmdc.cn/gcpathogen/,TRUE
1352,Enterococcus faecium,NA,https://nmdc.cn/gcpathogen/,TRUE
470,Acinetobacter baumannii,NA,https://nmdc.cn/gcpathogen/,TRUE
1496,Clostridioides difficile,NA,https://nmdc.cn/gcpathogen/,TRUE
624,Shigella sonnei,NA,https://nmdc.cn/gcpathogen/,TRUE
623,Shigella flexneri,NA,https://nmdc.cn/gcpathogen/,TRUE
670,Vibrio parahaemolyticus,NA,https://nmdc.cn/gcpathogen/,TRUE
1773,Mycobacterium tuberculosis,NA,https://nmdc.cn/gcpathogen/,TRUE
1351,Enterococcus faecalis,NA,https://nmdc.cn/gcpathogen/,TRUE
666,Vibrio cholerae,NA,https://nmdc.cn/gcpathogen/,TRUE
158836,Enterobacter hormaechei,NA,https://nmdc.cn/gcpathogen/,TRUE
446,Legionella pneumophila,NA,https://nmdc.cn/gcpathogen/,TRUE
1282,Staphylococcus epidermidis,NA,https://nmdc.cn/gcpathogen/,TRUE
487,Neisseria meningitidis,NA,https://nmdc.cn/gcpathogen/,TRUE
210,Helicobacter pylori,NA,https://nmdc.cn/gcpathogen/,TRUE
1307,Streptococcus suis,NA,https://nmdc.cn/gcpathogen/,TRUE
1314,Streptococcus pyogenes,NA,https://nmdc.cn/gcpathogen/,TRUE
1311,Streptococcus agalactiae,NA,https://nmdc.cn/gcpathogen/,TRUE
28450,Burkholderia pseudomallei,NA,https://nmdc.cn/gcpathogen/,TRUE
615,Serratia marcescens,NA,https://nmdc.cn/gcpathogen/,TRUE
75985,Mannheimia haemolytica,NA,https://nmdc.cn/gcpathogen/,TRUE
546,Citrobacter freundii,NA,https://nmdc.cn/gcpathogen/,TRUE
1396,Bacillus cereus,NA,https://nmdc.cn/gcpathogen/,TRUE
1491,Clostridium botulinum,NA,https://nmdc.cn/gcpathogen/,TRUE
630,Yersinia enterocolitica,NA,https://nmdc.cn/gcpathogen/,TRUE
584,Proteus mirabilis,NA,https://nmdc.cn/gcpathogen/,TRUE
244366,Klebsiella variicola,NA,https://nmdc.cn/gcpathogen/,TRUE
727,Haemophilus influenzae,NA,https://nmdc.cn/gcpathogen/,TRUE
40324,Stenotrophomonas maltophilia,NA,https://nmdc.cn/gcpathogen/,TRUE
485,Neisseria gonorrhoeae,NA,https://nmdc.cn/gcpathogen/,TRUE
520,Bordetella pertussis,NA,https://nmdc.cn/gcpathogen/,TRUE
1642,Listeria innocua,NA,https://nmdc.cn/gcpathogen/,TRUE
263,Francisella tularensis,NA,https://nmdc.cn/gcpathogen/,TRUE
28141,Cronobacter sakazakii,NA,https://nmdc.cn/gcpathogen/,TRUE
1590,Lactobacillus plantarum,NA,https://nmdc.cn/gcpathogen/,TRUE
672,Vibrio vulnificus,NA,https://nmdc.cn/gcpathogen/,TRUE
817,Bacteroides fragilis,NA,https://nmdc.cn/gcpathogen/,TRUE
548,Klebsiella aerogenes,NA,https://nmdc.cn/gcpathogen/,TRUE
1502,Clostridium perfringens,NA,https://nmdc.cn/gcpathogen/,TRUE
1428,Bacillus thuringiensis,NA,https://nmdc.cn/gcpathogen/,TRUE
550,Enterobacter cloacae,NA,https://nmdc.cn/gcpathogen/,TRUE
28037,Streptococcus mitis,NA,https://nmdc.cn/gcpathogen/,TRUE
1717,Corynebacterium diphtheriae,NA,https://nmdc.cn/gcpathogen/,TRUE
621,Shigella boydii,NA,https://nmdc.cn/gcpathogen/,TRUE
201,Campylobacter lari,NA,https://nmdc.cn/gcpathogen/,TRUE
632,Yersinia pestis,NA,https://nmdc.cn/gcpathogen/,TRUE
1423,Bacillus subtilis,NA,https://nmdc.cn/gcpathogen/,TRUE
28080,Campylobacter upsaliensis,NA,https://nmdc.cn/gcpathogen/,TRUE
663,Vibrio alginolyticus,NA,https://nmdc.cn/gcpathogen/,TRUE
571,Klebsiella oxytoca,NA,https://nmdc.cn/gcpathogen/,TRUE
48296,Acinetobacter pittii,NA,https://nmdc.cn/gcpathogen/,TRUE
1134687,Klebsiella michiganensis,NA,https://nmdc.cn/gcpathogen/,TRUE
95486,Burkholderia cenocepacia,NA,https://nmdc.cn/gcpathogen/,TRUE
1283,Staphylococcus haemolyticus,NA,https://nmdc.cn/gcpathogen/,TRUE
29459,Brucella melitensis,NA,https://nmdc.cn/gcpathogen/,TRUE
1336,Streptococcus equi,NA,https://nmdc.cn/gcpathogen/,TRUE
47715,Lactobacillus rhamnosus,NA,https://nmdc.cn/gcpathogen/,TRUE
1747,Cutibacterium acnes,NA,https://nmdc.cn/gcpathogen/,TRUE
747,Pasteurella multocida,NA,https://nmdc.cn/gcpathogen/,TRUE
1764,Mycobacterium avium,NA,https://nmdc.cn/gcpathogen/,TRUE
160,Treponema pallidum,NA,https://nmdc.cn/gcpathogen/,TRUE
1392,Bacillus anthracis,NA,https://nmdc.cn/gcpathogen/,TRUE
61645,Enterobacter asburiae,NA,https://nmdc.cn/gcpathogen/,TRUE
173,Leptospira interrogans,NA,https://nmdc.cn/gcpathogen/,TRUE
1812935,Enterobacter cloacae complex 'Hoffmann cluster IV',NA,https://nmdc.cn/gcpathogen/,TRUE
208224,Enterobacter kobei,NA,https://nmdc.cn/gcpathogen/,TRUE
1358,Lactococcus lactis,NA,https://nmdc.cn/gcpathogen/,TRUE
582,Morganella morganii,NA,https://nmdc.cn/gcpathogen/,TRUE
813,Chlamydia trachomatis,NA,https://nmdc.cn/gcpathogen/,TRUE
196,Campylobacter fetus,NA,https://nmdc.cn/gcpathogen/,TRUE
43770,Corynebacterium striatum,NA,https://nmdc.cn/gcpathogen/,TRUE
235,Brucella abortus,NA,https://nmdc.cn/gcpathogen/,TRUE
633,Yersinia pseudotuberculosis,NA,https://nmdc.cn/gcpathogen/,TRUE
587,Providencia rettgeri,NA,https://nmdc.cn/gcpathogen/,TRUE
165179,Prevotella copri,NA,https://nmdc.cn/gcpathogen/,TRUE
1596,Lactobacillus gasseri,NA,https://nmdc.cn/gcpathogen/,TRUE
303,Pseudomonas putida,NA,https://nmdc.cn/gcpathogen/,TRUE
1402,Bacillus licheniformis,NA,https://nmdc.cn/gcpathogen/,TRUE
1270,Micrococcus luteus,NA,https://nmdc.cn/gcpathogen/,TRUE
644,Aeromonas hydrophila,NA,https://nmdc.cn/gcpathogen/,TRUE
28095,Burkholderia gladioli,NA,https://nmdc.cn/gcpathogen/,TRUE
622,Shigella dysenteriae,NA,https://nmdc.cn/gcpathogen/,TRUE
985002,Staphylococcus argenteus,NA,https://nmdc.cn/gcpathogen/,TRUE
106654,Acinetobacter nosocomialis,NA,https://nmdc.cn/gcpathogen/,TRUE
43767,Rhodococcus hoagii,NA,https://nmdc.cn/gcpathogen/,TRUE
199,Campylobacter concisus,NA,https://nmdc.cn/gcpathogen/,TRUE
1304,Streptococcus salivarius,NA,https://nmdc.cn/gcpathogen/,TRUE
292,Burkholderia cepacia,NA,https://nmdc.cn/gcpathogen/,TRUE
1303,Streptococcus oralis,NA,https://nmdc.cn/gcpathogen/,TRUE
654,Aeromonas veronii,NA,https://nmdc.cn/gcpathogen/,TRUE
1290,Staphylococcus hominis,NA,https://nmdc.cn/gcpathogen/,TRUE
545,Citrobacter koseri,NA,https://nmdc.cn/gcpathogen/,TRUE
480,Moraxella catarrhalis,NA,https://nmdc.cn/gcpathogen/,TRUE
648,Aeromonas caviae,NA,https://nmdc.cn/gcpathogen/,TRUE
1408,Bacillus pumilus,NA,https://nmdc.cn/gcpathogen/,TRUE
519,Bordetella parapertussis,NA,https://nmdc.cn/gcpathogen/,TRUE
1328,Streptococcus anginosus,NA,https://nmdc.cn/gcpathogen/,TRUE
2702,Gardnerella vaginalis,NA,https://nmdc.cn/gcpathogen/,TRUE
714,Aggregatibacter actinomycetemcomitans,NA,https://nmdc.cn/gcpathogen/,TRUE
2104,Mycoplasma pneumoniae,NA,https://nmdc.cn/gcpathogen/,TRUE
881260,Enterobacter bugandensis,NA,https://nmdc.cn/gcpathogen/,TRUE
29385,Staphylococcus saprophyticus,NA,https://nmdc.cn/gcpathogen/,TRUE
1613,Lactobacillus fermentum,NA,https://nmdc.cn/gcpathogen/,TRUE
1719,Corynebacterium pseudotuberculosis,NA,https://nmdc.cn/gcpathogen/,TRUE
53345,Enterococcus durans,NA,https://nmdc.cn/gcpathogen/,TRUE
1334,Streptococcus dysgalactiae,NA,https://nmdc.cn/gcpathogen/,TRUE
57706,Citrobacter braakii,NA,https://nmdc.cn/gcpathogen/,TRUE
777,Coxiella burnetii,NA,https://nmdc.cn/gcpathogen/,TRUE
1349,Streptococcus uberis,NA,https://nmdc.cn/gcpathogen/,TRUE
549,Pantoea agglomerans,NA,https://nmdc.cn/gcpathogen/,TRUE
357276,Bacteroides dorei,NA,https://nmdc.cn/gcpathogen/,TRUE
1292,Staphylococcus warneri,NA,https://nmdc.cn/gcpathogen/,TRUE
109790,Lactobacillus jensenii,NA,https://nmdc.cn/gcpathogen/,TRUE
1318,Streptococcus parasanguinis,NA,https://nmdc.cn/gcpathogen/,TRUE
37734,Enterococcus casseliflavus,NA,https://nmdc.cn/gcpathogen/,TRUE
60552,Burkholderia vietnamiensis,NA,https://nmdc.cn/gcpathogen/,TRUE
47678,Bacteroides caccae,NA,https://nmdc.cn/gcpathogen/,TRUE
257758,Streptococcus pseudopneumoniae,NA,https://nmdc.cn/gcpathogen/,TRUE
1305,Streptococcus sanguinis,NA,https://nmdc.cn/gcpathogen/,TRUE
851,Fusobacterium nucleatum,NA,https://nmdc.cn/gcpathogen/,TRUE
1547,Erysipelatoclostridium ramosum,NA,https://nmdc.cn/gcpathogen/,TRUE
1353,Enterococcus gallinarum,NA,https://nmdc.cn/gcpathogen/,TRUE
